timestamp,symbol,direction,event_type,price,qty,entry_price,pnl,sl,tp,reason,source
2025-07-18T09:08:08.107059-07:00,DOGEUSDT,short,ENTRY,0.23567,424.0,0.23567,,0.24038,0.23048,,5M_SCALPER
2025-07-18T10:36:43.882005-07:00,DOGEUSDT,short,SL_EXIT,0.24041,424.0,0.23567,-2.0097600000000093,0.24038,0.23048,SL,5M_SCALPER
2025-07-18T10:42:36.712160-07:00,BNBUSDT,short,ENTRY,741.0,0.13,741.0,,755.82,724.69,,5M_SCALPER
2025-07-18T13:20:00.046499-07:00,BNBUSDT,short,TP1_EXIT,724.49,0.06,741.0,0.9905999999999994,741.0,724.69,TP1 partial hit,5M_SCALPER
2025-07-18T13:28:20.239384-07:00,DOGEUSDT,short,ENTRY,0.22764,439.0,0.22764,,0.23219,0.22263,,5M_SCALPER
2025-07-18T13:33:17.781985-07:00,BNBUSDT,short,TRAILING_EXIT,720.58,0.13,741.0,2.654599999999995,724.69,724.69,TRAILING,5M_SCALPER
2025-07-18T13:44:08.297081-07:00,XRPUSDT,long,ENTRY,3.3939,29.4,3.3939,,3.326,3.4685,,5M_SCALPER
2025-07-18T13:51:28.678943-07:00,DOGEUSDT,short,SL_EXIT,0.23224,439.0,0.22764,-2.019399999999997,0.23219,0.22263,SL,5M_SCALPER
2025-07-18T21:58:28.788609-07:00,XRPUSDT,long,RECOVERED_SLTP,3.3939,29.4,3.3939,,3.326,3.4685,SL/TP repaired after restart,5M_SCALPER
2025-08-02T15:34:38.079461+05:30,ADAUSDT,short,SL_EXIT,0.7138,70.0,0.7133,-0.034999999999996145,0.0,0.0,SL,binance_sync
2025-08-02T15:34:40.471185+05:30,BNBUSDT,short,SL_EXIT,753.02,0.07,753.41,0.027299999999999047,0.0,0.0,SL,binance_sync
2025-08-02T15:34:57.446638+05:30,ADAUSDT,short,SL_EXIT,0.7138,70.0,0.713,-0.056000000000001604,0.0,0.0,SL,binance_sync
2025-08-02T15:35:00.680127+05:30,BNBUSDT,short,SL_EXIT,753.04,0.07,753.21,0.011900000000005094,0.0,0.0,SL,binance_sync
2025-08-02T15:35:15.866445+05:30,ADAUSDT,short,SL_EXIT,0.7137,70.0,0.7131,-0.042000000000003146,0.0,0.0,SL,binance_sync
2025-08-02T15:35:19.035635+05:30,BNBUSDT,short,SL_EXIT,752.9,0.07,753.28,0.026599999999999683,0.0,0.0,SL,binance_sync
2025-08-02T15:35:49.878682+05:30,ADAUSDT,short,SL_EXIT,0.7123,70.0,0.712,-0.02100000000000546,0.0,0.0,SL,binance_sync
2025-08-02T15:35:52.378972+05:30,BNBUSDT,short,SL_EXIT,752.25,0.07,752.6,0.024500000000001593,0.0,0.0,SL,binance_sync
2025-08-02T15:36:07.979215+05:30,ADAUSDT,short,SL_EXIT,0.7126,70.0,0.712,-0.042000000000003146,0.0,0.0,SL,binance_sync
2025-08-02T15:36:13.195998+05:30,BNBUSDT,short,SL_EXIT,752.5,0.07,752.75,0.0175,0.0,0.0,SL,binance_sync
2025-08-02T15:36:27.899211+05:30,ADAUSDT,short,SL_EXIT,0.714,70.0,0.7135,-0.034999999999996145,0.0,0.0,SL,binance_sync
2025-08-02T15:36:31.103514+05:30,BNBUSDT,short,SL_EXIT,753.09,0.07,753.51,0.029399999999997137,0.0,0.0,SL,binance_sync
2025-08-02T15:36:47.803889+05:30,ADAUSDT,short,SL_EXIT,0.7136,70.0,0.7132,-0.028000000000004688,0.0,0.0,SL,binance_sync
2025-08-02T15:36:50.964028+05:30,BNBUSDT,short,SL_EXIT,753.09,0.07,753.39,0.02099999999999682,0.0,0.0,SL,binance_sync
2025-08-02T15:37:08.354847+05:30,ADAUSDT,short,SL_EXIT,0.7129,70.0,0.7125,-0.027999999999996916,0.0,0.0,SL,binance_sync
2025-08-02T15:37:11.548440+05:30,BNBUSDT,short,SL_EXIT,752.66,0.07,753.03,0.025900000000000322,0.0,0.0,SL,binance_sync
2025-08-02T15:37:26.707979+05:30,ADAUSDT,short,SL_EXIT,0.7133,70.0,0.7128,-0.03500000000000392,0.0,0.0,SL,binance_sync
2025-08-02T15:37:29.866214+05:30,BNBUSDT,short,SL_EXIT,752.75,0.07,753.05,0.02099999999999682,0.0,0.0,SL,binance_sync
2025-08-02T17:23:53.423344+05:30,ADAUSDT,short,SL_EXIT,0.7154,70.0,0.7113,-0.2869999999999995,0.0,0.0,SL,binance_sync
2025-08-02T17:23:53.799708+05:30,BNBUSDT,short,SL_EXIT,756.21,0.07,755.27,-0.06580000000000383,0.0,0.0,SL,binance_sync
2025-08-02T17:23:57.345961+05:30,ADAUSDT,short,SL_EXIT,0.7154,70.0,0.7113,-0.2869999999999995,0.0,0.0,SL,binance_sync
2025-08-02T17:23:58.104988+05:30,BNBUSDT,short,SL_EXIT,756.21,0.07,755.27,-0.06580000000000383,0.0,0.0,SL,binance_sync
2025-08-02T17:24:01.215332+05:30,ADAUSDT,short,SL_EXIT,0.7154,70.0,0.7113,-0.2869999999999995,0.0,0.0,SL,binance_sync
2025-08-02T17:24:02.651074+05:30,BNBUSDT,short,SL_EXIT,756.27,0.07,755.27,-0.07,0.0,0.0,SL,binance_sync
2025-08-02T17:24:05.061131+05:30,BNBUSDT,short,SL_EXIT,756.27,0.07,755.27,-0.07,0.0,0.0,SL,binance_sync
2025-08-02T17:24:08.064951+05:30,BNBUSDT,short,SL_EXIT,756.27,0.07,755.27,-0.07,0.0,0.0,SL,binance_sync
2025-08-02T17:24:12.650508+05:30,BNBUSDT,short,SL_EXIT,756.2,0.07,755.27,-0.06510000000000446,0.0,0.0,SL,binance_sync
2025-08-03T17:18:02.440776+05:30,ADAUSDT,short,SL_EXIT,0.7251,27.0,0.7245,-0.016199999999998216,0.0,0.0,SL,binance_sync
2025-08-03T17:18:05.036983+05:30,BNBUSDT,short,SL_EXIT,750.26,0.02,750.5,0.004800000000000182,0.0,0.0,SL,binance_sync
2025-08-03T17:18:09.545555+05:30,DOGEUSDT,short,SL_EXIT,0.19828,100.0,0.19817,-0.010999999999999899,0.0,0.0,SL,binance_sync
2025-08-03T17:18:12.379016+05:30,ETHUSDT,short,SL_EXIT,3496.54,0.01,3494.49,-0.02050000000000182,0.0,0.0,SL,binance_sync
2025-08-03T17:18:14.270006+05:30,HBARUSDT,short,SL_EXIT,0.24501,81.0,0.24485,-0.012959999999999472,0.0,0.0,SL,binance_sync
2025-08-03T17:18:17.863404+05:30,QNTUSDT,short,SL_EXIT,109.53,0.1,109.42,-0.010999999999999944,0.0,0.0,SL,binance_sync
2025-08-03T17:33:57.356689+05:30,ADAUSDT,short,SL_EXIT,0.7242,27.0,0.7236,-0.016199999999998216,0.0,0.0,SL,binance_sync
2025-08-03T17:34:00.723793+05:30,BNBUSDT,short,SL_EXIT,748.23,0.02,748.57,0.006800000000000637,0.0,0.0,SL,binance_sync
2025-08-03T17:34:06.448334+05:30,DOGEUSDT,short,SL_EXIT,0.19807,100.0,0.19792,-0.014999999999998348,0.0,0.0,SL,binance_sync
2025-08-03T17:34:10.828325+05:30,ETHUSDT,short,SL_EXIT,3482.69,0.01,3481.27,-0.014200000000000728,0.0,0.0,SL,binance_sync
2025-08-03T17:34:14.797133+05:30,HBARUSDT,short,SL_EXIT,0.24501,81.0,0.24482,-0.015389999999999654,0.0,0.0,SL,binance_sync
2025-08-03T17:58:31.625196+05:30,ADAUSDT,short,SL_EXIT,0.7238,27.0,0.7232,-0.016200000000001213,0.0,0.0,SL,binance_sync
2025-08-03T17:58:34.918179+05:30,BNBUSDT,short,SL_EXIT,747.7,0.02,747.99,0.005799999999999273,0.0,0.0,SL,binance_sync
2025-08-03T18:00:57.294601+05:30,DOGEUSDT,short,SL_EXIT,0.19809,101.0,0.19775,-0.0343399999999979,0.0,0.0,SL,binance_sync
2025-08-04T17:39:54.618653+05:30,XRPUSDT,short,SL_EXIT,2.988,2.0,2.9866,-0.0027999999999996916,0.0,0.0,SL,binance_sync
2025-08-04T19:17:20.864368+05:30,HBARUSDT,short,SL_EXIT,0.2522,40.0,0.24719,-0.20039999999999947,0.25213,0.2373,SL,binance_sync
2025-08-04T19:17:42.680977+05:30,XRPUSDT,short,SL_EXIT,3.0504,3.0,2.9906,-0.1793999999999989,3.0504,2.871,SL,binance_sync
2025-08-04T19:32:42.508616+05:30,ETHUSDT,short,SL_EXIT,3631.57,0.01,3560.3,-0.7126999999999998,3631.51,3417.89,SL,binance_sync
2025-08-04T19:34:34.457724+05:30,DOGEUSDT,short,SL_EXIT,0.20534,49.0,0.2013,-0.19795999999999941,0.20533,0.19325,SL,binance_sync
2025-08-04T19:58:59.252218+05:30,ADAUSDT,short,SL_EXIT,0.7541,13.0,0.7397,-0.1871999999999996,0.754,0.71,SL,binance_sync
2025-08-28T18:01:09.092655+05:30,ADAUSDT,long,SL_EXIT,0.8658,23.0,0.87,-0.09659999999999958,0.866,0.878,SL,5M_SCALPER
2025-08-28T19:35:42.344074+05:30,ADAUSDT,short,SL_EXIT,0.8721,23.0,0.867,-0.11729999999999985,0.872,0.859,SL,5M_SCALPER
2025-08-28T20:02:10.117151+05:30,BTCUSDT,long,SL_EXIT,112544.65,0.001,113104.0,-0.5593500000000058,112575.4,113896.9,SL,5M_SCALPER
2025-09-02T16:41:14.914973+05:30,DOGEUSDT,short,TP1_EXIT,0.21247,39.0,0.21278,0.012090000000000184,0.21278,0.21248211,TP1 partial hit,binance_sync
2025-09-02T16:42:02.423456+05:30,XRPUSDT,short,TP1_EXIT,2.8017,2.9,2.8057,0.01160000000000001,2.8057,2.80177202,TP1 partial hit,binance_sync
2025-09-02T17:03:08.527153+05:30,XRPUSDT,short,SL_EXIT,2.8058,5.9,2.8057,-0.0005900000000012451,2.8057,2.80177202,SL,binance_sync
2025-09-02T17:11:11.416740+05:30,DOGEUSDT,short,TRAILING_EXIT,0.2125,78.0,0.21278,0.021840000000000193,0.21248211,0.21248211,TRAILING,binance_sync
2025-09-02T21:21:00.838632+05:30,BNBUSDT,short,TP1_EXIT,846.6,0.01,847.79,0.01189999999999941,847.79,846.6031,TP1 partial hit,binance_sync
2025-09-02T21:31:39.251413+05:30,BNBUSDT,short,SL_EXIT,847.79,0.02,847.79,0.0,847.79,846.6031,SL,binance_sync
2025-09-02T22:36:17.008544+05:30,XRPUSDT,long,SL_EXIT,2.7989,5.9,2.8018,-0.017109999999999428,2.799,2.8057,SL,binance_sync
2025-09-02T23:06:32.124788+05:30,XRPUSDT,long,SL_EXIT,2.7996,23.6,2.8024,-0.0660800000000032,2.7996,2.8063,SL,binance_sync
2025-09-02T23:35:00.998057+05:30,DOGEUSDT,short,SL_EXIT,0.2115,310.0,0.21133,-0.05270000000000108,0.2115,0.211,SL,binance_sync
2025-09-02T23:37:02.855741+05:30,HBARUSDT,short,SL_EXIT,0.21392,304.0,0.2137,-0.06687999999999938,0.2139,0.2134,SL,binance_sync
2025-09-02T23:37:45.005115+05:30,HBARUSDT,short,SL_EXIT,0.2141,302.0,0.21392,-0.05436000000000407,0.2141,0.2136,SL,binance_sync
2025-09-02T23:40:11.584899+05:30,HBARUSDT,short,SL_EXIT,0.214,300.0,0.21378,-0.06599999999999939,0.214,0.2135,SL,binance_sync
2025-09-03T00:15:19.706555+05:30,BNBUSDT,short,TP1_EXIT,848.1,0.05,849.29,0.05949999999999705,849.29,848.101,TP1 partial hit,binance_sync
2025-09-03T00:20:11.901064+05:30,BNBUSDT,short,SL_EXIT,849.37,0.1,849.29,-0.008000000000004092,849.29,848.101,SL,binance_sync
2025-09-03T00:23:38.741935+05:30,DOGEUSDT,long,TP1_EXIT,0.2122,150.0,0.21193,0.04049999999999887,0.21193,0.2122,TP1 partial hit,binance_sync
2025-09-03T00:26:40.971470+05:30,DOGEUSDT,long,SL_EXIT,0.21192,300.0,0.21193,-0.0030000000000030003,0.21193,0.2122,SL,binance_sync
2025-09-03T00:33:49.393678+05:30,BNBUSDT,long,SL_EXIT,849.67,0.1,850.56,-0.08899999999999864,849.7094,851.7508,SL,binance_sync
2025-09-03T00:46:34.854332+05:30,DOGEUSDT,short,SL_EXIT,0.21111,298.0,0.21089,-0.0655599999999994,0.2111,0.2106,SL,binance_sync
2025-09-03T00:53:23.457902+05:30,DOGEUSDT,short,SL_EXIT,0.2108,296.0,0.21058,-0.0651199999999994,0.2108,0.2103,SL,binance_sync
2025-09-03T01:02:06.094254+05:30,DOGEUSDT,short,TP1_EXIT,0.21033,147.0,0.21074,0.060270000000003154,0.21074,0.2104,TP1 partial hit,binance_sync
2025-09-03T01:05:01.784829+05:30,HBARUSDT,short,TP1_EXIT,0.213,144.0,0.21327,0.038879999999998915,0.21327,0.213,TP1 partial hit,binance_sync
2025-09-03T01:05:27.555944+05:30,HBARUSDT,short,SL_EXIT,0.21327,289.0,0.21327,0.0,0.21327,0.213,SL,binance_sync
2025-09-03T01:05:33.843941+05:30,DOGEUSDT,short,SL_EXIT,0.21076,294.0,0.21074,-0.00587999999999772,0.21074,0.2104,SL,binance_sync
2025-09-03T01:17:49.038174+05:30,XRPUSDT,long,TP1_EXIT,2.8189,11.0,2.8147,0.0461999999999998,2.8147,2.8186,TP1 partial hit,binance_sync
2025-09-03T01:30:53.792054+05:30,XRPUSDT,long,TRAILING_EXIT,2.8186,22.0,2.8147,0.08579999999999544,2.8186,2.8186,TRAILING,binance_sync
2025-09-03T01:43:45.644298+05:30,BNBUSDT,long,SL_EXIT,850.45,0.1,851.59,-0.11399999999999864,850.7384,852.7822,SL,binance_sync
2025-09-03T01:45:37.364051+05:30,DOGEUSDT,long,TP1_EXIT,0.21223,144.0,0.21195,0.040320000000000356,0.21195,0.2122,TP1 partial hit,binance_sync
2025-09-03T01:50:43.286757+05:30,BNBUSDT,long,TP1_EXIT,852.7,0.05,851.5,0.060000000000002274,851.5,852.6921,TP1 partial hit,binance_sync
2025-09-03T02:01:57.275755+05:30,BNBUSDT,long,SL_EXIT,851.44,0.1,851.5,-0.0059999999999945436,851.5,852.6921,SL,binance_sync
2025-09-03T04:23:47.646405+05:30,XRPUSDT,long,TP1_EXIT,2.851,10.8,2.847,0.043200000000000044,2.847,2.851,TP1 partial hit,binance_sync
2025-09-03T04:31:29.646177+05:30,BNBUSDT,long,SL_EXIT,852.5,0.1,853.36,-0.08600000000000137,852.5066,854.5547,SL,binance_sync
2025-09-03T04:46:56.690117+05:30,BNBUSDT,long,SL_EXIT,852.3,0.1,853.19,-0.08900000000001002,852.3368,854.3845,SL,binance_sync
2025-09-03T05:03:00.881576+05:30,XRPUSDT,long,TRAILING_EXIT,2.8507,21.6,2.847,0.079919999999996,2.851,2.851,TRAILING,binance_sync
2025-09-03T05:30:07.511927+05:30,HBARUSDT,long,TP1_EXIT,0.22071,137.0,0.22043,0.03836000000000034,0.22043,0.2207,TP1 partial hit,binance_sync
2025-09-03T05:30:48.183497+05:30,HBARUSDT,long,SL_EXIT,0.2204,274.0,0.22043,-0.00821999999999301,0.22043,0.2207,SL,binance_sync
2025-09-03T06:14:07.990861+05:30,BNBUSDT,long,SL_EXIT,851.52,0.1,853.03,-0.1509999999999991,852.177,854.2242,SL,binance_sync
2025-09-03T07:27:42.280656+05:30,HBARUSDT,long,TP1_EXIT,0.22054,134.0,0.22018,0.04824000000000361,0.22018,0.2205,TP1 partial hit,binance_sync
2025-09-03T07:30:51.234446+05:30,BNBUSDT,long,TP1_EXIT,852.52,0.05,851.18,0.0670000000000016,851.18,852.3717,TP1 partial hit,binance_sync
2025-09-03T07:35:34.384629+05:30,BNBUSDT,long,SL_EXIT,850.82,0.1,851.18,-0.03599999999999,851.18,852.3717,SL,binance_sync
2025-09-03T07:35:35.063518+05:30,HBARUSDT,long,TRAILING_EXIT,0.22048,268.0,0.22018,0.08040000000000602,0.2205,0.2205,TRAILING,binance_sync
2025-09-03T10:08:57.792853+05:30,BNBUSDT,long,SL_EXIT,851.83,0.1,852.72,-0.08899999999999864,851.8673,853.9138,SL,binance_sync
2025-09-03T10:14:36.360415+05:30,ADAUSDT,long,SL_EXIT,0.8343,70.0,0.8351,-0.05599999999999383,0.8343,0.8363,SL,binance_sync
2025-09-03T10:33:49.357654+05:30,BNBUSDT,long,SL_EXIT,851.86,0.1,852.92,-0.10599999999999454,852.0671,854.1141,SL,binance_sync
2025-09-03T11:56:14.047775+05:30,HBARUSDT,long,TP1_EXIT,0.2192,131.0,0.21891,0.037990000000001634,0.21891,0.2192,TP1 partial hit,binance_sync
2025-09-03T12:00:48.619256+05:30,ADAUSDT,long,TP1_EXIT,0.8326,34.0,0.8314,0.04079999999999928,0.8314,0.8326,TP1 partial hit,binance_sync
2025-09-03T12:04:31.675566+05:30,HBARUSDT,long,TRAILING_EXIT,0.2192,262.0,0.21891,0.07598000000000327,0.2192,0.2192,TRAILING,binance_sync
2025-09-03T12:04:41.828427+05:30,ADAUSDT,long,SL_EXIT,0.8314,69.0,0.8314,0.0,0.8314,0.8326,SL,binance_sync
2025-09-03T12:15:09.945691+05:30,HBARUSDT,short,SL_EXIT,0.2186,262.0,0.21834,-0.0681199999999954,0.2186,0.218,SL,binance_sync
2025-09-03T12:29:07.516718+05:30,XRPUSDT,short,SL_EXIT,2.8178,20.2,2.8149,-0.05857999999999803,2.8177,2.811,SL,binance_sync
2025-09-03T12:55:16.529820+05:30,BNBUSDT,long,SL_EXIT,851.59,0.1,852.5,-0.09099999999999682,851.6475,853.6935,SL,binance_sync
2025-09-03T13:08:28.308715+05:30,BNBUSDT,long,TP1_EXIT,853.74,0.05,852.44,0.06499999999999773,852.44,853.6334,TP1 partial hit,binance_sync
2025-09-03T13:11:02.518866+05:30,HBARUSDT,long,SL_EXIT,0.21849,232.0,0.21868,-0.04408000000000545,0.2185,0.219,SL,binance_sync
2025-09-03T13:17:23.289176+05:30,HBARUSDT,long,SL_EXIT,0.21848,231.0,0.2187,-0.05081999999999953,0.2185,0.219,SL,binance_sync
2025-09-03T13:36:29.123069+05:30,XRPUSDT,long,TP1_EXIT,2.8291,8.8,2.8251,0.03520000000000004,2.8251,2.8291,TP1 partial hit,binance_sync
2025-09-03T14:06:30.786348+05:30,XRPUSDT,long,TRAILING_EXIT,2.8289,17.7,2.8251,0.06726000000000044,2.8291,2.8291,TRAILING,binance_sync
2025-09-03T14:41:58.353816+05:30,BNBUSDT,long,SL_EXIT,852.44,0.1,852.44,0.0,852.44,853.6334,SL,binance_sync
2025-09-03T14:52:48.805401+05:30,BNBUSDT,long,SL_EXIT,853.01,0.1,853.92,-0.09099999999999682,853.0661,855.1155,SL,binance_sync
2025-09-03T15:02:12.525509+05:30,BNBUSDT,long,SL_EXIT,853.01,0.1,853.92,-0.09099999999999682,853.0661,855.1155,SL,binance_sync
2025-09-03T16:47:21.623054+05:30,BNBUSDT,long,TP1_EXIT,855.0,0.05,853.78,0.061000000000001366,853.78,854.9753,TP1 partial hit,binance_sync
2025-09-03T16:54:10.759387+05:30,HBARUSDT,long,SL_EXIT,0.22106,232.0,0.22129,-0.05335999999999541,0.22106870999999997,0.221599806,SL,binance_sync
2025-09-03T16:56:29.812710+05:30,XRPUSDT,long,SL_EXIT,2.8546,17.9,2.8575,-0.051909999999998256,2.8546424999999997,2.8615005,SL,binance_sync
2025-09-03T17:35:21.215746+05:30,BNBUSDT,long,SL_EXIT,853.7,0.1,853.78,-0.007999999999992725,853.78,854.9753,SL,binance_sync
2025-09-03T17:52:10.283776+05:30,HBARUSDT,long,TP1_EXIT,0.22168,114.0,0.22135,0.037619999999999654,0.22135,0.22165989,TP1 partial hit,binance_sync
2025-09-03T18:09:02.204878+05:30,DOGEUSDT,long,SL_EXIT,0.21623,232.0,0.21647,-0.05567999999999773,0.21625353,0.21677305800000002,SL,binance_sync
2025-09-03T18:47:30.444056+05:30,DOGEUSDT,long,TP1_EXIT,0.21678,115.0,0.21647,0.03565000000000054,0.21647,0.21677305800000002,TP1 partial hit,binance_sync
2025-09-03T19:05:12.980223+05:30,XRPUSDT,long,TP1_EXIT,2.8608,8.7,2.8568,0.034800000000000025,2.8568,2.86079952,TP1 partial hit,binance_sync
2025-09-03T19:10:28.887761+05:30,BNBUSDT,long,TP1_EXIT,855.76,0.05,854.53,0.061500000000000915,854.53,855.726342,TP1 partial hit,binance_sync
2025-09-04T01:52:31.619071+05:30,HBARUSDT,short,SL_EXIT,0.22036,226.0,0.22013,-0.0519800000000018,0.22035012999999998,0.219821818,SL,binance_sync
2025-09-04T02:23:14.995869+05:30,HBARUSDT,short,TP1_EXIT,0.21983,111.0,0.22014,0.034410000000000524,0.22014,0.21983180400000002,TP1 partial hit,binance_sync
2025-09-04T03:16:49.370818+05:30,BNBUSDT,short,TP1_EXIT,853.31,0.05,854.59,0.06400000000000432,854.59,853.3935740000001,TP1 partial hit,binance_sync
2025-09-04T03:24:48.473734+05:30,BNBUSDT,short,SL_EXIT,854.66,0.1,854.59,-0.006999999999993634,854.59,853.3935740000001,SL,binance_sync
2025-09-04T04:07:51.400269+05:30,HBARUSDT,short,TP1_EXIT,0.21909,110.0,0.21947,0.04179999999999906,0.21947,0.21916274200000002,TP1 partial hit,binance_sync
2025-09-04T04:13:53.567316+05:30,XRPUSDT,short,SL_EXIT,2.844,16.7,2.8411,-0.04842999999999837,2.8439410999999994,2.8371224600000002,SL,binance_sync
2025-09-04T05:35:46.258651+05:30,HBARUSDT,long,SL_EXIT,0.21972,212.0,0.22001,-0.061480000000002644,0.21978999000000002,0.22031801400000003,SL,binance_sync
2025-09-04T05:46:08.428061+05:30,HBARUSDT,short,TP1_EXIT,0.21887,104.0,0.21918,0.03224000000000049,0.21918,0.21887314800000002,TP1 partial hit,binance_sync
2025-09-04T06:32:41.524802+05:30,XRPUSDT,short,TP1_EXIT,2.8413,7.9,2.8453,0.03160000000000003,2.8453,2.84131658,TP1 partial hit,binance_sync
2025-09-04T06:42:22.029626+05:30,BNBUSDT,short,TP1_EXIT,854.45,0.05,855.77,0.06599999999999683,855.77,854.571922,TP1 partial hit,binance_sync
2025-09-04T09:47:46.999308+05:30,XRPUSDT,long,TP1_EXIT,2.852,7.8,2.8476,0.034319999999999684,2.8476,2.8515866400000003,TP1 partial hit,binance_sync
2025-09-04T10:32:45.515068+05:30,DOGEUSDT,short,TP1_EXIT,0.21576,102.0,0.21607,0.03162000000000048,0.21607,0.21576750200000003,TP1 partial hit,binance_sync
2025-09-04T10:32:51.196493+05:30,XRPUSDT,short,TP1_EXIT,2.8396,7.7,2.8436,0.03080000000000003,2.8436,2.83961896,TP1 partial hit,binance_sync
2025-09-04T13:25:39.144953+05:30,DOGEUSDT,short,TRAILING_EXIT,0.21548,205.0,0.21607,0.12095000000000147,0.21576750200000003,0.21576750200000003,TRAILING,binance_sync
2025-09-04T13:49:35.209549+05:30,XRPUSDT,short,TRAILING_EXIT,2.8382,15.5,2.8436,0.08369999999999767,2.83961896,2.83961896,TRAILING,binance_sync
2025-09-04T13:53:25.786057+05:30,HBARUSDT,short,TRAILING_EXIT,0.21579,209.0,0.21918,0.7085100000000009,0.21887314800000002,0.21887314800000002,TRAILING,binance_sync
2025-09-04T14:17:37.439273+05:30,DOGEUSDT,short,SL_EXIT,0.21547,213.0,0.21525,-0.04685999999999957,0.21546524999999997,0.21494865000000002,SL,binance_sync
2025-09-04T14:30:35.057549+05:30,HBARUSDT,short,SL_EXIT,0.21514,212.0,0.2149,-0.05087999999999793,0.2151149,0.21459914000000002,SL,binance_sync
2025-09-04T15:01:44.288151+05:30,DOGEUSDT,short,TP1_EXIT,0.21478,106.0,0.21509,0.0328600000000005,0.21509,0.21478887400000002,TP1 partial hit,binance_sync
2025-09-04T15:44:00.436048+05:30,DOGEUSDT,short,SL_EXIT,0.21608,212.0,0.21509,-0.20987999999999807,0.21509,0.21478887400000002,SL,binance_sync
2025-09-04T16:21:06.705056+05:30,BNBUSDT,short,TRAILING_EXIT,849.48,0.1,855.77,0.6289999999999965,854.571922,854.571922,TRAILING,binance_sync
2025-09-04T18:06:53.871527+05:30,DOGEUSDT,short,SL_EXIT,0.21592,214.0,0.21568,-0.05135999999999791,0.21589567999999998,0.21537804800000002,SL,binance_sync
2025-09-04T18:37:33.251107+05:30,XRPUSDT,long,SL_EXIT,2.8421,16.1,2.845,-0.04669000000000559,2.842155,2.8489830000000005,SL,binance_sync
2025-09-04T18:38:31.103998+05:30,HBARUSDT,short,SL_EXIT,0.21421,213.0,0.21398,-0.0489900000000017,0.21419397999999998,0.213680428,SL,binance_sync
2025-09-05T17:59:34.179978+05:30,HBARUSDT,long,TP1_EXIT,0.22076,106.0,0.22045,0.0328600000000005,0.22045,0.22075863,TP1 partial hit,binance_sync
2025-09-05T18:01:03.678651+05:30,HBARUSDT,long,TRAILING_EXIT,0.2211,212.0,0.22045,0.1377999999999966,0.22045,0.22075863,TRAILING,binance_sync
2025-09-06T08:20:07.542393+05:30,HBARUSDT,long,TP1_EXIT,0.21866,107.0,0.21835,0.033170000000000505,0.21835,0.21865569,TP1 partial hit,binance_sync
2025-09-06T08:23:47.404483+05:30,DOGEUSDT,long,SL_EXIT,0.21752,215.0,0.21775,-0.049450000000001715,0.21753225,0.21805485000000002,SL,binance_sync
2025-09-06T10:59:51.209510+05:30,HBARUSDT,long,SL_EXIT,0.21639,215.0,0.21835,-0.4213999999999978,0.21835,0.21865569,SL,binance_sync
