side,entry_time,entry_price,sltp,partial_taken,exit_time,exit_price,result,pnl_pct,equity_curve
SHORT,2025-07-17 08:05:00,118104.5,"TradeExit(trailing_stop=118431.86883197616, sl=118548.0, tp=117483.6, sl_pct=0.0037551490417384605, tp_pct=0.005257208658433844)",False,2025-07-17 09:05:00,118548.0,LOSS,,
SHORT,2025-07-17 13:05:00,117747.3,"TradeExit(trailing_stop=118164.20947980566, sl=118180.1, tp=117141.37999999999, sl_pct=0.0036756681469554114, tp_pct=0.005145935405737575)",False,2025-07-17 13:55:00,118180.1,LOSS,,
LONG,2025-07-17 17:05:00,118937.8,"TradeExit(trailing_stop=118515.88232784923, sl=118937.8, tp=119839.68000000001, sl_pct=0.005416276406659591, tp_pct=0.007582786969323426)",False,2025-07-17 18:25:00,119687.4,PARTIAL_50,0.31512269438311086,8.999228060030887
LONG,2025-07-17 17:05:00,118937.8,"TradeExit(trailing_stop=118515.88232784923, sl=118937.8, tp=119839.68000000001, sl_pct=0.005416276406659591, tp_pct=0.007582786969323426)",True,2025-07-17 20:00:00,118937.8,LOSS,,
LONG,2025-07-17 20:25:00,119003.6,"TradeExit(trailing_stop=118520.74386532749, sl=119003.6, tp=119928.16000000003, sl_pct=0.005549411950562913, tp_pct=0.007769176730788078)",False,2025-07-17 21:00:00,119789.0,PARTIAL_50,0.32999001710872367,9.329218077139611
LONG,2025-07-17 20:25:00,119003.6,"TradeExit(trailing_stop=118520.74386532749, sl=119003.6, tp=119928.16000000003, sl_pct=0.005549411950562913, tp_pct=0.007769176730788078)",True,2025-07-17 21:10:00,119928.16000000003,WIN,,
SHORT,2025-07-18 11:20:00,118814.9,"TradeExit(trailing_stop=119117.91221223802, sl=119292.0, tp=118146.95999999999, sl_pct=0.004015489639767452, tp_pct=0.0056216854956744325)",False,2025-07-18 12:10:00,119292.0,LOSS,,
SHORT,2025-07-18 13:00:00,119021.5,"TradeExit(trailing_stop=119318.45682482557, sl=119021.5, tp=118323.87999999999, sl_pct=0.0041866385484975645, tp_pct=0.00586129396789659)",False,2025-07-18 14:15:00,118312.1,PARTIAL_50,0.2980133841364771,9.627231461276088
SHORT,2025-07-18 13:00:00,119021.5,"TradeExit(trailing_stop=119318.45682482557, sl=119021.5, tp=118323.87999999999, sl_pct=0.0041866385484975645, tp_pct=0.00586129396789659)",True,2025-07-18 14:15:00,118323.87999999999,WIN,,
SHORT,2025-07-18 18:10:00,117386.9,"TradeExit(trailing_stop=117756.23341676335, sl=117983.79999999999, tp=116551.23999999999, sl_pct=0.005084894481411544, tp_pct=0.0071188522739761605)",False,2025-07-19 08:00:00,117983.79999999999,LOSS,,
