volume_ma_5,volume,alt_btc_ratio,high,ema_divergence,atr_5,ema_14_prev,rsi_7_prev,low,ema_14_slope,candle_range,close,rsi_7,rsi_7_slope,ema_divergence_slope,timestamp,binary_label
144491.147,64155.375,0.0022330467341561,129.75,-0.930530532427582,2.1379999999999937,130.50335965994964,49.8659512747162,128.34,-0.2244479546599507,1.4100000099999963,128.82,52.24719049756969,2.3812392228534875,0.0483208970392183,2024-09-02 06:00:00+00:00,0
149587.2372,162170.809,0.0022183224818103,129.4,-1.003437598271148,2.2179999999999978,130.2789117052897,52.24719049756969,126.8,-0.3491882273719682,2.6000000100000085,127.66,35.77464753461618,-16.47254296295351,-0.0729070658435659,2024-09-02 07:00:00+00:00,0
177715.057,248602.677,0.0022371499522616,130.68,-0.7583792711270974,2.646000000000001,129.92972347791772,35.77464753461618,127.22,-0.0066297970556945,3.460000010000008,129.88,50.755939141153725,14.981291606537546,0.2450583271440507,2024-09-02 08:00:00+00:00,0
181455.8624,206168.379,0.002254703791885,131.83,-0.3638120494458974,2.5660000000000025,129.92309368086202,50.755939141153725,129.0,0.23425417588507,2.8300000100000124,131.68,61.43667256138311,10.68073342022938,0.3945672216811999,2024-09-02 09:00:00+00:00,0
179665.9116,217232.318,0.0022573224514607,132.93,-0.0520496203715765,2.3920000000000043,130.1573478567471,61.43667256138311,131.27,0.2523536191004041,1.6600000099999963,132.05,59.1999995856,-2.236672975783108,0.3117624290743208,2024-09-02 10:00:00+00:00,0
190430.934,117980.487,0.0022565125712039,132.66,0.1266642792057553,2.3380000000000023,130.4097014758475,59.1999995856,131.52,0.1893731365536837,1.1400000099999863,131.83,78.2034338871545,19.003434301554503,0.1787138995773318,2024-09-02 11:00:00+00:00,0
177977.4094,99903.186,0.0022593097845427,132.47,0.2502728379575103,2.0519999999999983,130.59907461240118,78.2034338871545,131.3,0.1774567183465194,1.1700000099999874,131.93,73.12703499692303,-5.076398890231474,0.123608558751755,2024-09-02 12:00:00+00:00,0
148976.21839999998,103596.722,0.0022476324834714,132.46,0.1869426398808968,1.7180000000000006,130.7765313307477,73.12703499692303,130.67,-0.000870844099694,1.7900000100000204,130.77,63.869131654219295,-9.257903342703734,-0.0633301980766134,2024-09-02 13:00:00+00:00,0
146242.26779999997,192498.626,0.0022683755141048,133.3,0.3903799231350717,1.8120000000000005,130.775660486648,63.869131654219295,130.0,0.285911935113603,3.300000010000012,132.92,82.7930167337268,18.923885079507507,0.2034372832541748,2024-09-02 14:00:00+00:00,0
125896.348,115502.719,0.0022641706693379,133.45,0.4652681598124388,1.6979999999999962,131.0615724217616,82.7930167337268,132.36,0.1971236770984603,1.090000009999975,132.54,71.52103478859675,-11.271981945130053,0.0748882366773671,2024-09-02 15:00:00+00:00,0
120089.9698,88948.596,0.0022608621132916,133.42,0.4249365749923015,1.8119999999999947,131.25869609886007,71.52103478859675,131.71,0.086840520152009,1.7100000099999797,131.91,52.29540845096228,-19.22562633763448,-0.0403315848201373,2024-09-02 16:00:00+00:00,0
113711.3718,68010.196,0.0022787705029957,133.66,0.5513898256928087,1.9339999999999973,131.34553661901208,52.29540845096228,131.88,0.2659284507984125,1.780000010000001,133.34,60.62602895488928,8.330620503927001,0.1264532507005071,2024-09-02 17:00:00+00:00,0
108652.117,78300.448,0.0022788355711049,133.87,0.6082047777917126,1.847999999999996,131.6114650698105,60.62602895488928,132.51,0.222471324025264,1.3600000100000136,133.28,62.26734274810251,1.641313793213229,0.0568149520989038,2024-09-02 18:00:00+00:00,0
80376.2258,51119.17,0.0022766944347526,133.53,0.598027670729607,1.3319999999999936,131.83393639383576,62.26734274810251,132.81,0.162141814155234,0.7200000099999989,133.05,59.27152249188642,-2.995820256216085,-0.0101771070621055,2024-09-02 19:00:00+00:00,0
76398.454,95613.86,0.0022813262815296,135.0,0.7499782954482725,1.5519999999999985,131.996078207991,59.27152249188642,132.81,0.3445229056011953,2.1900000099999977,134.58,79.7191878969825,20.44766540509608,0.1519506247186655,2024-09-02 20:00:00+00:00,0
77794.3784,95928.218,0.0022722576930242,135.05,0.7759135916671198,1.452000000000004,132.3406011135922,79.7191878969825,133.84,0.2439198515210421,1.210000010000008,134.17,63.38329669446874,-16.335891202513764,0.0259352962188472,2024-09-02 21:00:00+00:00,0
