volume,atr_5,volume_ma_5,alt_btc_ratio,candle_range,rsi_7_prev,ema_14_prev,high,ema_7_prev,low,ema_14,volume_slope,lower_wick,body_size,ema_divergence,timestamp,binary_label
10808929.7,0.0003639999999999,14206484.120000014,3.208364158579573e-07,0.0002700099999999,63.633248722090485,0.0290368794416411,0.02966,0.0292726005556998,0.02939,0.029097295516089,-7117464.6000000015,9.99999999999994e-05,7.000000000000062e-05,0.0002296549006858,2025-03-06 06:00:00+00:00,0
10010593.8,0.0003979999999999,13428811.760000017,3.1878623018642866e-07,0.00048001,72.21821009943889,0.029097295516089,0.02955,0.0293269504167748,0.02907,0.0291003227806104,-798335.8999999985,5.000000000000143e-05,0.0003699999999999,0.0001748900319706,2025-03-06 07:00:00+00:00,0
12562151.4,0.000426,13794089.360000014,3.22194635837785e-07,0.00041001,66.41996394344815,0.0291003227806104,0.02952,0.0292752128125811,0.02911,0.0291362797431957,2551557.6,9.999999999999593e-06,0.00025,0.0001626298662401,2025-03-06 08:00:00+00:00,0
11098803.4,0.000372,12481374.520000016,3.208739760847513e-07,0.00034001,64.05899677361396,0.0291362797431957,0.02937,0.0292989096094358,0.02903,0.0291341091107696,-1463348.0,8.99999999999998e-05,0.00025,0.0001200730963072,2025-03-06 09:00:00+00:00,0
13822007.2,0.000396,11660497.100000016,3.213902637371883e-07,0.00048001,47.79165778231999,0.0291341091107696,0.02943,0.0292541822070768,0.02895,0.0291615612293337,2723203.799999999,0.00016,0.00023,0.0001140754259739,2025-03-06 10:00:00+00:00,0
11919081.8,0.000406,11882527.520000014,3.214012041598249e-07,0.00032001,52.97767653155152,0.0291615612293337,0.02952,0.0292756366553076,0.0292,0.0291880197320892,-1902925.3999999985,0.00015,9.999999999999593e-06,0.0001087077593915,2025-03-06 11:00:00+00:00,0
23443628.8,0.000462,14569134.520000016,3.19082746424553e-07,0.00076001,40.83095152782763,0.0291880197320892,0.02937,0.0292967274914807,0.02861,0.0291296171011439,11524547.0,0.00014,0.0005999999999999,3.0428517466582483e-05,2025-03-06 12:00:00+00:00,0
21126368.5,0.0005,16281977.940000016,3.164036538034924e-07,0.0006000099999999,27.373231214421835,0.0291296171011439,0.02888,0.0291600456186105,0.02828,0.0290243348209914,-2317260.3000000007,6.000000000000103e-05,0.00042,-6.930060703352545e-05,2025-03-06 13:00:00+00:00,0
18619037.7,0.000548,17786024.800000016,3.1501941060747964e-07,0.00058001,23.00393883769081,0.0290243348209914,0.02858,0.0289550342139579,0.028,0.0289264235115259,-2507330.8000000007,0.0002899999999999,5.000000000000143e-05,-0.0001376478510574,2025-03-06 14:00:00+00:00,0
14147605.9,0.000594,17851144.540000014,3.163376098551993e-07,0.0007100099999999,27.07077626832113,0.0289264235115259,0.02896,0.0287887756604684,0.02825,0.0289002337099891,-4471431.799999999,2.9999999999998778e-05,0.0004499999999999,-0.0001261519646378,2025-03-06 15:00:00+00:00,0
21567436.7,0.0007279999999999,19780815.52000001,3.128218207663082e-07,0.0009900099999999,33.99881004164851,0.0289002337099891,0.02889,0.0287740817453513,0.0279,0.0287722025486572,7419830.799999999,3.999999999999837e-05,0.0008,-0.0002066412396437,2025-03-06 16:00:00+00:00,0
17062363.8,0.0006679999999999,18504562.52000001,3.126551075670096e-07,0.0004500099999999,26.770915762164023,0.0287722025486572,0.02793,0.0285655613090135,0.02748,0.0286305755421696,-4505072.899999999,0.0002299999999999,0.00022,-0.0002789045604094,2025-03-06 17:00:00+00:00,0
7750841.8,0.0006139999999999,15829457.180000013,3.126823155589929e-07,0.00033001,18.038720505711552,0.0286305755421696,0.02779,0.0283516709817601,0.02746,0.028499832136547,-9311522.0,0.00019,4.999999999999796e-05,-0.0003235789002269,2025-03-06 18:00:00+00:00,0
15060005.3,0.0005999999999999,15117650.700000014,3.1233698325173413e-07,0.00051001,16.987957854420912,0.028499832136547,0.02796,0.02817625323632,0.02745,0.0283865211850074,7309163.500000001,0.00019,9.999999999999593e-06,-0.0003418312577673,2025-03-06 19:00:00+00:00,0
8576757.2,0.0005239999999999,14003480.960000014,3.1276166415708655e-07,0.00033001,22.221436615877195,0.0283865211850074,0.02794,0.02804468992724,0.02761,0.0283149850270064,-6483248.1000000015,4.000000000000184e-05,0.0001999999999999,-0.0003189675815763,2025-03-06 20:00:00+00:00,0
9097790.4,0.0004059999999999,11509551.700000014,3.109885589121516e-07,0.0004000099999999,36.15676216194835,0.0283149850270064,0.02813,0.02799601744543,0.02773,0.0282689870234055,521033.2000000011,0.0001199999999999,0.0001199999999999,-0.000279473939333,2025-03-06 21:00:00+00:00,0
21230466.2,0.000392,12343172.180000016,3.116914982739045e-07,0.00039001,41.30277652480608,0.0282689870234055,0.02836,0.0279895130840725,0.02797,0.0282531220869514,12132675.8,0.0,0.00018,-0.000223487273897,2025-03-06 22:00:00+00:00,0
7617174.7,0.000386,12316438.760000017,3.1134673139861735e-07,0.00030001,31.644167663458006,0.0282531220869514,0.02826,0.0280296348130544,0.02796,0.0282193724753579,-13613291.5,4.000000000000184e-05,0.00016,-0.0001971463655671,2025-03-06 23:00:00+00:00,0
