atr_5,volume_ma_5,volume,candle_range,alt_btc_ratio,upper_wick,ema_14,ema_divergence,body_size,low,ema_14_prev,close,high,rsi_7_slope,rsi_7_prev,timestamp,binary_label
0.0146,89715.86000000003,51692.0,0.01200001,2.009083344889752e-05,0.0050000000000001,1.1652785173037072,-0.0043394999410986,0.0049999999999998,1.157,1.166244443042739,1.159,1.169,-8.312800389104709,67.24129815705389,2024-09-02 06:00:00+00:00,0
0.0142,81024.58000000003,56638.7,0.0170000100000001,1.996594494438468e-05,0.0050000000000001,1.1631080483298797,-0.0051537853079233,0.0089999999999998,1.146,1.1652785173037072,1.149,1.163,-21.19269855108004,58.92849776794918,2024-09-02 07:00:00+00:00,1
0.0182,91110.14,135508.5,0.02800001,2.0118502804446946e-05,0.0090000000000001,1.1637603085525623,-0.0032946112860949,0.0189999999999999,1.149,1.1631080483298797,1.168,1.177,19.617082919869823,37.73579921686914,2024-09-02 08:00:00+00:00,0
0.0198,84185.22000000002,83101.9,0.0250000100000001,2.0324524612451385e-05,0.002,1.1668589340788875,0.000240338870963,0.0190000000000001,1.164,1.1637603085525623,1.187,1.189,8.12325377600488,57.35288213673896,2024-09-02 09:00:00+00:00,0
0.019,102788.64,187002.1,0.0130000099999999,2.029111510703435e-05,0.006,1.1695444095350358,0.0025300451773522,0.0009999999999998,1.181,1.1668589340788875,1.187,1.194,-2.655679469563765,65.47613591274384,2024-09-02 10:00:00+00:00,0
0.0188,110230.68000000002,88902.2,0.0110000100000001,2.0180750371306977e-05,0.0,1.1708051549303644,0.0030006861039266,0.008,1.176,1.1695444095350358,1.179,1.187,6.193560021874163,62.82045644318008,2024-09-02 11:00:00+00:00,0
0.0184,114090.56000000004,75938.1,0.0150000099999999,2.0002075557840416e-05,0.004,1.1704311342729825,0.0019232465027358,0.01,1.167,1.1708051549303644,1.168,1.182,-15.492942471746986,69.01401646505424,2024-09-02 12:00:00+00:00,0
0.0153999999999999,97444.04000000002,52275.9,0.0130000099999999,1.998926801466177e-05,0.008,1.1694403163699183,0.0005754692118704,0.0049999999999998,1.163,1.1704311342729825,1.163,1.176,-0.7433475272079804,53.521073993307255,2024-09-02 13:00:00+00:00,0
0.0159999999999999,110910.96000000004,150436.5,0.02800001,2.018874686417393e-05,0.002,1.1712482741872623,0.0020135649990791,0.0190000000000001,1.157,1.1694403163699183,1.183,1.185,17.953920470299686,52.77772646609928,2024-09-02 14:00:00+00:00,0
0.016,81335.62000000002,39125.4,0.01200001,1.9987020394789776e-05,0.0,1.171081837628961,0.0013645417607952,0.012,1.17,1.1712482741872623,1.17,1.182,-19.415904727214155,70.73164693639896,2024-09-02 15:00:00+00:00,0
0.0164,71235.38000000003,38401.0,0.0130000100000001,2.00017139429257e-05,0.008,1.170537592611766,0.000547191930551,0.004,1.166,1.171081837628961,1.167,1.179,-17.982447764694996,51.315742209184805,2024-09-02 16:00:00+00:00,0
0.0168,69371.38000000003,66618.1,0.01600001,2.0149020721704083e-05,0.0049999999999998,1.171665913596864,0.001397674809874,0.0110000000000001,1.168,1.170537592611766,1.179,1.184,11.111106790120097,33.33329444448981,2024-09-02 17:00:00+00:00,0
0.0162,72435.30000000002,67595.5,0.01000001,2.009027458019448e-05,0.002,1.1721104584506157,0.001437232854438,0.004,1.171,1.171665913596864,1.175,1.181,2.614373851945153,44.44440123460991,2024-09-02 18:00:00+00:00,0
0.012,49206.200000000026,34291.0,0.0070000099999998,2.01060951584694e-05,0.002,1.1724957306572,0.00141503782159,0.0009999999999998,1.171,1.1721104584506157,1.175,1.178,9.081506846432148,47.05877508655506,2024-09-02 19:00:00+00:00,0
0.0143999999999999,59941.56000000002,92802.2,0.0250000099999999,2.0240032546786005e-05,0.006,1.1753629665695735,0.0035701097895191,0.0189999999999999,1.175,1.1724957306572,1.194,1.2,15.69063316329364,56.14028193298721,2024-09-02 20:00:00+00:00,0
0.0153999999999999,74424.44000000003,110815.4,0.01800001,2.013650143106339e-05,0.0089999999999998,1.1771812376936306,0.0042685695756889,0.004,1.184,1.1753629665695735,1.189,1.202,-16.473841435480047,71.83091509628085,2024-09-02 21:00:00+00:00,0
0.0133999999999999,72313.48000000001,56063.3,0.0070000100000001,2.003370177484445e-05,0.0030000000000001,1.1787570726678134,0.0045802827841763,0.0009999999999998,1.186,1.1771812376936306,1.189,1.193,16.735832234468965,55.3570736608008,2024-09-02 22:00:00+00:00,0
0.0129999999999999,67228.74000000002,42171.8,0.00800001,2.0090600490799164e-05,0.0029999999999998,1.1799894629787715,0.0045135536102205,0.0010000000000001,1.184,1.1787570726678134,1.188,1.192,3.5167211126840527,72.09290589526977,2024-09-02 23:00:00+00:00,0
