atr_5,candle_range,volume,ema_divergence,close,ema_14_prev,alt_btc_ratio,volume_ma_5,ema_14,low,upper_wick,ema_7_prev,ema_14_slope,high,ema_divergence_slope,timestamp,binary_label
0.0005599999999999,0.0004000099999999,1606588.0,-9.801763573808604e-05,0.0485,0.0484862687758958,8.407294411316045e-07,1930568.6,0.0484880996057764,0.0483,0.0001,0.0483534426267178,1.830829880554441e-06,0.0487,3.48085134399892e-05,2024-09-02 06:00:00+00:00,0
0.0005999999999999,0.0007000099999999,1798928.0,-0.0001187915141441,0.0481,0.0484880996057764,8.358241530242846e-07,1941333.2,0.0484363529916729,0.048,0.0003,0.0483900819700383,-5.1746614103523325e-05,0.0487,-2.0773878406064872e-05,2024-09-02 07:00:00+00:00,1
0.00074,0.00110001,3350156.0,-4.666815130328905e-05,0.0488,0.0484363529916729,8.405675829255231e-07,2153622.0,0.0484848392594498,0.0481,0.0003999999999999,0.0483175614775287,4.848626777694681e-05,0.0492,7.212336284086185e-05,2024-09-02 08:00:00+00:00,1
0.00078,0.00090001,4534747.0,7.176763958671728e-05,0.0494,0.0484848392594498,8.458563739301586e-07,2690984.8,0.0486068606915232,0.0486,0.0001,0.0484381711081465,0.0001220214320733,0.0495,0.00011843579089,2024-09-02 09:00:00+00:00,0
0.00076,0.00070001,4586709.0,0.0002046919823456,0.0499,0.0486068606915232,8.530131793100371e-07,3175425.6,0.0487792792659867,0.0493,0.0001,0.0486786283311099,0.0001724185744635,0.05,0.0001329243427589,2024-09-02 10:00:00+00:00,0
0.0008,0.00060001,4203231.0,0.0002842697390607,0.0499,0.0487792792659867,8.54130147182543e-07,3694754.2,0.0489287086971885,0.0496,0.0003,0.0489839712483324,0.0001494294312017,0.0502,7.95777567151254e-05,2024-09-02 11:00:00+00:00,0
0.00088,0.0011000099999999,11607768.0,0.0003265196229569,0.0499,0.0489287086971885,8.545407280276001e-07,5656522.2,0.04905821420423,0.0497,0.0008999999999999,0.0492129784362493,0.0001295055070415,0.0508,4.224988389613799e-05,2024-09-02 12:00:00+00:00,0
0.00076,0.00050001,2955279.0,0.0003197647267241,0.0497,0.04905821420423,8.542275325268187e-07,5577546.8,0.049143785643666,0.0496,0.0001999999999999,0.049384733827187,8.55714394359941e-05,0.0501,-6.754896232745444e-06,2024-09-02 13:00:00+00:00,0
0.00076,0.0009000099999999,5670655.0,0.0003747152199487,0.0503,0.049143785643666,8.584057204293735e-07,5804728.4,0.0492979475578439,0.0494,0.0,0.0494635503703902,0.0001541619141778,0.0503,5.495049322458423e-05,2024-09-02 14:00:00+00:00,0
0.0006999999999999,0.0004000099999999,2986413.0,0.0003862758665464,0.0502,0.0492979475578439,8.575627554003819e-07,5484669.2,0.049418221216798,0.05,0.0001,0.0496726627777927,0.0001202736589541,0.0504,1.1560646597678914e-05,2024-09-02 15:00:00+00:00,0
0.0006999999999999,0.00060001,2999224.0,0.00033424775795,0.0498,0.049418221216798,8.535435769988859e-07,5243867.8,0.0494691250545583,0.0498,0.0003,0.0498044970833445,5.090383776026192e-05,0.0504,-5.20281085963914e-05,2024-09-02 16:00:00+00:00,0
0.0006,0.00060001,2623251.0,0.0003359545620973,0.0502,0.0494691250545583,8.579141986679771e-07,3446964.4,0.0495665750472838,0.0498,0.0001999999999999,0.0498033728125083,9.744999272556092e-05,0.0504,1.7068041473361497e-06,2024-09-02 17:00:00+00:00,0
0.00062,0.00060001,3704324.0,0.0003141988327232,0.0501,0.0495665750472838,8.56615111887441e-07,3596773.4,0.0496376983743127,0.0499,0.0003,0.0499025296093812,7.112332702881308e-05,0.0505,-2.175572937413578e-05,2024-09-02 18:00:00+00:00,0
0.00048,0.0002000099999999,2018811.0,0.0002662509808726,0.0499,0.0496376983743127,8.538673603469132e-07,2866404.6,0.0496726719244043,0.0499,0.0,0.0499518972070359,3.497355009163955e-05,0.0501,-4.7947851850631273e-05,2024-09-02 19:00:00+00:00,0
0.0006,0.00100001,4130379.0,0.0003312098444739,0.0508,0.0496726719244043,8.611337130458367e-07,3095197.8,0.0498229823344837,0.0499,0.0001,0.0499389229052769,0.0001503104100794,0.0509,6.495886360134012e-05,2024-09-02 20:00:00+00:00,0
0.00058,0.00050001,4937823.0,0.0003623927776657,0.0508,0.0498229823344837,8.603316002506478e-07,3482917.6,0.0499532513565526,0.0506,0.0003,0.0501541921789577,0.0001302690220688,0.0511,3.118293319174376e-05,2024-09-02 21:00:00+00:00,0
0.00054,0.0004000099999999,2754095.0,0.0003589152583181,0.0507,0.0499532513565526,8.542545668499692e-07,3509086.4,0.0500528178423455,0.0505,0.0001,0.0503156441342183,9.956648579299147e-05,0.0509,-3.477519347566682e-06,2024-09-02 22:00:00+00:00,0
0.0004999999999999,0.0004000099999999,1851912.0,0.0003680243621316,0.0509,0.0500528178423455,8.607841456074727e-07,3138604.0,0.0501657754633661,0.0506,9.999999999999593e-05,0.0504117331006637,0.0001129576210205,0.051,9.109103813478849e-06,2024-09-02 23:00:00+00:00,0
0.0005599999999999,0.00050001,3872249.0,0.0003850111342059,0.0511,0.0501657754633661,8.623309700514648e-07,3509291.6,0.0502903387349173,0.0506,0.0,0.0505337998254978,0.0001245632715511,0.0511,1.698677207437327e-05,2024-09-03 00:00:00+00:00,0
0.0004599999999999,0.00050001,2912089.0,0.0004182188315808,0.0514,0.0502903387349173,8.654945670009821e-07,3265633.6,0.0504382935702617,0.0509,0.0,0.0506753498691233,0.0001479548353443,0.0514,3.320769737480411e-05,2024-09-03 01:00:00+00:00,0
0.0004599999999999,0.00050001,6131784.0,0.0004025298738217,0.0512,0.0504382935702617,8.632461325477344e-07,3504425.8,0.0505398544275601,0.0512,0.0004,0.0508565124018425,0.0001015608572984,0.0517,-1.5688957759073252e-05,2024-09-03 02:00:00+00:00,0
0.0004599999999999,0.0004000099999999,3567131.0,0.0003672477221509,0.0511,0.0505398544275601,8.644754554102376e-07,3667033.0,0.0506145405038854,0.0511,0.0002999999999999,0.0509423843013818,7.468607632531155e-05,0.0515,-3.5282151670777695e-05,2024-09-03 03:00:00+00:00,0
0.00044,0.00030001,2262089.0,0.0003320727328265,0.0511,0.0506145405038854,8.646506938102686e-07,3749068.4,0.0506792684367007,0.0509,0.0,0.0509817882260364,6.472793281527e-05,0.0512,-3.517498932437135e-05,2024-09-03 04:00:00+00:00,0
