atr_5,volume_ma_5,volume,candle_range,alt_btc_ratio,upper_wick,ema_14_slope,ema_14_prev,rsi_7,lower_wick_ratio,ema_divergence_slope,upper_wick_ratio,ema_divergence,lower_wick,body_to_range,timestamp,binary_label
0.0338,1992587.7700000005,2173826.07,0.0290000099999999,1.3799281608503404e-05,0.008,0.0086591472724115,1.1670563954569146,77.77773744858057,0.4827584542212245,0.00325042381546,0.2758619738406997,0.0205557440070589,0.014,0.2413792271106084,2024-11-12 08:00:00+00:00,0
0.0426,2282896.972,3026574.01,0.0770000099999999,1.3305810314148357e-05,0.01,-0.0012954056972434,1.1757155427293262,53.29947344688758,0.0129870113003867,-0.0062724159868527,0.1298701130038816,0.0142833280202061,0.0009999999999998,0.8571427458256187,2024-11-12 09:00:00+00:00,0
0.06,3947630.088000001,9981796.92,0.1230000099999999,1.2628545282610369e-05,0.0110000000000001,-0.0104560182709445,1.1744201370320828,32.49999052083612,0.3414633868728957,-0.0127198479921275,0.0894308870381402,0.0015634800280786,0.042,0.5691056447881577,2024-11-12 10:00:00+00:00,0
0.0627999999999999,4191848.212,3150270.78,0.0390000099999999,1.2598165004982471e-05,0.0269999999999999,-0.0087952158348183,1.1639641187611385,36.36362479339215,0.2307691715976461,-0.0080866838624857,0.6923075147929441,-0.0065232038344071,0.0089999999999998,0.0769230571992191,2024-11-12 11:00:00+00:00,0
0.0635999999999999,4404218.682,3688625.63,0.05000001,1.2472783101776173e-05,0.0109999999999998,-0.0104225203901759,1.15516890292632,23.696674602998968,0.3599999280000144,-0.0074889043828021,0.2199999560000065,-0.0140121082172093,0.018,0.419999916000019,2024-11-12 12:00:00+00:00,0
0.0655999999999999,4727195.57,3788710.51,0.0390000099999999,1.2521643562438867e-05,0.006,-0.0084995176714859,1.144746382536144,25.59240857123888,0.7692305719921632,-0.0039340509082477,0.1538461143984326,-0.017946159125457,0.03,0.0769230571992134,2024-11-12 13:00:00+00:00,0
0.0576,4666364.0540000005,2722416.43,0.0370000100000001,1.2528518183190156e-05,0.002,-0.0061662486486209,1.136246864864658,12.290497986956098,0.7027025127831025,-0.0009089277861793,0.054054039444854,-0.0188550869116364,0.026,0.2432431775018461,2024-11-12 14:00:00+00:00,0
0.0387999999999999,2970373.4860000005,1501844.08,0.0290000099999999,1.2328008126327454e-05,0.002,-0.0082774154954714,1.130080616216037,7.7319559730056255,0.1379309869203498,-0.0025289668306285,0.0689654934601749,-0.0213840537422649,0.004,0.7931031747920079,2024-11-12 15:00:00+00:00,0
0.0386,2825038.4760000007,2423595.73,0.03800001,1.2237116011651572e-05,0.006,-0.0075737600960754,1.1218032007205656,11.450375560868082,0.7368419113573917,-0.0012810266484997,0.1578946952908696,-0.0226650803907646,0.028,0.1052631301939131,2024-11-12 16:00:00+00:00,1
0.033,2350292.01,1314893.3,0.02200001,1.2257654048297226e-05,0.0169999999999999,-0.0064305920832654,1.11422944062449,25.80642247661996,0.1363635743801985,3.95020248340483e-05,0.7727269214877579,-0.0226255783659306,0.0030000000000001,0.0909090495867956,2024-11-12 17:00:00+00:00,1
0.032,1817612.4760000005,1125312.84,0.03400001,1.23541030543915e-05,0.0010000000000001,-0.0014398464721632,1.107798848541225,49.45051141169446,0.0588235121107317,0.0043965289283396,0.0294117560553691,-0.0182290494375909,0.002,0.9117644377163384,2024-11-12 18:00:00+00:00,1
0.0276,1532808.7560000003,1298397.83,0.0150000100000001,1.2389481093809678e-05,0.0090000000000001,-0.0009812002758748,1.1063590020690617,65.27771431333326,0.2666664888890054,0.0036987121180072,0.5999996000002696,-0.0145303373195837,0.004,0.1333332444445027,2024-11-12 19:00:00+00:00,1
0.0264,1457771.4640000004,1126657.62,0.0230000100000001,1.2305374464503856e-05,0.0130000000000001,-0.0005837069057581,1.1053778017931866,64.28565000006424,0.3043476937618756,0.0031218407873574,0.5652171455577648,-0.0114084965322263,0.0070000000000001,0.1304347258979398,2024-11-12 20:00:00+00:00,1
0.0252,1170795.0460000003,988713.64,0.03200001,1.2658612298776792e-05,0.004,0.0016274540150096,1.1047940948874284,67.53240613937095,0.4374998632812927,0.0042761463961897,0.1249999609375122,-0.0071323501360365,0.014,0.4374998632812927,2024-11-12 21:00:00+00:00,0
0.0292,1219513.7820000004,1558486.98,0.04200001,1.2969568358316778e-05,0.002,0.0056771268130082,1.106421548902438,96.55164645269814,0.1904761451247273,0.0067505734953914,0.0476190362811818,-0.000381776640645,0.008,0.7619045804989094,2024-11-12 22:00:00+00:00,0
0.0284,1274246.6680000003,1398977.27,0.0290000099999999,1.2768326727268655e-05,0.0,0.0014535099046071,1.1120986757154463,76.36358776862596,0.1379309869203498,0.0013672653266925,0.0,0.0009854886860474,0.004,0.8620686682521828,2024-11-12 23:00:00+00:00,0
0.031,1239453.3260000006,1124431.12,0.0280000099999998,1.2653339391185824e-05,0.0139999999999997,5.970858399284573e-05,1.1135521856200534,70.33894132435688,0.142857091836754,-0.0001941271605181,0.4999998214286312,0.0007913615255292,0.004,0.3571427295918851,2024-11-13 00:00:00+00:00,0
0.0333999999999999,1385815.4500000004,1858468.24,0.0350000099999999,1.2611393561254715e-05,0.0149999999999999,-8.158589387274873e-05,1.1136118942040465,59.09086208681425,0.5714284081633138,-0.0002692280385212,0.4285713061224821,0.000522133487008,0.02,0.0,2024-11-13 01:00:00+00:00,0
0.0357999999999999,1465345.4480000003,1386363.63,0.04400001,1.2518778167250878e-05,0.0030000000000001,-0.0018040411080231,1.1135303083101735,50.50501479443404,0.63636349173557,-0.0017090693412722,0.0681818026859564,-0.0011869358542642,0.028,0.2954544783057978,2024-11-13 02:00:00+00:00,0
0.0349999999999999,1438584.4560000005,1424682.02,0.03800001,1.224522585383768e-05,0.0029999999999998,-0.0059635022936201,1.1117262672021504,36.92305704143082,0.0526315650969565,-0.0049213305433513,0.0789473476454319,-0.0061082663976155,0.002,0.868420824099786,2024-11-13 03:00:00+00:00,0
0.0423999999999999,1800815.3720000002,3210131.85,0.0670000100000001,1.209103701979569e-05,0.0230000000000001,-0.0069017019878039,1.1057627649085302,25.19683650568068,0.4925372399198158,-0.0045119226399246,0.3432835308532054,-0.0106201890375401,0.0330000000000001,0.1641790799732697,2024-11-13 04:00:00+00:00,0
0.043,1836912.504,1304916.78,0.0310000099999999,1.2005177825107784e-05,0.01,-0.0079814750560966,1.0988610629207265,0.0,0.1612902705515226,-0.0043287434146999,0.3225805411030524,-0.01494893245224,0.0049999999999998,0.5161288657648838,2024-11-13 05:00:00+00:00,0
0.0446,1970726.6540000008,2527538.99,0.0430000099999999,1.1884393063583816e-05,0.014,-0.0083839450486173,1.0908795878646296,0.0,0.4186045538128955,-0.0035987188044799,0.325581319632252,-0.0185476512567199,0.018,0.2558138939967669,2024-11-13 06:00:00+00:00,1
0.043,2200850.2840000005,2536981.78,0.03600001,1.205412335729658e-05,0.0050000000000001,-0.0039327523754681,1.0824956428160122,22.522508319138822,0.1666666203703832,0.0011957544856451,0.1388888503086557,-0.0173518967710748,0.006,0.6944442515432604,2024-11-13 07:00:00+00:00,0
0.0402,2106458.74,952724.3,0.02400001,1.2014397099669516e-05,0.012,-0.0040750520587391,1.078562890440544,21.739117202276447,0.2499998958333767,0.0007723036413718,0.4999997916667534,-0.016579593129703,0.006,0.2499998958333767,2024-11-13 08:00:00+00:00,0
0.0315999999999999,1743546.6880000003,1395571.59,0.02400001,1.1933635713126838e-05,0.0069999999999998,-0.0041983784509074,1.0744878383818048,23.364470696140582,0.4999997916667534,0.000471317137882,0.2916665451389348,-0.0161082759918209,0.012,0.2083332465278185,2024-11-13 09:00:00+00:00,1
0.0303999999999999,1685137.6100000006,1012871.39,0.0250000099999999,1.2029398341588074e-05,0.004,-0.0023052613241196,1.0702894599308974,41.66663194447336,0.4799998080000789,0.0020099653393506,0.1599999360000263,-0.0140983106524703,0.012,0.3599998560000547,2024-11-13 10:00:00+00:00,1
0.0262,1462021.3520000004,1411957.7,0.02200001,1.20452531949863e-05,0.0149999999999999,-0.0015978931475704,1.0679841986067775,51.35130277579468,0.1818180991735912,0.0021264211589935,0.6818178719009622,-0.0119718894934768,0.004,0.1363635743801985,2024-11-13 11:00:00+00:00,1
0.024,1189354.3460000004,1173646.75,0.0250000100000001,1.2085321686385102e-05,0.0070000000000001,-0.0009848407278942,1.066386305459207,66.12895759633827,0.5599997760000871,0.0021312367364616,0.279999888000048,-0.0098406527570151,0.014,0.1599999360000248,2024-11-13 12:00:00+00:00,1
0.0288,1573986.1200000003,2875883.17,0.04800001,1.2192658359581574e-05,0.0070000000000001,0.0028798047024916,1.065401464731313,87.34169476052361,0.2708332769097316,0.0049799923039339,0.1458333029513975,-0.0048606604530812,0.0129999999999999,0.5833332118055808,2024-11-13 13:00:00+00:00,1
0.0314,2149480.632,4273044.15,0.0370000100000001,1.2119158980635574e-05,0.0050000000000001,0.0054291640754926,1.0682812694338046,86.84202527708199,0.2432431775018461,0.0059656836793264,0.1351350986121381,0.0011050232262452,0.0090000000000001,0.6216214536158184,2024-11-13 14:00:00+00:00,0
0.0314,2336271.626,1946826.36,0.0250000100000001,1.2048842441231636e-05,0.0010000000000001,0.0055052755320936,1.0737104335092973,93.50640850066746,0.7199997120001119,0.0045408602840206,0.0399999840000106,0.0056458835102659,0.018,0.2399999040000373,2024-11-13 15:00:00+00:00,1
0.0316,2505801.9760000007,2259609.45,0.0230000099999999,1.2075095386749914e-05,0.0129999999999999,0.0046379054611478,1.079215709041391,98.63004240954852,0.3913041776938424,0.0026466964009379,0.5652171455577607,0.0082925799112039,0.0090000000000001,0.0434782419659771,2024-11-13 16:00:00+00:00,1
0.033,2519093.9980000006,1240106.86,0.03200001,1.2351051362915204e-05,0.006,0.0073528513996614,1.0838536145025388,98.86355772217011,0.0312499902343815,0.0043605999969029,0.1874999414062683,0.0126531799081068,0.0010000000000001,0.7812497558594478,2024-11-13 17:00:00+00:00,0
0.031,2557467.036000001,3067748.36,0.03800001,1.2421356545720936e-05,0.02,0.0082391378797066,1.0912064659022005,98.98982899709073,0.1578946952908696,0.0040459506677166,0.5263156509695656,0.0166991305758235,0.006,0.3157893905817393,2024-11-13 18:00:00+00:00,0
0.036,2700694.21,4989180.02,0.06200001,1.2229261284986027e-05,0.006,0.0004739194957457,1.099445603781907,65.06846195347717,0.0967741779396487,-0.0037601030851783,0.0967741779396487,0.0129390274906451,0.006,0.806451482830406,2024-11-13 19:00:00+00:00,0
0.0403999999999999,3039095.7980000004,3638834.3,0.0470000099999999,1.2420284130165916e-05,0.0189999999999999,0.001877396896313,1.0999195232776526,60.465083468559406,0.3617020507016898,-0.0015920345883875,0.404255233137183,0.0113469929022576,0.0169999999999999,0.2340425033952149,2024-11-13 20:00:00+00:00,0
0.0448,3040274.278,2265501.85,0.0450000100000001,1.2559327859107836e-05,0.0070000000000001,0.0013604106434712,1.1017969201739657,51.376113795156336,0.7777776049383105,-0.0016463889125271,0.1555555209876641,0.0097006039897304,0.0350000000000001,0.0666666518518525,2024-11-13 21:00:00+00:00,1
0.043,3009426.7020000005,1085868.98,0.0230000099999999,1.2495106733402352e-05,0.008,0.0023790225576751,1.103157330817437,52.67853850448488,0.2173912098299049,-0.0003435062594669,0.3478259357278557,0.0093570977302634,0.0049999999999998,0.4347824196598196,2024-11-13 22:00:00+00:00,1
0.0415999999999999,2613533.6600000006,1088283.15,0.0310000099999999,1.2636209933698623e-05,0.0010000000000001,0.0048618195499852,1.105536353375112,60.60602846649999,0.2580644328824419,0.0019148176736707,0.0322580541103088,0.0112719154039342,0.008,0.7096771904267081,2024-11-13 23:00:00+00:00,1
0.0342,1905523.9300000004,1449131.37,0.0250000100000001,1.2552032391568365e-05,0.014,0.0027469102766537,1.1103981729250971,46.61014184144128,0.0399999840000106,-0.0004144323589116,0.5599997760000871,0.0108574830450225,0.0010000000000001,0.3999998400000622,2024-11-14 00:00:00+00:00,1
0.0336,1593116.6080000005,2076797.69,0.04400001,1.2946486417641925e-05,0.004,0.0075806555730999,1.113145083201751,55.94402855886712,0.0227272675619871,0.0039187028652065,0.0909090702479385,0.0147761859102291,0.0010000000000001,0.8863634349173986,2024-11-14 01:00:00+00:00,0
0.0292,1520706.326,1903450.44,0.0230000100000001,1.299609196083504e-05,0.02,0.0067032348300199,1.120725738774851,86.17014859669794,0.1304347258979494,0.00217128399871,0.8695648393196308,0.0169474699089391,0.0030000000000001,0.0,2024-11-14 02:00:00+00:00,0
0.0312,1575800.4280000003,1361339.49,0.0330000099999999,1.3098054616441594e-05,0.002,0.0067428035193506,1.127428973604871,85.55548901239749,0.6969694857668215,0.0016630856021968,0.0606060422405934,0.0186105555111359,0.0229999999999999,0.2424241689623738,2024-11-14 03:00:00+00:00,0
0.0282,1521533.0480000004,816946.25,0.01600001,1.31041690453341e-05,0.0069999999999998,0.0062437630501037,1.1341717771242217,87.912020287457,0.3749997656251464,0.0008106537910568,0.4374997265626639,0.0194212093021928,0.006,0.1874998828125801,2024-11-14 04:00:00+00:00,0
0.0272,1451104.0200000005,1096986.23,0.02000001,1.2950600296452024e-05,0.0,0.0032779279767567,1.1404155401743254,72.44892784260261,0.149999925000043,-0.0019871153458863,0.0,0.0174340939563064,0.0030000000000001,0.8499995750002068,2024-11-14 05:00:00+00:00,0
0.0268,1356515.7260000005,1603856.22,0.04200001,1.285544378212531e-05,0.026,0.0005742042465224,1.1436934681510822,53.19144975104807,0.0,-0.0038560947733696,0.6190474716553639,0.0135779991829367,0.0,0.3809522902494547,2024-11-14 06:00:00+00:00,0
0.0272,1262845.2380000004,1435098.0,0.0250000100000001,1.2757600522290435e-05,0.0050000000000001,0.0018309770136528,1.1442676723976046,64.51608047176731,0.3999998400000622,-0.0017923949087881,0.1999999200000355,0.0117856042741486,0.01,0.3999998400000622,2024-11-14 07:00:00+00:00,0
0.0242,1182536.3400000003,959795.0,0.01800001,1.2853601018040536e-05,0.012,0.0023868467451657,1.1460986494112575,44.99994750006127,0.0,-0.0008579101665173,0.666666296296502,0.0109276941076312,0.0,0.333333148148251,2024-11-14 08:00:00+00:00,0
0.0256,1214313.7840000005,975833.47,0.0230000100000001,1.2892011473890212e-05,0.0110000000000001,0.0031352671791435,1.1484854961564233,50.74621563828208,0.1304347258979494,1.14352548428176e-05,0.4782606616258018,0.010939129362474,0.0030000000000001,0.391304177693829,2024-11-14 09:00:00+00:00,0
