atr_5,candle_range,volume,ema_divergence,ema_14_slope,volume_ma_5,alt_btc_ratio,body_size,upper_wick,ema_14,rsi_7,ema_7_prev,upper_wick_ratio,high,volume_slope,timestamp,binary_label
0.0272,0.0250000100000003,111509.22,0.0075882376569031,0.0033868775717973,113989.72599999967,3.280733836467315e-05,0.0070000000000001,0.0030000000000001,2.707985295783316,85.04667333395204,2.710764711253625,0.119999952000022,2.74,-27856.15,2025-04-03 23:00:00+00:00,0
0.0284,0.0250000100000003,72907.19,0.0070928937346237,0.0016019605622248,114983.11799999968,3.275280590398226e-05,0.012,0.012,2.7095872563455408,75.70088505549589,2.715573533440219,0.4799998080000703,2.744,-38602.03,2025-04-04 00:00:00+00:00,0
0.029,0.0390000100000001,103306.11,0.0039678237273212,-0.0015449675127388,111874.07599999968,3.2625555483941105e-05,0.0230000000000001,0.0089999999999998,2.708042288832802,55.9632668125809,2.7166801500801645,0.2307691715976448,2.73,30398.92,2025-04-04 01:00:00+00:00,0
0.0294000000000001,0.0380000100000002,323648.03,0.0046042674316639,0.0018610281556266,150147.1839999997,3.2830439824167784e-05,0.0230000000000001,0.0140000000000002,2.709903316988429,60.97557505455082,2.712010112560124,0.3684209556786995,2.736,220341.92000000004,2025-04-04 02:00:00+00:00,0
0.0308000000000002,0.0270000100000001,266304.54,0.0038144802584314,0.0004128910682097,175535.0179999997,3.2758373368661984e-05,0.0089999999999998,0.0020000000000002,2.7103162080566383,46.72894139228127,2.7145075844200925,0.0740740466392499,2.724,-57343.49000000005,2025-04-04 03:00:00+00:00,0
0.0306000000000001,0.02400001,168340.89,0.0007239692538822,-0.0024421610742182,186901.3519999997,3.254339441626918e-05,0.02,0.004,2.70787404698242,23.52939561708148,2.7141306883150698,0.1666665972222511,2.716,-97963.64999999997,2025-04-04 04:00:00+00:00,0
0.0336000000000001,0.04000001,119543.31,0.0018410047924626,0.0014834604023441,196228.57599999968,3.268028846153846e-05,0.0269999999999996,0.0050000000000003,2.709357507384764,42.49997520834768,2.7085980162363024,0.1249999687500161,2.724,-48797.580000000016,2025-04-04 05:00:00+00:00,0
0.0298,0.02000001,93577.7,0.0015723777327911,0.0002189990153649,194282.89399999968,3.264113105191372e-05,0.0090000000000003,0.0109999999999996,2.709576506400129,42.148735947012185,2.711198512177227,0.5499997250001208,2.731,-25965.61,2025-04-04 06:00:00+00:00,0
0.172,0.7490000100000002,20049368.23,0.0221120242195782,0.0239231324799824,4139426.934,3.439578487930817e-05,0.1779999999999999,0.5700000000000003,2.733499638880112,79.23873513248625,2.7111488841329203,0.7610146760879217,3.459,19955790.53,2025-04-04 07:00:00+00:00,1
0.1796,0.0650000099999999,1273366.54,0.0339090602953375,0.0198000481493183,4340839.334,3.4140451352877574e-05,0.008,0.0259999999999998,2.75329968702943,83.57662098407506,2.75561166309969,0.3999999384615452,2.916,-18776001.69,2025-04-04 08:00:00+00:00,1
