volume_ma_5,volume,atr_5,alt_btc_ratio,ema_divergence,rsi_7_prev,ema_14_slope,rsi_7,upper_wick,ema_divergence_slope,open,low,rsi_7_slope,volume_slope,close,timestamp,binary_label
19733392.8,10665080.0,0.001052,1.6504298987657745e-06,-0.000758778515496,59.85817134460243,-0.0001308660911155,51.656459681719,0.00034,0.0001002490655305,0.09526,0.09508,-8.201711662883433,-7608969.0,0.09521,2024-09-02 06:00:00+00:00,0
20575258.8,22474006.0,0.00112,1.642629047513215e-06,-0.0007476573390513,51.656459681719,-0.0002040839456334,36.2198069851735,0.0002599999999999,1.1121176444708891e-05,0.09521,0.09409,-15.4366526965455,11808926.0,0.09453,2024-09-02 07:00:00+00:00,1
19062222.2,26774599.0,0.001342,1.6527143356906544e-06,-0.0005498399963938,36.2198069851735,1.2460580450998626e-05,54.58015192775149,0.00041,0.0001978173426574,0.09452,0.09441,18.36034494257799,4300593.0,0.09595,2024-09-02 08:00:00+00:00,0
19893910.6,21281819.0,0.00145,1.6675698837461164e-06,-0.0002349307237867,54.58015192775149,0.0002027991697241,70.08183376390693,0.0001999999999999,0.0003149092726071,0.09596,0.09578,15.50168183615544,-5492780.0,0.09739,2024-09-02 09:00:00+00:00,0
21404319.6,25826094.0,0.001314,1.6663672288405294e-06,-1.1908672465907322e-05,70.08183376390693,0.0001877592804276,69.2168630645554,0.0005399999999999,0.0002230220513208,0.09737,0.09711,-0.8649706993515309,4544275.0,0.09748,2024-09-02 10:00:00+00:00,0
22685991.6,17073440.0,0.0013539999999999,1.6654682028228743e-06,0.0001124526166415,69.2168630645554,0.0001387247097039,81.89019470550717,0.0002899999999999,0.0001243612891074,0.09747,0.09704,12.673331640951773,-8752654.0,0.0973,2024-09-02 11:00:00+00:00,0
20206542.4,10076760.0,0.0012019999999999,1.6664400449772698e-06,0.0001907057006732,81.89019470550717,0.0001215614150767,76.6825472076931,0.00023,7.825308403178188e-05,0.0973,0.09692,-5.207647497814065,-6996680.0,0.09731,2024-09-02 12:00:00+00:00,0
17692251.0,14203142.0,0.0009739999999999,1.6618764611673665e-06,0.0001628800152715,76.6825472076931,2.268655973318434e-05,66.66561563218599,0.00016,-2.7825685401786093e-05,0.0973,0.09665,-10.016931575507115,4126382.0,0.09669,2024-09-02 13:00:00+00:00,0
19615035.4,30895741.0,0.0009839999999999,1.666808881000734e-06,0.0002536973192513,66.66561563218599,0.0001503283517687,83.12113534188322,0.0002899999999999,9.081730397979272e-05,0.09669,0.0961,16.455519709697228,16692599.0,0.09767,2024-09-02 14:00:00+00:00,0
16871919.6,12110515.0,0.000934,1.6630225943869956e-06,0.0002669386561964,83.12113534188322,8.761790486626342e-05,69.22943789542524,0.0002999999999999,1.3241336945135627e-05,0.09767,0.09731,-13.891697446457982,-18785226.0,0.09735,2024-09-02 15:00:00+00:00,0
15504394.4,10235814.0,0.00097,1.6620104550518467e-06,0.0002223142366709,69.22943789542524,2.526885088409425e-05,41.85932939803951,0.0004599999999999,-4.462441952553242e-05,0.09735,0.09691,-27.37010849738572,-1874701.0,0.09697,2024-09-02 16:00:00+00:00,0
14939221.2,7250894.0,0.00103,1.672249090431505e-06,0.0002885645560902,41.85932939803951,0.0001392330040995,55.48846166400117,3.999999999999837e-05,6.625031941936976e-05,0.09697,0.09697,13.629132265961651,-2984920.0,0.09785,2024-09-02 17:00:00+00:00,0
14697574.0,12994906.0,0.001004,1.6686041670478118e-06,0.0002916751118432,55.48846166400117,8.600193688626523e-05,54.20179880408219,0.0002299999999999,3.1105557529303995e-06,0.09786,0.09741,-1.2866628599189769,5744012.0,0.09759,2024-09-02 18:00:00+00:00,0
10914863.8,11982190.0,0.000788,1.6740249271089882e-06,0.0003119744693544,54.20179880408219,0.0001065350119681,57.06413193227305,0.0002,2.0299357511271987e-05,0.09758,0.09725,2.862333128190862,-1012716.0,0.09783,2024-09-02 19:00:00+00:00,0
15130160.0,33186996.0,0.001048,1.6824315161377815e-06,0.000480436569425,57.06413193227305,0.000281663677039,78.57020091203914,0.00032,0.0001684621000705,0.09784,0.09761,21.50606897976609,21204806.0,0.09925,2024-09-02 20:00:00+00:00,0
19210586.6,30637947.0,0.001134,1.6756143411180924e-06,0.00053775571549,78.57020091203914,0.0002027751867671,66.66544184227563,0.0006699999999999,5.731914606500743e-05,0.09925,0.09859,-11.904759069763514,-2549049.0,0.09894,2024-09-02 21:00:00+00:00,0
21925112.4,20823523.0,0.00106,1.6695874759203835e-06,0.0005745879699159,66.66544184227563,0.0001957384951982,73.89967775344947,0.00013,3.68322544259253e-05,0.09894,0.09867,7.23423591117384,-9814424.0,0.09909,2024-09-02 22:00:00+00:00,0
20503761.8,5888153.0,0.00101,1.6762460611515264e-06,0.0005828760029622,73.89967775344947,0.0001736400291717,82.6730130361965,0.00017,8.288033046310872e-06,0.09909,0.09886,8.773335282747027,-14935370.0,0.09912,2024-09-02 23:00:00+00:00,0
20578358.6,12355174.0,0.000982,1.6775796816598066e-06,0.0006026673576769,82.6730130361965,0.0001891546919488,78.88684367442288,3.999999999999837e-05,1.9791354714693288e-05,0.09912,0.09881,-3.786169361773617,6467021.0,0.09941,2024-09-03 00:00:00+00:00,0
16786495.0,14227678.0,0.00073,1.682999649255801e-06,0.0006584428263189,78.88684367442288,0.0002359340663556,89.5952108507517,2.0000000000006124e-05,5.577546864198035e-05,0.09941,0.09927,10.70836717632882,1872504.0,0.09995,2024-09-03 01:00:00+00:00,0
19424260.0,43826772.0,0.000672,1.6823183419065026e-06,0.0006529154533922,89.5952108507517,0.0001818095241749,83.50314597243343,0.0008699999999999,-5.527372926680818e-06,0.09994,0.09977,-6.0920648783182685,29599094.0,0.09978,2024-09-03 02:00:00+00:00,0
16594526.0,6674853.0,0.0006519999999999,1.684458338457874e-06,0.0006030588125434,83.50314597243343,0.0001295682542849,59.409318439829015,0.0001799999999999,-4.985664084874997e-05,0.09978,0.09951,-24.09382753260441,-37151919.0,0.09957,2024-09-03 03:00:00+00:00,0
17770973.4,11770390.0,0.000678,1.678708323540445e-06,0.0005085500355736,59.409318439829015,6.42924870469519e-05,57.71197723519654,7.000000000000062e-05,-9.450877696980108e-05,0.09958,0.09909,-1.6973412046324723,5095537.0,0.09921,2024-09-03 04:00:00+00:00,0
17024184.4,8621229.0,0.0006899999999999,1.6841820700841416e-06,0.0004850009960241,57.71197723519654,0.0001183868221073,64.24903505678577,2.999999999998837e-05,-2.3549039549500272e-05,0.09921,0.09901,6.537057821589229,-3149161.0,0.09968,2024-09-03 05:00:00+00:00,0
