volume,volume_ma_5,ema_divergence,ema_14_slope,alt_btc_ratio,candle_range,atr_5,ema_7_slope,rsi_7_prev,ema_14_prev,upper_wick_ratio,volume_slope,close,lower_wick,rsi_7_slope,timestamp,binary_label
10665080.0,19733392.8,-0.000758778515496,-0.0001308660911155,1.6504298987657745e-06,0.00052001,0.001052,-3.061702558500301e-05,59.85817134460243,0.0961914956833666,0.6538335801234643,-7608969.0,0.09521,0.00013,-8.201711662883433,2024-09-02 06:00:00+00:00,0
22474006.0,20575258.8,-0.0007476573390513,-0.0002040839456334,1.642629047513215e-06,0.00138001,0.00112,-0.0001929627691887,51.656459681719,0.096060629592251,0.1884044318519396,11808926.0,0.09453,0.00044,-15.4366526965455,2024-09-02 07:00:00+00:00,0
26774599.0,19062222.2,-0.0005498399963938,1.2460580450998626e-05,1.6527143356906544e-06,0.00195001,0.001342,0.0002102779231084,36.2198069851735,0.0958565456466176,0.2102553320239414,4300593.0,0.09595,0.00011,18.36034494257799,2024-09-02 08:00:00+00:00,0
21281819.0,19893910.6,-0.0002349307237867,0.0002027991697241,1.6675698837461164e-06,0.0018100099999999,0.00145,0.0005177084423313,54.58015192775149,0.0958690062270685,0.110496627090454,-5492780.0,0.09739,0.0001799999999999,15.50168183615544,2024-09-02 09:00:00+00:00,0
25826094.0,21404319.6,-1.1908672465907322e-05,0.0001877592804276,1.6663672288405294e-06,0.0009100099999999,0.001314,0.0004107813317484,70.08183376390693,0.0960718053967927,0.593400072526678,4544275.0,0.09748,0.0002599999999999,-0.8649706993515309,2024-09-02 10:00:00+00:00,0
17073440.0,22685991.6,0.0001124526166415,0.0001387247097039,1.6654682028228743e-06,0.0007200099999999,0.0013539999999999,0.0002630859988113,69.2168630645554,0.0962595646772204,0.4027721837196694,-8752654.0,0.0973,0.0002599999999999,12.673331640951773,2024-09-02 11:00:00+00:00,0
10076760.0,20206542.4,0.0001907057006732,0.0001215614150767,1.6664400449772698e-06,0.0006200099999999,0.0012019999999999,0.0001998144991085,81.89019470550717,0.0963982893869243,0.3709617586813271,-6996680.0,0.09731,0.0003799999999999,-5.207647497814065,2024-09-02 12:00:00+00:00,0
14203142.0,17692251.0,0.0001628800152715,2.268655973318434e-05,1.6618764611673665e-06,0.00081001,0.0009739999999999,-5.139125668601752e-06,76.6825472076931,0.0965198508020011,0.1975284255750007,4126382.0,0.09669,3.999999999999837e-05,-10.016931575507115,2024-09-02 13:00:00+00:00,0
30895741.0,19615035.4,0.0002536973192513,0.0001503283517687,1.666808881000734e-06,0.00186001,0.0009839999999999,0.0002411456557485,66.66561563218599,0.0965425373617343,0.1559131402519333,16692599.0,0.09767,0.0005899999999999,16.455519709697228,2024-09-02 14:00:00+00:00,0
12110515.0,16871919.6,0.0002669386561964,8.761790486626342e-05,1.6630225943869956e-06,0.00066001,0.000934,0.0001008592418113,83.12113534188322,0.096692865713503,0.4545385675974472,-18785226.0,0.09735,4.000000000001225e-05,-13.891697446457982,2024-09-02 15:00:00+00:00,0
10235814.0,15504394.4,0.0002223142366709,2.526885088409425e-05,1.6620104550518467e-06,0.0009000099999999,0.00097,-1.935556864143817e-05,69.22943789542524,0.0967804836183693,0.5111054321618529,-1874701.0,0.09697,6.0000000000004494e-05,-27.37010849738572,2024-09-02 16:00:00+00:00,0
7250894.0,14939221.2,0.0002885645560902,0.0001392330040995,1.672249090431505e-06,0.00092001,0.00103,0.0002054833235189,41.85932939803951,0.0968057524692534,0.0434777882849079,-2984920.0,0.09785,0.0,13.629132265961651,2024-09-02 17:00:00+00:00,0
12994906.0,14697574.0,0.0002916751118432,8.600193688626523e-05,1.6686041670478118e-06,0.00068001,0.001004,8.911249263919563e-05,55.48846166400117,0.0969449854733529,0.3382303201423421,5744012.0,0.09759,0.0001799999999999,-1.2866628599189769,2024-09-02 18:00:00+00:00,0
11982190.0,10914863.8,0.0003119744693544,0.0001065350119681,1.6740249271089882e-06,0.00078001,0.000788,0.0001268343694793,54.20179880408219,0.0970309874102392,0.2564069691414276,-1012716.0,0.09783,0.0003299999999999,2.862333128190862,2024-09-02 19:00:00+00:00,0
33186996.0,15130160.0,0.000480436569425,0.000281663677039,1.6824315161377815e-06,0.00196001,0.001048,0.0004501257771095,57.06413193227305,0.0971375224222073,0.1632644731404433,21204806.0,0.09925,0.0002299999999999,21.50606897976609,2024-09-02 20:00:00+00:00,0
30637947.0,19210586.6,0.00053775571549,0.0002027751867671,1.6756143411180924e-06,0.0013300099999999,0.001134,0.0002600943328321,78.57020091203914,0.0974191860992463,0.503755610860062,-2549049.0,0.09894,0.00035,-11.904759069763514,2024-09-02 21:00:00+00:00,0
20823523.0,21925112.4,0.0005745879699159,0.0001957384951982,1.6695874759203835e-06,0.00055001,0.00106,0.0002325707496241,66.66544184227563,0.0976219612860135,0.236359338921116,-9814424.0,0.09909,0.00027,7.23423591117384,2024-09-02 22:00:00+00:00,0
5888153.0,20503761.8,0.0005828760029622,0.0001736400291717,1.6762460611515264e-06,0.0004300099999999,0.00101,0.000181928062218,73.89967775344947,0.0978176997812117,0.3953396432641184,-14935370.0,0.09912,0.0002299999999999,8.773335282747027,2024-09-02 23:00:00+00:00,0
12355174.0,20578358.6,0.0006026673576769,0.0001891546919488,1.6775796816598066e-06,0.00064001,0.000982,0.0002089460466635,82.6730130361965,0.0979913398103835,0.0624990234527558,6467021.0,0.09941,0.00031,-3.786169361773617,2024-09-03 00:00:00+00:00,0
14227678.0,16786495.0,0.0006584428263189,0.0002359340663556,1.682999649255801e-06,0.00070001,0.00073,0.0002917095349976,78.88684367442288,0.0981804945023323,0.0285710204140025,1872504.0,0.09995,0.00014,10.70836717632882,2024-09-03 01:00:00+00:00,0
43826772.0,19424260.0,0.0006529154533922,0.0001818095241749,1.6823183419065026e-06,0.0010400099999999,0.000672,0.0001762821512482,89.5952108507517,0.098416428568688,0.8365304179767468,29599094.0,0.09978,9.999999999996125e-06,-6.0920648783182685,2024-09-03 02:00:00+00:00,0
6674853.0,16594526.0,0.0006030588125434,0.0001295682542849,1.684458338457874e-06,0.0004500099999999,0.0006519999999999,7.971161343618693e-05,83.50314597243343,0.0985982380928629,0.3999911113086437,-37151919.0,0.09957,6.0000000000004494e-05,-24.09382753260441,2024-09-03 03:00:00+00:00,0
11770390.0,17770973.4,0.0005085500355736,6.42924870469519e-05,1.678708323540445e-06,0.00056001,0.000678,-3.02162899228492e-05,59.409318439829015,0.0987278063471479,0.1249977678970018,5095537.0,0.09921,0.00012,-1.6973412046324723,2024-09-03 04:00:00+00:00,0
8621229.0,17024184.4,0.0004850009960241,0.0001183868221073,1.6841820700841416e-06,0.0007000099999999,0.0006899999999999,9.483778255785225e-05,57.71197723519654,0.0987920988341948,0.0428565306209749,-3149161.0,0.09968,0.0002,6.537057821589229,2024-09-03 05:00:00+00:00,0
9844110.0,16147470.8,0.0004103607537828,5.326857915970151e-05,1.6863357728685196e-06,0.0004300099999999,0.0006359999999999,-2.137166308160965e-05,64.24903505678577,0.0989104856563022,0.093021092532728,1222881.0,0.09931,1.999999999999225e-05,-10.308693075017686,2024-09-03 06:00:00+00:00,0
9995077.0,9381131.8,0.0003808325711999,8.349943527173609e-05,1.6847678982270944e-06,0.0003700099999999,0.0005019999999999,5.397125268880032e-05,53.940341981768086,0.0989637542354619,0.0270262965865686,150967.0,0.09959,7.999999999999674e-05,-0.1919096443779366,2024-09-03 07:00:00+00:00,0
9515874.0,9949336.0,0.0002637781668143,-2.4967156097815968e-05,1.6816065312876454e-06,0.00104001,0.00062,-0.0001420215604834,53.74843233739015,0.0990472536707336,0.0384611686426204,-479203.0,0.09886,0.00026,-24.791685994627137,2024-09-03 08:00:00+00:00,0
