volume_ma_5,volume,atr_5,alt_btc_ratio,candle_range,rsi_7,ema_divergence,ema_14_slope,upper_wick_ratio,upper_wick,ema_14_prev,body_size,ema_14,open,rsi_7_prev,timestamp,binary_label
2033853.4,1871660.7,0.0034399999999999,5.729094439051449e-06,0.0023000099999999,47.36813019569183,-0.0020713616210003,-0.0004117212014161,0.3043465028412868,0.0006999999999999,0.3335879090106213,0.0004,0.3331761878092052,0.3301,56.204092387849045,2024-09-02 06:00:00+00:00,0
2493920.34,4031985.0,0.0039199999999999,5.663099614773688e-06,0.00550001,23.7408876358178,-0.0024024097934908,-0.0009701583745606,0.0,0.0,0.3331761878092052,0.0045999999999999,0.3322060294346445,0.3305,47.36813019569183,2024-09-02 07:00:00+00:00,0
3332973.82,5349799.5,0.0047,5.678998608412807e-06,0.00680001,40.34074864474967,-0.0020941774458266,-0.0003341372579526,0.3529406574402101,0.0024,0.3322060294346445,0.0037999999999999,0.3318718921766919,0.3259,23.7408876358178,2024-09-02 08:00:00+00:00,0
4593093.24,8474220.0,0.0051,5.688127275700378e-06,0.00650001,48.979416910245696,-0.0015323538383174,4.374770977444431e-05,0.0769229585800637,0.0005,0.3318718921766919,0.0025999999999999,0.3319156398864664,0.3296,40.34074864474967,2024-09-02 09:00:00+00:00,0
4615422.279999999,3349446.2,0.00492,5.709547132055158e-06,0.00350001,55.88216118866261,-0.0009060900321591,0.0002779146818044,0.257142122451066,0.0008999999999999,0.3319156398864664,0.0018,0.3321935545682709,0.3322,48.979416910245696,2024-09-02 10:00:00+00:00,0
4768800.7,2638552.8,0.00512,5.715311746377777e-06,0.0033000099999999,70.80714555899434,-0.0004804822237509,0.0002275260575638,0.757573461898608,0.0025,0.3321935545682709,0.0,0.3324210806258347,0.3339,55.88216118866261,2024-09-02 11:00:00+00:00,0
4574148.7,3058725.0,0.0047399999999999,5.692371502933352e-06,0.0036000099999999,57.82285390477719,-0.0003628210741605,-2.8107501113261435e-06,0.305554706792479,0.0010999999999999,0.3324210806258347,0.0014,0.3324182698757234,0.3338,70.80714555899434,2024-09-02 12:00:00+00:00,0
3989144.96,2424780.8,0.0041999999999999,5.649589334840349e-06,0.0041000099999999,44.99982500068049,-0.0007059139577881,-0.000495769316763,0.1219509220709221,0.0005,0.3324182698757234,0.0035999999999999,0.3319225005589603,0.3323,57.82285390477719,2024-09-02 13:00:00+00:00,0
3741970.68,7238348.6,0.0042199999999999,5.684591361332492e-06,0.0066000099999999,70.22444293758386,-0.0003920605335531,0.0001569999254719,0.0606059687788369,0.0004,0.3319225005589603,0.0044,0.3320795004844322,0.3287,44.99982500068049,2024-09-02 14:00:00+00:00,0
3605206.24,2665624.0,0.0039999999999999,5.680072035271454e-06,0.0024000099999999,59.58875539637828,-0.0002449871233485,5.6066602075688365e-05,0.3749984375064988,0.0008999999999999,0.3320795004844322,0.0005,0.3321355670865079,0.333,70.22444293758386,2024-09-02 15:00:00+00:00,0
3454682.94,1885936.3,0.0042399999999999,5.652583768960493e-06,0.00450001,41.89169375550251,-0.0004562231692706,-0.0003114089448677,0.3777769382734656,0.0016999999999999,0.3321355670865079,0.0027,0.3318241581416402,0.3325,59.58875539637828,2024-09-02 16:00:00+00:00,0
3149499.96,1532810.1,0.0043199999999999,5.694362768848008e-06,0.00400001,47.56077260645833,-0.0001816524934777,0.0001834455811146,0.1249996875007812,0.0005,0.3318241581416402,0.0034,0.3320076037227548,0.3298,41.89169375550251,2024-09-02 17:00:00+00:00,0
3312125.7,3237909.5,0.0042399999999999,5.662892715710988e-06,0.00370001,42.62278778168615,-0.0002304598044297,-0.0001076804963673,0.0540539079624194,0.0002,0.3320076037227548,0.0020999999999999,0.3318999232263875,0.3333,47.56077260645833,2024-09-02 18:00:00+00:00,0
2394496.36,2650201.9,0.00338,5.662218628031936e-06,0.00230001,45.613848364363584,-0.0002895025630674,-0.0001333230968516,0.5652149338481179,0.0013,0.3318999232263875,0.0002999999999999,0.3317666001295358,0.3312,42.62278778168615,2024-09-02 19:00:00+00:00,0
2302088.5800000005,2203585.1,0.00424,5.687211825332249e-06,0.00670001,68.88862098869622,0.0002184363959201,0.0004977866493952,0.2238802628652782,0.0015,0.3317666001295358,0.0045999999999999,0.3322643867789311,0.3309,45.613848364363584,2024-09-02 20:00:00+00:00,0
2371705.72,2234022.0,0.00376,5.697156502447202e-06,0.0021000099999999,61.37901403234598,0.0006463155060648,0.0005514150961425,0.4761882086275805,0.001,0.3322643867789311,0.0008999999999999,0.3328158018750736,0.3355,68.88862098869622,2024-09-02 21:00:00+00:00,0
2442939.8600000003,1888980.8,0.00342,5.668071721663306e-06,0.00230001,64.02845453296267,0.0009028930774567,0.0004778930833234,0.2608684310068385,0.0006,0.3328158018750736,0.0,0.3332936949583971,0.3364,61.37901403234598,2024-09-02 22:00:00+00:00,0
2132098.8,1683704.2,0.00302,5.685572293776666e-06,0.00170001,78.06969606327009,0.0010162387296128,0.0003875073388804,0.4117622837512836,0.0007,0.3332936949583971,9.9999999999989e-05,0.3336812022972775,0.3363,64.02845453296267,2024-09-02 23:00:00+00:00,0
2227941.5,3129415.4,0.00294,5.6650588384789964e-06,0.00190001,64.70534948535737,0.0009977054458605,0.0002691730270296,0.157893905821559,0.0003,0.3336812022972775,0.0005,0.3339503753243072,0.3362,78.06969606327009,2024-09-03 00:00:00+00:00,0
2140846.28,1768109.0,0.00216,5.659391516907201e-06,0.00280001,85.50637892079415,0.0009990686298929,0.0002866166234257,0.321427423473489,0.0009,0.3339503753243072,0.0005,0.3342369919477329,0.3356,64.70534948535737,2024-09-03 01:00:00+00:00,0
2418881.06,3624195.9,0.00258,5.671796855255036e-06,0.0042000099999999,89.85416089981713,0.0010016524118509,0.0002884010736355,0.8095218820907638,0.0034,0.3342369919477329,0.0003999999999999,0.3345253930213685,0.336,85.50637892079415,2024-09-03 02:00:00+00:00,0
2337027.1,1479711.0,0.00248,5.668996577455394e-06,0.00180001,44.443580263716754,0.0008182767897285,7.661426381755376e-05,0.1111104938306069,0.0002,0.3345253930213685,0.0012999999999999,0.3346020072851861,0.3364,89.85416089981713,2024-09-03 03:00:00+00:00,0
2398989.2,1993514.7,0.00258,5.648148759175491e-06,0.00220001,17.499693755358976,0.0005201400756913,-0.0001069343046914,0.1818173553756596,0.0004,0.3346020072851861,0.0014,0.3344950729804946,0.3352,44.443580263716754,2024-09-03 04:00:00+00:00,0
2019155.56,1230247.2,0.00252,5.644916027438921e-06,0.00160001,23.255435376633585,0.0003440132090441,-5.267639739925389e-05,0.2499984375097655,0.0004,0.3344950729804946,0.0002,0.3344423965830954,0.3339,17.499693755358976,2024-09-03 05:00:00+00:00,0
2026256.96,1803616.0,0.0024,5.637533748790138e-06,0.00220001,16.128850158143436,-2.693636124467824e-05,-0.000325652877746,0.0,0.0,0.3344423965830954,0.0020999999999999,0.3341167437053493,0.3341,23.255435376633585,2024-09-03 06:00:00+00:00,0
1698217.5399999998,1983998.8,0.00194,5.640140749763161e-06,0.00190001,33.802483637484954,-0.0001038223698909,-9.556582737990647e-05,0.157893905821559,0.0003,0.3341167437053493,0.0013999999999999,0.3340211778779694,0.332,16.128850158143436,2024-09-03 07:00:00+00:00,0
2276921.3,4373229.8,0.00266,5.589479123822783e-06,0.00540001,17.391198488356707,-0.0007103375298479,-0.0007228237170626,0.0185184842250271,9.9999999999989e-05,0.3340211778779694,0.0049,0.3332983541609068,0.3335,33.802483637484954,2024-09-03 08:00:00+00:00,0
