atr_5,candle_range,ema_14_prev,alt_btc_ratio,ema_divergence,volume_ma_5,ema_14_slope,low,high,volume,volume_slope,body_size,ema_7_slope,rsi_7,body_to_range,timestamp,binary_label
0.00044,0.00030001,0.0506145405038854,8.646506938102686e-07,0.0003320727328265,3749068.4,6.472793281527e-05,0.0509,0.0512,2262089.0,-1305042.0,0.0001,2.9552943490898653e-05,63.63231430727147,0.333322222592588,2024-09-03 04:00:00+00:00,0
0.00042,0.00040001,0.0506792684367007,8.667590308518906e-07,0.0003214732320048,3396052.8,8.276420843990329e-05,0.051,0.0514,2107171.0,-154918.0,0.0001999999999999,7.216470761817195e-05,74.9956252551933,0.4999875003124835,2024-09-03 05:00:00+00:00,0
0.00042,0.00050001,0.0507620326451406,8.643086379922229e-07,0.0002572011154038,3395038.6,1.839564731458132e-05,0.0508,0.0513,2907018.0,799847.0,0.0003999999999999,-4.58764692863739e-05,49.99750012499375,0.799984000319988,2024-09-03 06:00:00+00:00,0
0.00042,0.00050001,0.0507804282924552,8.695357964541886e-07,0.0002651842024331,2634665.0,8.260956100597516e-05,0.0509,0.0514,2329916.0,-577102.0,0.0004,9.059264803522316e-05,58.82110736616732,0.7999840003200018,2024-09-03 07:00:00+00:00,0
0.00044,0.00050001,0.0508630378534611,8.675089327905109e-07,0.000214867068921,2656157.0,1.8261619538509355e-05,0.0509,0.0514,3674591.0,1344675.0,0.0003,-3.205551397358897e-05,38.88737660202093,0.5999880002399979,2024-09-03 08:00:00+00:00,0
0.00046,0.0004000099999999,0.0508812994729997,8.628596664062234e-07,0.0001516653631741,2735277.4,-1.0839929733295894e-05,0.0507,0.0511,2657691.0,-1016900.0,0.0001999999999999,-7.404163548017928e-05,38.88737660202093,0.4999875003124922,2024-09-03 09:00:00+00:00,0
0.0004799999999999,0.00050001,0.0508704595432664,8.615591274995794e-07,0.0001171954089995,2906983.8,3.9387275644828246e-06,0.0507,0.0512,2965703.0,308012.0,0.0001,-3.053122661014068e-05,44.44271611659551,0.1999960000800039,2024-09-03 10:00:00+00:00,0
0.00046,0.00040001,0.0508743982708308,8.650460455037919e-07,0.000114216758486,2589093.0,3.0080230555881715e-05,0.0508,0.0512,1317564.0,-1648139.0,0.0001999999999999,2.710158004239765e-05,49.99825006124786,0.4999875003124835,2024-09-03 11:00:00+00:00,1
0.00042,0.00030001,0.0509044785013867,8.624332692257935e-07,9.680674370274311e-05,2685524.0,1.2736199815101268e-05,0.051,0.0513,2812071.0,1494507.0,0.0,-4.673814968207679e-06,42.1037119685064,0.0,2024-09-03 12:00:00+00:00,1
0.00064,0.00160001,0.0509172147012018,8.561791907702514e-07,-3.440332402983304e-05,4677842.6,-0.0001222952934935,0.0496,0.0512,13636184.0,10824113.0,0.0009999999999999,-0.0002535053612261,31.999104025087348,0.6249960937744086,2024-09-03 13:00:00+00:00,0
0.0007,0.00060001,0.0507949194077082,8.582896212497946e-07,-0.0001768764239216,5966369.4,-0.0001726559210277,0.0493,0.0499,9100325.0,-4535859.0,0.0003999999999999,-0.0003151290209196,11.999664009407796,0.6666555557407299,2024-09-03 14:00:00+00:00,0
0.00076,0.0008000099999999,0.0506222634866805,8.471199653529667e-07,-0.0003335880580539,6381135.4,-0.0002296351315574,0.0488,0.0496,5039533.0,-4060792.0,0.0006,-0.0003863467656897,11.110823052735723,0.7499906251171946,2024-09-03 15:00:00+00:00,0
0.00078,0.00050001,0.0503926283551231,8.508352394815276e-07,-0.0004009976849715,7167941.0,-0.0001723504473497,0.0487,0.0492,5251592.0,212059.0,0.0002999999999999,-0.0002397600742672,18.518038421226123,0.599988000239984,2024-09-03 16:00:00+00:00,0
0.00088,0.0008000099999999,0.0502202779077733,8.544490276959339e-07,-0.0004081140196355,7284403.0,-0.0001227037210364,0.049,0.0498,3394381.0,-1857211.0,0.0002999999999999,-0.0001298200557004,21.428035727678136,0.3749953125585886,2024-09-03 17:00:00+00:00,0
0.0006999999999999,0.0007000099999999,0.0500975741867369,8.54538549183441e-07,-0.0003758025031792,5049301.0,-7.96765582315867e-05,0.0491,0.0498,2460674.0,-933707.0,0.0002,-4.736504177534073e-05,21.42803572767832,0.2857102041399493,2024-09-03 18:00:00+00:00,0
0.0006599999999999,0.00050001,0.0500178976285053,8.527719394962616e-07,-0.0003422732673767,3835641.0,-6.905301713404366e-05,0.0493,0.0498,3032025.0,571351.0,0.0,-3.552378133150902e-05,22.22164610547145,0.0,2024-09-03 19:00:00+00:00,0
0.0005799999999999,0.0004000099999999,0.0499488446113712,8.466717043346842e-07,-0.0003324034885258,3591046.0,-8.651261484950157e-05,0.0492,0.0496,3816558.0,784533.0,0.0001,-7.66428359986332e-05,31.577783976379777,0.2499937501562547,2024-09-03 20:00:00+00:00,0
0.0005799999999999,0.00050001,0.0498623319965217,8.463116893705832e-07,-0.0003265746826553,3236208.0,-8.831093286956748e-05,0.049,0.0495,3477402.0,-339156.0,0.0001999999999999,-8.248212699897561e-05,39.99813342044038,0.399992000159994,2024-09-03 21:00:00+00:00,1
0.0004999999999999,0.0004000099999999,0.0497740210636522,8.467985829084939e-07,-0.0003352334694175,3211241.4,-0.0001032028084869,0.0489,0.0493,3269548.0,-207854.0,0.0001999999999999,-0.0001118615952492,54.54198369194699,0.4999875003124922,2024-09-03 22:00:00+00:00,1
0.0003999999999999,0.0002000099999999,0.0496708182551652,8.523557983590585e-07,-0.0003296872318324,4041836.4,-8.944243402202873e-05,0.0488,0.049,6613649.0,3344101.0,0.0,-8.389619643692225e-05,44.44098792316179,0.0,2024-09-03 23:00:00+00:00,1
0.0004799999999999,0.0009000099999999,0.0495813758211432,8.470420556380625e-07,-0.0003850926030077,4576518.4,-0.0001575167761524,0.0484,0.0493,5705435.0,-908214.0,0.0005,-0.0002129221473276,15.383787026852744,0.5555493827846374,2024-09-04 00:00:00+00:00,0
0.0007199999999999,0.0016000099999999,0.0494238590449908,8.505915661820995e-07,-0.000419936340838,8327088.4,-0.0001498478726654,0.0471,0.0487,22569408.0,16863973.0,9.999999999999593e-05,-0.0001846916104957,0.0,0.0624996093774389,2024-09-04 01:00:00+00:00,0
0.0007399999999999,0.00060001,0.0492740111723253,8.561642324240516e-07,-0.0004052535590665,8923158.4,-0.0001032014896433,0.0482,0.0488,6457752.0,-16111656.0,0.0001,-8.851870787182636e-05,14.285000035712429,0.1666638889351882,2024-09-04 02:00:00+00:00,0
0.0007399999999999,0.0004000099999999,0.0491708096826819,8.613693159774476e-07,-0.0003472012989461,9130224.0,-4.944129102426448e-05,0.0485,0.0489,4304876.0,-2152876.0,0.0003,8.610969096128906e-06,33.33177785036713,0.749981250468747,2024-09-04 03:00:00+00:00,0
0.00078,0.00040001,0.0491213683916577,8.642889900165803e-07,-0.0002745606199029,8166965.2,-1.6182452221027988e-05,0.0486,0.049,1797355.0,-2507521.0,0.0003,5.645822682209811e-05,43.7480860212366,0.749981250468734,2024-09-04 04:00:00+00:00,0
0.00076,0.00080001,0.0491051859394367,8.58635984740812e-07,-0.0002998588245281,7960441.2,-0.0001073581252582,0.0482,0.049,4672815.0,2875460.0,0.0006999999999999,-0.0001326563298834,33.33222225925803,0.8749890626367137,2024-09-04 05:00:00+00:00,0
0.00054,0.00050001,0.0489978278141784,8.618085541162464e-07,-0.0002829740300503,4317159.4,-6.637704189046273e-05,0.0482,0.0487,4352999.0,-319816.0,0.0001999999999999,-4.949224741257474e-05,39.12924389257716,0.399992000159994,2024-09-04 06:00:00+00:00,0
0.00054,0.0006000099999999,0.048931450772288,8.634969865717407e-07,-0.000204233112638,4194051.4,9.139897028269396e-06,0.0485,0.0491,5842212.0,1489213.0,0.0005,8.788081444056906e-05,63.63433890739852,0.8333194446759278,2024-09-04 07:00:00+00:00,0
0.00056,0.00050001,0.0489405906693162,8.611730868088887e-07,-0.0001579104125653,3889962.8,-5.4120892421724576e-06,0.0487,0.0492,2784433.0,-3057779.0,0.0001,4.091061083043301e-05,63.63433890739832,0.1999960000800039,2024-09-04 08:00:00+00:00,0
0.0005599999999999,0.0004000099999999,0.0489351785800741,8.622366666495869e-07,-0.000134203643766,4302178.0,-1.802381067654568e-05,0.0487,0.0491,3858431.0,1073998.0,0.0,5.6829581228240444e-06,57.14095244444238,0.0,2024-09-04 09:00:00+00:00,0
0.0005599999999999,0.00080001,0.0489171547693975,8.519841399875479e-07,-0.0001959874559208,4080820.4,-0.000108953969253,0.0481,0.0489,3566027.0,-292404.0,0.0008,-0.0001707377814078,35.9989920282231,0.999987500156248,2024-09-04 10:00:00+00:00,0
0.00054,0.00040001,0.0488082008001445,8.537641631166811e-07,-0.0002062806852908,4004954.8,-6.77601066859379e-05,0.0481,0.0485,3973671.0,407644.0,0.0002,-7.80533360559138e-05,35.998992028223284,0.4999875003125009,2024-09-04 11:00:00+00:00,0
0.00054,0.00060001,0.0487404406934586,8.551238259936088e-07,-0.0001944285948716,3528372.6,-4.539209246114812e-05,0.0481,0.0487,3459301.0,-514370.0,9.999999999999593e-05,-3.354000204193464e-05,52.62963996063292,0.1666638889351767,2024-09-04 12:00:00+00:00,0
0.00054,0.00050001,0.0486950486009974,8.585590369976987e-07,-0.0001685771162701,4002272.2,-2.600648013299095e-05,0.048,0.0485,5153931.0,1694630.0,0.0001999999999999,-1.5500153145026069e-07,49.99805563116991,0.399992000159994,2024-09-04 13:00:00+00:00,0
0.00078,0.0016000099999999,0.0486690421208644,8.641810015805645e-07,-6.154417970125059e-06,4856334.4,0.0001374610505514,0.0483,0.0499,8128742.0,2974811.0,0.0011999999999999,0.0002998837488514,63.998208050174526,0.7499953125292979,2024-09-04 14:00:00+00:00,0
0.00078,0.00080001,0.0488065031714158,8.600818797949566e-07,0.0001346254831905,5119959.2,0.0001591329104778,0.0493,0.0501,4884151.0,-3244591.0,0.0004,0.0002999128116385,70.36854600065925,0.4999937500781283,2024-09-04 15:00:00+00:00,0
0.00088,0.00090001,0.0489656360818937,8.612118569182963e-07,0.0002566449028386,6241417.2,0.0001779151890808,0.0498,0.0507,9580961.0,4696810.0,0.0003999999999999,0.0002999346087289,75.86023785632744,0.4444395062277034,2024-09-04 16:00:00+00:00,0
0.00096,0.00100001,0.0491435512709746,8.587027886243478e-07,0.0002574026955152,6448881.0,7.419316387005659e-05,0.0495,0.0505,4496620.0,-5084341.0,0.0005,7.495095654668632e-05,78.56946433482031,0.4999950000499995,2024-09-04 17:00:00+00:00,0
0.001,0.0007000099999999,0.0492177444348446,8.529226730249856e-07,0.0001909818375712,6270776.6,-2.3659246459542538e-06,0.0491,0.0498,4263409.0,-233211.0,0.0005,-6.878678258998017e-05,64.51467224933631,0.7142755103498535,2024-09-04 18:00:00+00:00,0
0.00078,0.00050001,0.0492153785101987,8.491507028918145e-07,0.0001531088853219,5619375.8,1.1282865306841416e-05,0.049,0.0495,4871738.0,608329.0,9.999999999999593e-05,-2.659008694248094e-05,64.51467224933631,0.19999600007999,2024-09-04 19:00:00+00:00,0
0.0007,0.00040001,0.0492266613755055,8.527424109801524e-07,0.0001467211701824,5190054.0,3.644514993259712e-05,0.0491,0.0495,2737542.0,-2134196.0,0.0002,3.005743479313205e-05,65.62356448452694,0.4999875003125009,2024-09-04 20:00:00+00:00,0
0.00064,0.00060001,0.0492631065254381,8.537005163511187e-07,0.0001493451163357,3633587.0,4.49191299415827e-05,0.0491,0.0497,1798626.0,-938916.0,9.999999999999593e-05,4.7543076094856696e-05,47.617460370368526,0.1666638889351767,2024-09-04 21:00:00+00:00,0
0.00052,0.0004000099999999,0.0493080256553797,8.532454031833967e-07,0.0001460725107908,3086220.6,3.892991261603834e-05,0.0494,0.0498,1759788.0,-38838.0,0.0,3.565730707114079e-05,38.88737660202084,0.0,2024-09-04 22:00:00+00:00,0
