volume_ma_5,atr_5,alt_btc_ratio,ema_divergence,ema_14_slope,volume,candle_range,lower_wick,rsi_7_prev,rsi_7,ema_7_slope,rsi_7_slope,lower_wick_ratio,ema_7,volume_slope,timestamp,binary_label
724683.9120000008,0.0288,1.482653212515634e-05,0.0075546176423408,0.0033333738935441,1223327.2,0.02800001,0.0190000000000001,80.6451157648539,62.195068857868016,0.0047041042218987,-18.45004690698588,0.6785711862245802,1.4388876873343046,242156.49,2024-12-11 09:00:00+00:00,0
836083.064000001,0.029,1.4753453901667469e-05,0.0077271051010265,0.0023555907077381,976300.5,0.02000001,0.01,62.195068857868016,56.24995078129305,0.0025280781664238,-5.945118076574964,0.499999750000125,1.4414157655007285,-247026.69999999995,2024-12-11 10:00:00+00:00,0
1270566.372000001,0.0296,1.4802740511214424e-05,0.0082816517791379,0.0028415119467064,2582790.73,0.0230000100000001,0.0070000000000001,56.24995078129305,62.195068857868016,0.0033960586248178,5.945118076574964,0.3043476937618756,1.4448118241255463,1606490.23,2024-12-11 11:00:00+00:00,0
1286120.7680000006,0.03,1.4984323465939166e-05,0.0103493853939393,0.0047293103538121,667014.7,0.0290000099999999,0.0029999999999998,62.195068857868016,73.91298724011841,0.0067970439686135,11.717918382250396,0.1034482401902585,1.45160886809416,-1915776.03,2024-12-11 12:00:00+00:00,0
1550043.356000001,0.0279999999999999,1.5191894901255722e-05,0.0146150993970952,0.007832068973304,2300783.65,0.0400000099999998,0.0009999999999998,73.91298724011841,78.76101315689448,0.0120977829764599,4.848025916776066,0.0249999937499989,1.4637066510706198,1633768.95,2024-12-11 13:00:00+00:00,0
1528761.506000001,0.0291999999999999,1.516339385895612e-05,0.0179506435192435,0.0079877931101968,1116917.95,0.03400001,0.0170000000000001,78.76101315689448,89.90819914152355,0.0113233372323451,11.147185984629076,0.4999998529412229,1.475029988302965,-1183865.7,2024-12-11 14:00:00+00:00,0
1576137.5480000009,0.0319999999999999,1.5274760356646223e-05,0.0223203924146653,0.0101227540288371,1213180.71,0.03400001,0.002,89.90819914152355,88.42098747927247,0.0144925029242588,-1.4872116622510845,0.0588235121107317,1.4895224912272238,96262.76,2024-12-11 15:00:00+00:00,0
1266730.192000001,0.0327999999999999,1.5272034607862175e-05,0.0247667161162004,0.0091730534916589,1035753.95,0.0270000100000001,0.006,88.42098747927247,95.6043220626094,0.011619377193194,7.183334583336929,0.222222139917725,1.501141868420418,-177426.76,2024-12-11 16:00:00+00:00,0
1267006.274000001,0.0342,1.5133005084088396e-05,0.0224979359849915,0.0044833130261043,668395.11,0.03600001,0.0030000000000001,95.6043220626094,76.99110274887438,0.0022145328948954,-18.613219313735016,0.0833333101851947,1.5033564013153131,-367358.84,2024-12-11 17:00:00+00:00,0
891890.3200000009,0.03,1.5121222296810067e-05,0.0212066310335392,0.0049522046226238,425203.88,0.0190000099999999,0.0029999999999998,76.99110274887438,77.39125724010427,0.0036608996711715,0.400154491229884,0.157894653739651,1.507017300986485,-243191.23,2024-12-11 18:00:00+00:00,0
758492.5480000009,0.0254,1.5090576587593429e-05,0.0205937284473107,0.0053585773396072,449929.09,0.0110000100000001,0.0010000000000001,77.39125724010427,75.47164827343981,0.0047456747533787,-1.919608966664456,0.0909090082645471,1.5117629757398636,24725.21000000002,2024-12-11 19:00:00+00:00,0
616477.106000001,0.0226,1.5009149656626204e-05,0.018808884151352,0.0038441003609928,503103.5,0.02000001,0.0050000000000001,75.47164827343981,61.90471031750331,0.002059256065034,-13.566937955936504,0.249999875000068,1.5138222318048975,53174.40999999997,2024-12-11 20:00:00+00:00,0
462568.1580000009,0.0192,1.4972401529864228e-05,0.0170217725539334,0.0033315536461939,266209.21,0.01000001,0.008,61.90471031750331,57.33327982227223,0.0015444420487753,-4.571430495231077,0.7999992000008,1.515366673853673,-236894.29,2024-12-11 21:00:00+00:00,0
395910.044000001,0.0158,1.5136883070740029e-05,0.0166927575971469,0.0044873464933681,335104.54,0.0190000100000001,0.0,57.33327982227223,49.20629453268871,0.0041583315365816,-8.126985289583523,0.0,1.5195250053902547,68895.32999999996,2024-12-11 22:00:00+00:00,0
357071.1340000009,0.0142,1.51495673671199e-05,0.0159224726219975,0.0038890336275856,231009.33,0.0110000099999998,0.0049999999999998,49.20629453268871,46.66661222228574,0.0031187486524362,-2.5396823104029664,0.4545450413226842,1.522643754042691,-104095.21,2024-12-11 23:00:00+00:00,0
404801.35200000094,0.0164,1.5123179487729088e-05,0.0139577049674171,0.0023038291439076,688580.18,0.02200001,0.0110000000000001,46.66661222228574,66.66655555574073,0.0003390614893272,19.999943333454983,0.499999772727381,1.5229828155320182,457570.8500000001,2024-12-12 00:00:00+00:00,0
505992.2440000009,0.0169999999999999,1.528414478941016e-05,0.0136153491596926,0.0035966519247199,1009057.96,0.0230000099999999,0.0049999999999998,66.66655555574073,69.56511153135202,0.0032542961169954,2.898555975611288,0.2173912098299049,1.5262371116490137,320477.7799999999,2024-12-12 01:00:00+00:00,0
586565.5920000009,0.0254,1.55266754372905e-05,0.0181889729126818,0.0091170983347572,669075.95,0.05200001,0.002,69.56511153135202,83.13246000876865,0.0136907220877464,13.56734847741663,0.0384615310650901,1.53992783373676,-339982.01,2024-12-12 02:00:00+00:00,0
726008.9560000009,0.0311999999999999,1.5817730646615565e-05,0.0225388625883686,0.0101681518901231,1032321.36,0.04800001,0.012,83.13246000876865,91.48929357180266,0.0145180415658099,8.356833563034016,0.2499999479166775,1.55444587530257,363245.41,2024-12-12 03:00:00+00:00,0
868572.8280000009,0.0356,1.61111370469736e-05,0.027414995457953,0.012012398304773,943828.69,0.0330000100000001,0.01,91.48929357180266,93.22028368288257,0.0168885311743574,1.7309901110799046,0.3030302112029652,1.5713344064769277,-88492.67000000004,2024-12-12 04:00:00+00:00,0
953692.074000001,0.0402,1.6378639153733206e-05,0.0327039819745844,0.0138774118641367,1114176.41,0.0450000099999999,0.0070000000000001,93.22028368288257,93.93934412307507,0.0191663983807681,0.7190604401925071,0.1555555209876648,1.5905008048576956,170347.71999999997,2024-12-12 05:00:00+00:00,0
949267.388000001,0.0416,1.6235126789579733e-05,0.0333016904779086,0.0100270902822519,986934.53,0.03000001,0.0070000000000001,93.93934412307507,84.35370132816948,0.010624798785576,-9.585642794905596,0.2333332555555851,1.6011256036432715,-127241.87999999987,2024-12-12 06:00:00+00:00,0
931099.664000001,0.0374,1.6039802591025134e-05,0.0301301446558055,0.0058901449112851,578237.33,0.0310000099999999,0.004,84.35370132816948,77.49996609376491,0.002718599089182,-6.853735234404567,0.1290322164412209,1.6038442027324538,-408697.20000000007,2024-12-12 07:00:00+00:00,0
805581.0120000009,0.0309999999999999,1.6122004357298474e-05,0.0289309683829117,0.0072381255897804,404728.1,0.0160000099999997,0.0009999999999998,77.49996609376491,78.04874717431528,0.0060389493168866,0.5487810805503699,0.0624999609375183,1.6098831520493404,-173509.22999999998,2024-12-12 08:00:00+00:00,1
690096.982000001,0.0297999999999999,1.597991232771378e-05,0.0252038048594336,0.004006375511143,366408.54,0.0270000099999999,0.002,78.04874717431528,61.02938035252488,0.0002792119876648,-17.019366821790406,0.0740740466392422,1.6101623640370053,-38319.56,2024-12-12 09:00:00+00:00,0
628737.406000001,0.0261999999999999,1.5838226977600987e-05,0.0198410217405251,0.001072192109657,807378.53,0.0270000099999999,0.0069999999999998,61.02938035252488,48.17515786670761,-0.0042905910092514,-12.854222485817267,0.2592591632373439,1.605871773027754,440969.9900000001,2024-12-12 10:00:00+00:00,0
570303.0940000009,0.0261999999999999,1.5713679031614886e-05,0.013827178655217,-0.0012041001716305,694762.97,0.03000001,0.0129999999999999,48.17515786670761,32.55812186768566,-0.0072179432569385,-15.617035999021953,0.4333331888889333,1.5986538297708153,-112615.56000000006,2024-12-12 11:00:00+00:00,0
606849.4040000009,0.0291999999999999,1.60570476454953e-05,0.014357274694593,0.0045564465179201,760968.88,0.04600001,0.0,32.55812186768566,39.99998068966449,0.0050865425572961,7.441858821978833,0.0,1.6037403723281114,66205.91000000003,2024-12-12 12:00:00+00:00,0
1186197.606000001,0.0365999999999999,1.5964406211789105e-05,0.0132899279637008,0.0028822536488641,3301469.11,0.0530000099999999,0.0249999999999999,39.99998068966449,42.028964188206544,0.001814906917972,2.028983498542054,0.4716980242079188,1.6055552792460834,2540500.23,2024-12-12 13:00:00+00:00,0
1435311.060000001,0.0389999999999999,1.5889553444552343e-05,0.0127364883231642,0.0031646198290158,1611975.81,0.0390000099999999,0.018,42.028964188206544,51.63931463318013,0.0026111801884791,9.610350444973584,0.4615383431952979,1.6081664594345626,-1689493.2999999998,2024-12-12 14:00:00+00:00,0
1475068.2040000008,0.0393999999999999,1.587470925018129e-05,0.0119522029460432,0.0027426705184803,1006164.25,0.0290000099999999,0.0190000000000001,51.63931463318013,44.339593360646,0.0019583851413593,-7.299721272534128,0.6551721878716656,1.610124844575922,-605811.56,2024-12-12 15:00:00+00:00,0
1522005.300000001,0.0383999999999999,1.5996059233318636e-05,0.0118606773527134,0.0033103144493493,929448.45,0.0250000099999999,0.008,44.339593360646,56.24995898440491,0.0032187888560195,11.910365623758914,0.3199998720000526,1.6133436334319415,-76715.80000000005,2024-12-12 16:00:00+00:00,1
1508589.7380000008,0.0341999999999999,1.6050361329946128e-05,0.0123391631386249,0.003935605856103,693891.07,0.0250000099999999,0.0070000000000001,56.24995898440491,72.09296457549395,0.0044140916420145,15.84300559108904,0.2799998880000505,1.617757725073956,-235557.38,2024-12-12 17:00:00+00:00,1
922555.0740000008,0.0291999999999998,1.599284694389386e-05,0.0101388734615133,0.0010108584086225,371295.79,0.0280000099999998,0.0089999999999998,72.09296457549395,70.4544894112016,-0.001189431268489,-1.6384751642923447,0.3214284566326926,1.616568293805467,-322595.28,2024-12-12 18:00:00+00:00,0
1004141.4960000009,0.0329999999999999,1.5781857337638864e-05,0.003354056056007,-0.0048572560458604,2019907.92,0.05800001,0.004,70.4544894112016,22.471892437837425,-0.0116420734513666,-47.98259697336418,0.0689655053507749,1.6049262203541004,1648612.13,2024-12-12 19:00:00+00:00,0
1075263.8460000008,0.0359999999999999,1.6045505653866353e-05,0.0029154562072275,0.0004570447602543,1361776.0,0.04400001,0.0009999999999998,22.471892437837425,47.41376449169384,1.84449114748464e-05,24.94187205385641,0.0227272675619821,1.6049446652655752,-658131.9199999999,2024-12-12 20:00:00+00:00,0
1022882.4140000008,0.0363999999999999,1.5928226149937234e-05,0.00066651776528,-0.0017372278744463,667541.29,0.0270000100000001,0.004,47.41376449169384,39.37005704012597,-0.0039861663163938,-8.043707451567869,0.1481480932784833,1.6009584989491814,-694234.71,2024-12-12 21:00:00+00:00,0
1022269.7840000008,0.0384,1.5849627653219705e-05,-0.0004675094808281,-0.0011055974911868,690827.92,0.0350000100000001,0.0210000000000001,39.37005704012597,40.769208816579855,-0.0022396247372951,1.399151776453884,0.5999998285714788,1.5987188742118863,23286.630000000005,2024-12-12 22:00:00+00:00,0
1077604.506000001,0.0376,1.5859319635187653e-05,-0.001889043541438,-0.0017581844923617,647969.4,0.02400001,0.0130000000000001,40.769208816579855,35.658895378894016,-0.0031797185529716,-5.110313437685839,0.5416664409723209,1.595539155658915,-42858.52000000002,2024-12-12 23:00:00+00:00,0
759280.058000001,0.0322000000000001,1.5896772295772687e-05,-0.0021667392294528,-0.0008570932267137,428285.68,0.0310000100000001,0.0090000000000001,35.658895378894016,34.12696516755901,-0.0011347889147286,-1.531930211335009,0.2903224869927486,1.594404366744186,-219683.72000000003,2024-12-13 00:00:00+00:00,0
