volume_ma_5,atr_5,candle_range,volume,ema_divergence,alt_btc_ratio,ema_14_slope,upper_wick,lower_wick,rsi_7,ema_7_prev,rsi_7_prev,ema_7,rsi_7_slope,ema_14_prev,timestamp,binary_label
3923131.22,0.000186,0.00017001,2984924.9,0.0001185047135172,3.708546297396885e-07,1.0928256608866428e-05,0.0,9.999999999999593e-06,53.4048427965956,0.0219032947274127,64.37738846959873,0.0218874710455595,-10.972545673003133,0.0217580380754334,2024-09-03 06:00:00+00:00,0
3207884.38,0.000178,0.0001900099999999,4950591.4,0.0001146657963996,3.720056841250507e-07,2.947115572768736e-05,5.000000000000143e-05,0.0,55.43056506570148,0.0218874710455595,53.4048427965956,0.0219131032841696,2.0257222691058843,0.0217689663320423,2024-09-03 07:00:00+00:00,0
3526419.5400000005,0.000216,0.00034001,5910853.6,7.334830705989573e-05,3.68946446122082e-07,-1.4458331702674188e-05,9.999999999999593e-06,3.0000000000002247e-05,27.549052618690496,0.0219131032841696,55.43056506570148,0.0218573274631272,-27.881512447010984,0.02179843748777,2024-09-03 08:00:00+00:00,0
3804598.9,0.000206,0.00013001,3582954.7,3.704699542039086e-05,3.6739477528280733e-07,-2.053055414231314e-05,8.000000000000021e-05,0.0,29.345593270077305,0.0218573274631272,27.549052618690496,0.0218004955973454,1.796540651386806,0.0217839791560673,2024-09-03 09:00:00+00:00,0
4153078.100000001,0.000202,0.00017001,3336065.9,1.8049576340706943e-05,3.669666381962845e-07,-1.1126480256674898e-05,0.0001199999999999,9.999999999999593e-06,34.77996239416572,0.0218004955973454,29.345593270077305,0.021770371698009,5.43436912408842,0.021763448601925,2024-09-03 10:00:00+00:00,0
4435437.1,0.000204,0.0001800099999999,4396719.9,1.7932934727554056e-05,3.688718851570965e-07,5.023717110884396e-06,2.9999999999998778e-05,5.000000000000143e-05,45.74127458593508,0.021770371698009,34.77996239416572,0.0217752787735068,10.96131219176936,0.0217523221216683,2024-09-03 11:00:00+00:00,1
4799168.0,0.0002079999999999,0.0002200099999999,6769245.9,3.2426019854748384e-05,3.7067720120449794e-07,2.168722149609864e-05,8.000000000000021e-05,1.9999999999999185e-05,46.3123769827486,0.0217752787735068,45.74127458593508,0.0218114590801301,0.5711023968135223,0.0217573458387792,2024-09-03 12:00:00+00:00,1
6352660.62,0.0002719999999999,0.0006600099999999,13678316.7,-1.5234342141061397e-05,3.671296370022838e-07,-4.52044080367156e-05,9.99999999999994e-05,8.99999999999998e-05,34.373120219988024,0.0218114590801301,46.3123769827486,0.0217185943100975,-11.93925676276058,0.0217790330602753,2024-09-03 13:00:00+00:00,0
9207060.4,0.0003399999999999,0.00045001,17854953.6,-9.35390993669731e-05,3.646430451491553e-07,-9.384382029848508e-05,0.0,6.000000000000103e-05,18.83031290785479,0.0217185943100975,34.373120219988024,0.0215464457325731,-15.542807312133236,0.0217338286522386,2024-09-03 14:00:00+00:00,0
9924696.54,0.0003579999999999,0.0002600099999999,6924246.6,-0.0001518192215849,3.627544391511477e-07,-9.333131092535348e-05,0.00015,1.9999999999999185e-05,21.80336373273579,0.0215464457325731,18.83031290785479,0.0213948342994298,2.973050824881,0.0216399848319401,2024-09-03 15:00:00+00:00,0
9997737.56,0.0003639999999999,0.0002100099999999,4761925.0,-0.0001799739936404,3.635544465238788e-07,-7.555380280197324e-05,8.99999999999998e-05,7.000000000000062e-05,25.189493691176665,0.0213948342994298,21.80336373273579,0.0212911257245724,3.3861299584408755,0.0215466535210148,2024-09-03 16:00:00+00:00,0
10644500.48,0.0003719999999999,0.0002600099999999,10003060.5,-0.0001876087956884,3.643107213421609e-07,-6.0146629095040455e-05,0.0002099999999999,0.0,24.61405924296372,0.0212911257245724,25.189493691176665,0.0212233442934293,-0.5754344482129454,0.0214710997182128,2024-09-03 17:00:00+00:00,0
8706398.680000002,0.00029,0.00025001,3987807.7,-0.0001758177904967,3.6443048026792804e-07,-4.012707854903971e-05,9.99999999999994e-05,6.000000000000103e-05,23.43621833180991,0.0212233442934293,24.61405924296372,0.0211950082200719,-1.1778409111538082,0.0214109530891177,2024-09-03 18:00:00+00:00,0
6818867.020000001,0.0002359999999999,0.0002000099999999,8417295.3,-0.0001587930441056,3.641939151707266e-07,-3.0776801409164445e-05,0.00014,3.999999999999837e-05,16.948147143813443,0.0211950082200719,23.43621833180991,0.0211812561650539,-6.488071187996468,0.0213708260105687,2024-09-03 19:00:00+00:00,0
8601818.7,0.0002299999999999,0.00023001,15839005.0,-0.0001377671908144,3.637425293673147e-07,-2.133989455460964e-05,0.0001199999999999,7.000000000000062e-05,32.429364789817214,0.0211812561650539,16.948147143813443,0.0211809421237904,15.48121764600377,0.0213400492091595,2024-09-03 20:00:00+00:00,1
8321550.160000001,0.0002259999999999,0.0001900099999999,3360582.3,-0.0001265081464814,3.6329477397371373e-07,-2.649457528066529e-05,9.999999999999593e-06,0.0001099999999999,61.52741815571557,0.0211809421237904,32.429364789817214,0.0211657065928428,29.09805336589836,0.0213187093146049,2024-09-03 21:00:00+00:00,1
6883531.760000001,0.0002079999999999,0.00017001,2812968.5,-0.0001301394961155,3.627408623520263e-07,-4.029529857657241e-05,1.9999999999999185e-05,1.0000000000003062e-05,55.80486897481823,0.0211657065928428,61.52741815571557,0.0211217799446321,-5.722549180897346,0.0212922147393243,2024-09-03 22:00:00+00:00,1
7201231.220000001,0.0002099999999999,0.0002600099999999,5576305.0,-0.0001526618901739,3.61468438569413e-07,-6.292259209969564e-05,5.000000000000143e-05,9.999999999999593e-06,33.32944489809542,0.0211217799446321,55.80486897481823,0.0210363349584741,-22.47542407672281,0.0212519194407477,2024-09-03 23:00:00+00:00,1
7619345.780000001,0.0002659999999999,0.0004800099999999,10507868.1,-0.0001937127166393,3.589428215110881e-07,-9.053291315307133e-05,0.0001399999999999,1.9999999999999185e-05,19.27548279060805,0.0210363349584741,33.32944489809542,0.0209047512188555,-14.053962107487363,0.021188996848648,2024-09-04 00:00:00+00:00,1
11377782.28,0.0003579999999999,0.0006900099999999,34631187.5,-0.0002162719966206,3.608410184486795e-07,-8.112852473266333e-05,1.9999999999999185e-05,0.00065,9.20967805596861,0.0209047512188555,19.27548279060805,0.0208010634141416,-10.065804734639444,0.0210984639354949,2024-09-04 01:00:00+00:00,0
12332736.360000003,0.0003679999999999,0.00024001,8135352.7,-0.0002120597953877,3.6347260918786026e-07,-5.697805476830714e-05,6.000000000000103e-05,5.999999999999756e-05,16.866047441782143,0.0208010634141416,9.20967805596861,0.0207482975606062,7.656369385813534,0.0210173354107623,2024-09-04 02:00:00+00:00,0
12964764.760000002,0.0003739999999999,0.0002000099999999,5973110.5,-0.0001800865380734,3.667879997133477e-07,-2.4047647465864908e-05,0.0,9.999999999999593e-06,29.589723183037847,0.0207482975606062,16.866047441782143,0.0207562231704546,12.723675741255704,0.020960357355994,2024-09-04 03:00:00+00:00,0
12881241.500000002,0.0003439999999999,0.00011001,5158688.7,-0.0001498010362167,3.670582424947966e-07,-1.684129447041688e-05,1.0000000000003062e-05,6.000000000000103e-05,33.68172871472615,0.0207562231704546,29.589723183037847,0.020769667377841,4.092005531688301,0.0209363097085281,2024-09-04 04:00:00+00:00,0
12785507.140000002,0.000322,0.0003700099999999,10029196.3,-0.0001659554254692,3.637203363933129e-07,-6.126245520769388e-05,9.999999999999593e-06,1.9999999999999185e-05,27.34879109796833,0.020769667377841,33.68172871472615,0.0206922505333807,-6.3329376167578175,0.0209194684140577,2024-09-04 05:00:00+00:00,0
7723609.480000001,0.000224,0.00020001,9321699.2,-0.0001592572643011,3.653357499511345e-07,-3.976079451333686e-05,0.0001,0.0,39.62002509268245,0.0206922505333807,27.34879109796833,0.0206591879000355,12.271233994714116,0.02085820595885,2024-09-04 06:00:00+00:00,0
7060003.540000002,0.000236,0.00030001,4817323.0,-0.0001285948840651,3.654883163571001e-07,-1.0459355244889916e-05,9.99999999999994e-05,3.0000000000002247e-05,61.85120661395577,0.0206591879000355,39.62002509268245,0.0206793909250266,22.23118152127332,0.0208184451643366,2024-09-04 07:00:00+00:00,0
7283913.980000001,0.000222,0.00013001,7092662.7,-9.85445074428888e-05,3.661306436555582e-07,-2.398107878904404e-06,6.000000000000103e-05,3.0000000000002247e-05,64.99545031847765,0.0206793909250266,61.85120661395577,0.02070704319377,3.144243704521884,0.0208079858090918,2024-09-04 08:00:00+00:00,0
7041438.280000001,0.000224,0.00012001,3946310.2,-8.156027905700455e-05,3.6645058332607444e-07,-8.74502682838424e-06,5.000000000000143e-05,3.0000000000002247e-05,57.89047122843588,0.02070704319377,64.99545031847765,0.0207152823953275,-7.104979090041773,0.0208055877012128,2024-09-04 09:00:00+00:00,0
5600033.640000002,0.0002,0.00025001,2822173.1,-9.346852130428032e-05,3.634659990133989e-07,-3.691235658460218e-05,3.0000000000002247e-05,9.999999999999593e-06,36.73207015825399,0.0207152823953275,57.89047122843588,0.0206664617964956,-21.15840107018189,0.0207968426743845,2024-09-04 10:00:00+00:00,0
4363498.500000002,0.000194,0.00017001,3139023.5,-8.759326138819967e-05,3.643080621497889e-07,-1.9990709039987425e-05,7.000000000000062e-05,1.9999999999999185e-05,40.3818973722923,0.0206664617964956,36.73207015825399,0.0206523463473717,3.649827214038311,0.0207599303177999,2024-09-04 11:00:00+00:00,0
4099772.120000001,0.000172,0.00019001,3498691.1,-7.73545670631412e-05,3.646643753823985e-07,-1.3325281167989728e-05,0.00011,5.000000000000143e-05,62.49392420181371,0.0206523463473717,40.3818973722923,0.0206492597605287,22.11202682952141,0.0207399396087599,2024-09-04 12:00:00+00:00,0
3701874.2200000016,0.000194,0.00024001,5103173.2,-5.412093018308112e-05,3.674986723313861e-07,4.4514229877411216e-06,9.999999999999593e-06,0.00012,63.507506046725446,0.0206492597605287,62.49392420181371,0.0206769448203965,1.0135818449117338,0.0207266143275919,2024-09-04 13:00:00+00:00,0
7204114.760000003,0.000378,0.0010400099999999,21457512.9,2.4618298128394056e-05,3.701894069144913e-07,7.452456658937553e-05,0.0004,0.0001099999999999,75.22452686524717,0.0206769448203965,63.507506046725446,0.0208302086152974,11.717020818521725,0.0207310657505796,2024-09-04 14:00:00+00:00,0
9405258.84,0.000438,0.0005500099999999,13827893.5,0.0001204781865932,3.729315030790932e-07,0.0001165879577107,2.9999999999998778e-05,0.0001299999999999,81.11491045892863,0.0208302086152974,75.22452686524717,0.021042656461473,5.890383593681463,0.020805590317169,2024-09-04 15:00:00+00:00,0
11660973.720000004,0.000488,0.00042001,14417597.9,0.0001869378412089,3.723928009537365e-07,0.000110376230016,0.00014,0.00021,84.82349127973123,0.021042656461473,81.11491045892863,0.0212194923461048,3.708580820802595,0.0209221782748798,2024-09-04 16:00:00+00:00,0
12023673.98,0.0005179999999999,0.00034001,5312192.4,0.0001900720220021,3.70779916375825e-07,5.699273268055388e-05,6.000000000000103e-05,0.0,80.91732617576828,0.0212194923461048,84.82349127973123,0.0212796192595786,-3.906165103962948,0.0210325545048958,2024-09-04 17:00:00+00:00,0
12413665.220000004,0.0005179999999999,0.0002400099999999,7053129.4,0.000164773505451,3.689063919099938e-07,2.5393701656478e-05,1.9999999999999185e-05,2.9999999999998778e-05,70.80437496506369,0.0212796192595786,80.91732617576828,0.0212797144446839,-10.112951210704594,0.0210895472375764,2024-09-04 18:00:00+00:00,0
9192948.760000002,0.0003519999999999,0.0002000099999999,5353930.6,0.0001638370195111,3.696303059646722e-07,4.6007874768948936e-05,2.9999999999998778e-05,0.0,73.29253950126991,0.0212797144446839,70.80437496506369,0.0213247858335129,2.4881645362062272,0.0211149409392329,2024-09-04 19:00:00+00:00,0
7090862.600000003,0.0002699999999999,0.00014001,3317462.7,0.0001601004029997,3.7003852500714493e-07,4.254015813308712e-05,4.000000000000184e-05,8.000000000000021e-05,71.68372418030567,0.0213247858335129,73.29253950126991,0.0213635893751347,-1.60881532096424,0.0211609488140018,2024-09-04 20:00:00+00:00,0
4664075.480000002,0.0002179999999999,0.00016001,2283662.3,0.0001581682555007,3.705679862306368e-07,4.353480371534213e-05,1.9999999999999185e-05,7.000000000000062e-05,60.16592236053799,0.0213635893751347,71.68372418030567,0.021405192031351,-11.517801819767683,0.0212034889721349,2024-09-04 21:00:00+00:00,0
4128688.920000002,0.0001859999999999,0.0001800099999999,2635259.6,0.0001493067511097,3.700263835176384e-07,3.506349655329685e-05,7.000000000000062e-05,7.000000000000062e-05,39.502759020825295,0.021405192031351,60.16592236053799,0.0214313940235132,-20.663163339712696,0.0212470237758502,2024-09-04 22:00:00+00:00,0
3065957.4400000023,0.0001779999999999,0.0002000099999999,1739472.0,0.0001280698815518,3.694957297540663e-07,1.838836367952512e-05,5.999999999999756e-05,5.000000000000143e-05,30.11794186032516,0.0214313940235132,39.502759020825295,0.0214285455176349,-9.384817160500134,0.0212820872724035,2024-09-04 23:00:00+00:00,0
2866266.280000002,0.000182,0.00023001,4355474.8,9.36635869542013e-05,3.6691078533218963e-07,-2.7300848110776987e-06,8.99999999999998e-05,0.0,36.760921669828136,0.0214285455176349,30.11794186032516,0.0213914091382262,6.642979809502975,0.0213004756360831,2024-09-05 00:00:00+00:00,0
2591567.740000002,0.000186,0.00016001,1943970.0,7.751070923391404e-05,3.6813628763853154e-07,8.300593163732689e-06,8.000000000000021e-05,9.999999999999593e-06,56.889685727584606,0.0213914091382262,36.760921669828136,0.0213835568536696,20.12876405775647,0.021297745551272,2024-09-05 01:00:00+00:00,0
2857088.9200000027,0.0001999999999999,0.0002300099999999,3611268.2,4.22609817412635e-05,3.669423269620798e-07,-1.813948592476605e-05,1.9999999999999185e-05,9.999999999999593e-06,25.420712796786944,0.0213835568536696,56.889685727584606,0.0213301676402522,-31.468972930797666,0.0213060461444357,2024-09-05 02:00:00+00:00,0
4095104.020000002,0.0002319999999999,0.00033001,8825335.1,-1.5893373853669707e-05,3.654475630003245e-07,-5.438755446813062e-05,0.0,4.999999999999796e-05,15.115048775099837,0.0213301676402522,25.420712796786944,0.0212176257301891,-10.305664021687107,0.0212879066585109,2024-09-05 03:00:00+00:00,0
4285206.160000002,0.0002439999999999,0.0002600099999999,2689982.7,-3.0997259195253424e-05,3.683154332382391e-07,-2.180254720571262e-05,3.0000000000002247e-05,2.9999999999998778e-05,26.998110132290662,0.0212176257301891,15.115048775099837,0.0211807192976418,11.883061357190826,0.0212335191040428,2024-09-05 04:00:00+00:00,0
3989688.5600000015,0.0002239999999999,0.00013001,2877886.8,-4.328154269410758e-05,3.678643881221065e-07,-2.289554091161952e-05,2.000000000000265e-05,8.000000000000021e-05,26.730820636193457,0.0211807192976418,26.998110132290662,0.0211455394732314,-0.2672894960972058,0.0212117165568371,2024-09-05 05:00:00+00:00,0
4170986.1000000015,0.000246,0.00027001,2850457.7,-5.215694221189296e-05,3.693290984065259e-07,-2.250946879006968e-05,4.000000000000184e-05,0.00021,28.72126543768012,0.0211455394732314,26.730820636193457,0.0211141546049235,1.9904448014866605,0.0211888210159255,2024-09-05 06:00:00+00:00,0
4151011.300000002,0.000246,0.0002300099999999,3511394.2,-3.985405382472482e-05,3.702206802192631e-07,-8.415396180599943e-07,5.999999999999756e-05,2.9999999999998778e-05,43.61377344240329,0.0211141546049235,28.72126543768012,0.0211256159536926,14.892508004723176,0.0211663115471354,2024-09-05 07:00:00+00:00,0
3024482.060000002,0.00022,0.00021001,3192688.9,-4.686204124557114e-05,3.687460529085678e-07,-1.939600100232114e-05,4.000000000000184e-05,4.000000000000184e-05,32.997690161688695,0.0211256159536926,43.61377344240329,0.0210992119652695,-10.616083280714598,0.0211654700075173,2024-09-05 08:00:00+00:00,0
3112512.3600000017,0.000198,0.00015001,3130134.2,-5.452183169427083e-05,3.693857069915665e-07,-2.2143200868678103e-05,9.999999999999593e-06,9.99999999999994e-05,38.82033244321045,0.0210992119652695,32.997690161688695,0.0210694089739521,5.822642281521759,0.021146074006515,2024-09-05 09:00:00+00:00,0
3377305.620000002,0.000202,0.00015001,4201853.1,-5.7683301096116135e-05,3.695548783709993e-07,-1.9190774086186305e-05,6.000000000000103e-05,7.000000000000062e-05,58.921206277786624,0.0210694089739521,38.82033244321045,0.021047056730464,20.10087383457617,0.0211239308056463,2024-09-05 10:00:00+00:00,0
3540777.300000002,0.000172,0.00012001,3667816.1,-6.598214617077602e-05,3.68796012417367e-07,-2.596533754136224e-05,4.000000000000184e-05,1.0000000000003062e-05,31.81312063989853,0.021047056730464,58.921206277786624,0.021012792547848,-27.10808563788809,0.0211047400315602,2024-09-05 11:00:00+00:00,0
3821092.880000001,0.000164,0.00019001,4912972.1,-6.567699059694884e-05,3.695598461049734e-07,-1.8503292535845817e-05,5.000000000000143e-05,0.00011,38.63021791987644,0.021012792547848,31.81312063989853,0.020994594410886,6.817097279977908,0.0210787746940188,2024-09-05 12:00:00+00:00,0
4099890.120000002,0.000172,0.00025001,4586675.1,-4.3456073120728966e-05,3.7016501539051793e-07,6.630479802267886e-06,3.999999999999837e-05,5.000000000000143e-05,57.62028233938344,0.020994594410886,38.63021791987644,0.0210234458081645,18.990064419507007,0.021060271401483,2024-09-05 13:00:00+00:00,0
4611080.880000001,0.000228,0.0004300099999999,5686088.0,-6.606394099049548e-05,3.674103809522294e-07,-3.825358417136604e-05,7.000000000000062e-05,1.9999999999999185e-05,25.638724729831807,0.0210234458081645,57.62028233938344,0.0209625843561234,-31.98155760955164,0.0210669018812852,2024-09-05 14:00:00+00:00,0
5837152.580000001,0.000266,0.00034001,10332211.6,-8.905692373949517e-05,3.696226294085627e-07,-4.515310628185401e-05,9.99999999999994e-05,0.00014,27.39463339131855,0.0209625843561234,25.638724729831807,0.0208944382670925,1.7559086614867423,0.0210286482971139,2024-09-05 15:00:00+00:00,0
6158901.260000002,0.000284,0.00021001,5276559.5,-8.820046506836238e-05,3.692198455666992e-07,-2.446602544427245e-05,4.000000000000184e-05,6.000000000000103e-05,38.74660967165369,0.0208944382670925,27.39463339131855,0.0208708287003194,11.351976280335135,0.020983495190832,2024-09-05 16:00:00+00:00,0
5935711.940000002,0.00028,0.00017001,3797025.5,-6.603708476318054e-05,3.70298459498341e-07,1.294446149643913e-07,0.0,1.9999999999999185e-05,48.95476371514581,0.0208708287003194,38.74660967165369,0.0208931215252395,10.208154043492122,0.0209590291653877,2024-09-05 17:00:00+00:00,0
5633472.1000000015,0.000254,0.0001200099999999,3075475.9,-6.226298473937034e-05,3.68706850467179e-07,-1.4554481333698547e-05,9.999999999999593e-06,0.0,46.996710230283824,0.0208931215252395,48.95476371514581,0.0208823411439296,-1.9580534848619848,0.0209591586100027,2024-09-05 18:00:00+00:00,0
5516332.560000001,0.000236,0.00034001,5100390.3,-8.573438689924925e-05,3.676417467638696e-07,-4.461388382253837e-05,0.0,9.99999999999994e-05,36.36153280388735,0.0208823411439296,46.996710230283824,0.0208142558579472,-10.635177426396474,0.020944604128669,2024-09-05 19:00:00+00:00,0
3938813.440000002,0.000196,0.00014001,2444616.0,-9.929965207319812e-05,3.672407031055015e-07,-3.9998699312863983e-05,6.000000000000103e-05,6.000000000000103e-05,25.712571542849503,0.0208142558579472,36.36153280388735,0.0207606918934604,-10.648961261037847,0.0208999902448465,2024-09-05 20:00:00+00:00,0
6058557.400000001,0.000192,0.00019001,15875279.3,-9.897375270049094e-05,3.6776098563506e-07,-2.7998872737817343e-05,9.999999999999593e-06,0.00013,41.55466386172698,0.0207606918934604,25.712571542849503,0.0207330189200953,15.842092318877476,0.0208599915455336,2024-09-05 21:00:00+00:00,0
6295880.300000002,0.000204,0.00023001,4983640.0,-9.196279301821458e-05,3.685972273218239e-07,-2.0265689706110143e-05,1.9999999999999185e-05,0.00018,49.29091498021325,0.0207330189200953,41.55466386172698,0.0207197641900715,7.736251118486273,0.0208319926727958,2024-09-05 22:00:00+00:00,0
6191509.700000002,0.000202,0.0001100099999999,2553622.9,-8.900690945746678e-05,3.673905304378782e-07,-2.289693107862533e-05,1.9999999999999185e-05,3.999999999999837e-05,37.495898886059344,0.0207197641900715,49.29091498021325,0.0206998231425536,-11.795016094153908,0.0208117269830897,2024-09-05 23:00:00+00:00,0
6432073.960000003,0.000164,0.0001500099999999,6303211.6,-8.761868816106397e-05,3.668434729984693e-07,-2.384400693480893e-05,1.9999999999999185e-05,0.0001199999999999,15.684121787205726,0.0206998231425536,37.495898886059344,0.0206773673569152,-21.81177709885361,0.020788830052011,2024-09-06 00:00:00+00:00,0
