atr_5,volume_ma_5,volume,candle_range,alt_btc_ratio,ema_divergence,ema_14_slope,ema_7_prev,rsi_7_prev,ema_7_slope,ema_14_prev,rsi_7,open,volume_slope,ema_14,timestamp,binary_label
0.6600000000000008,251.7322,393.873,0.6000000100000015,0.0010504784357232,-0.1864195710997123,-0.0353774600579797,60.65804522570287,62.06896401902494,-0.0145113064257174,60.865330950434846,49.99999875000003,60.8,111.06,60.82995349037687,2024-09-02 06:00:00+00:00,1
0.6600000000000008,317.98400000000004,570.877,0.7000000100000029,0.0010426080910905,-0.2366425855354208,-0.1106604653835816,60.643533919277154,49.99999875000003,-0.1608834798192902,60.82995349037687,39.39393855831034,60.6,177.00399999999996,60.71929302499328,2024-09-02 07:00:00+00:00,1
0.8599999999999994,432.11980000000005,785.904,1.4000000099999983,0.0010507094786569,-0.144732792067451,0.0374275966675625,60.48265043945786,39.39393855831034,0.1293373901355323,60.71929302499328,52.38095150793655,60.0,215.02700000000004,60.75672062166085,2024-09-02 08:00:00+00:00,0
1.000000000000001,797.9812,1956.439,1.4000000100000056,0.0010633133769445,0.0481663334223085,0.1791039171118882,60.6119878295934,52.38095150793655,0.3720030426016478,60.75672062166085,68.74999899739588,60.9,1170.535,60.935824538772735,2024-09-02 09:00:00+00:00,0
1.040000000000002,1299.5236,2790.525,1.1000000100000014,0.0010598560544533,0.1602785538765729,0.1418900614969729,60.98399087219504,68.74999899739588,0.2540022819512373,60.935824538772735,64.4444434419753,62.1,834.086,61.07771460026971,2024-09-02 10:00:00+00:00,0
1.0200000000000018,1295.1784000000002,372.147,0.50000001,0.0010595321865851,0.2161422120426195,0.109638053297381,61.23799315414628,64.4444434419753,0.1655017114634276,61.07771460026971,72.49999873124999,61.9,-2418.378,61.18735265356709,2024-09-02 11:00:00+00:00,0
0.9600000000000009,1291.0508000000002,550.239,0.4000000099999986,0.0010600415043067,0.2452488494491334,0.0950196461910621,61.40349486560971,72.49999873124999,0.124126283597576,61.18735265356709,65.62499856445314,61.9,178.09200000000004,61.28237229975815,2024-09-02 12:00:00+00:00,0
0.8000000000000014,1206.518,363.24,0.6000000100000015,0.0010587608853853,0.2209932021150678,0.0423503600322447,61.527621149207285,65.62499856445314,0.0180947126981791,61.28237229975815,65.62499856445314,61.9,-186.999,61.3247226597904,2024-09-02 13:00:00+00:00,0
0.7,1110.4414000000002,1476.056,0.9000000099999986,0.0010597812174684,0.2561939246107485,0.1033703120279483,61.54571586190546,65.62499856445314,0.138571034523629,61.3247226597904,83.87096584807497,61.6,1112.816,61.42809297181834,2024-09-02 14:00:00+00:00,0
0.6399999999999991,753.9354000000001,1007.995,0.8000000099999972,0.0010523080823239,0.212201263412588,0.0229209370908876,61.68428689642909,83.87096584807497,-0.0210717241072728,61.42809297181834,61.53845988165688,62.2,-468.061,61.45101390890923,2024-09-02 15:00:00+00:00,0
0.6799999999999983,860.6616,905.778,0.7000000099999958,0.0010489330705287,0.1298659915200346,-0.0334685211878991,61.66321517232182,61.53845988165688,-0.1158037930804525,61.45101390890923,26.3157885041552,61.6,-102.21699999999998,61.41754538772133,2024-09-02 16:00:00+00:00,0
0.7199999999999974,892.9844,711.853,0.6000000099999944,0.0010544483278449,0.1303525317392058,0.0376606149704912,61.54741137924137,26.3157885041552,0.0381471551896623,61.41754538772133,43.47825954631389,61.3,-193.92500000000007,61.455206002691824,2024-09-02 17:00:00+00:00,0
0.6799999999999968,933.5632000000002,566.134,0.4000000099999986,0.0010549531417855,0.1263236984903599,0.032639199641089,61.58555853443103,43.47825954631389,0.0286103663922432,61.455206002691824,45.4545440082646,61.7,-145.71899999999994,61.48784520233291,2024-09-02 18:00:00+00:00,0
0.5999999999999972,787.6676,746.578,0.50000001,0.0010574950474837,0.1311608335955867,0.0416206396889506,61.61416890082327,45.4545440082646,0.0464577747941774,61.48784520233291,47.82608550094518,61.7,180.444,61.52946584202186,2024-09-02 19:00:00+00:00,0
0.6399999999999977,749.5402,817.358,1.00000001,0.0010577705451586,0.1999329436274735,0.1160712210637555,61.66062667561745,47.82608550094518,0.1848433310956423,61.52946584202186,65.38461362426038,61.9,70.77999999999997,61.64553706308562,2024-09-02 20:00:00+00:00,0
0.6199999999999989,718.3644,749.899,0.6000000100000015,0.0010550917066066,0.2263037170272852,0.087261724921916,61.84547000671309,65.38461362426038,0.1136324983217278,61.64553706308562,54.54545280991732,62.5,-67.45899999999995,61.732798788007536,2024-09-02 21:00:00+00:00,0
0.5799999999999997,635.7662,298.862,0.4000000099999986,0.0010530751563732,0.2592345958362472,0.1022934949323328,61.95910250503482,54.54545280991732,0.1352243737412948,61.732798788007536,73.68420781163442,62.4,-451.037,61.83509228293987,2024-09-02 22:00:00+00:00,0
0.5600000000000008,550.0202,137.404,0.3000000100000042,0.0010552638641631,0.2603318472008666,0.075321028941353,62.09432687877612,73.68420781163442,0.0764182803059725,61.83509228293987,87.499996171875,62.4,-161.45800000000003,61.91041331188122,2024-09-02 23:00:00+00:00,0
0.540000000000002,458.1604,287.279,0.4000000100000057,0.0010580851628615,0.2873673323478414,0.1052782250825075,62.17074515908209,87.499996171875,0.1323137102294822,61.91041331188122,85.7142814285715,62.4,149.875,62.01569153696373,2024-09-03 00:00:00+00:00,0
0.540000000000002,745.9834000000001,2256.473,1.00000001,0.001072607080116,0.4120281532817813,0.2245744617381717,62.30305886931157,85.7142814285715,0.3492352826721117,62.01569153696373,91.66666399305554,62.7,1969.194,62.2402659987019,2024-09-03 01:00:00+00:00,0
0.540000000000002,668.9096000000002,364.53,0.6000000100000015,0.0010689415000688,0.4443234151127839,0.1546312001730783,62.65229415198368,91.66666399305554,0.1869264620040809,62.2402659987019,80.76922859467446,63.7,-1891.943,62.39489719887498,2024-09-03 02:00:00+00:00,0
0.5600000000000023,752.6338000000001,717.483,0.50000001,0.0010725585885128,0.450504554799167,0.134013706816674,62.83922061398776,80.76922859467446,0.1401948465030571,62.39489719887498,74.99999737499992,63.5,352.953,62.52891090569165,2024-09-03 03:00:00+00:00,0
