atr_5,volume,candle_range,volume_ma_5,alt_btc_ratio,lower_wick,ema_14_prev,upper_wick,low,open,rsi_7,ema_14,high,ema_divergence,ema_7_slope,timestamp,binary_label
0.0577999999999999,14604.99,0.0220000099999993,29722.506,9.813132713909304e-05,0.0009999999999994,5.671483446672909,0.0190000000000001,5.658,5.659,61.03284379202309,5.670085653783188,5.68,-0.0180941931040301,0.00300284644028,2024-09-02 06:00:00+00:00,1
0.0567999999999999,165083.14,0.0620000100000002,55173.60400000001,9.90825222566418e-05,0.0209999999999999,5.670085653783188,0.0,5.64,5.661,57.86799974233504,5.674340899945429,5.702,-0.0098473044360609,0.0125021348302105,2024-09-02 07:00:00+00:00,1
0.1152000000000001,638423.44,0.3250000100000002,177926.76799999998,0.0001025905845062,0.0060000000000002,5.674340899945429,0.0649999999999995,5.696,5.702,84.59768753600429,5.711895446619373,6.021,0.0254747500126528,0.0728766011226573,2024-09-02 08:00:00+00:00,0
0.1254000000000001,242212.73,0.1230000100000002,217965.464,0.000102598611186,0.0550000000000006,5.711895446619373,0.0289999999999999,5.898,5.953,86.695265947063,5.749242720403457,6.021,0.051784927070563,0.063657450841994,2024-09-02 09:00:00+00:00,0
0.1354000000000001,254939.12,0.1450000100000004,263052.684,0.0001039000822414,0.0170000000000003,5.749242720403457,0.0419999999999998,5.975,5.992,88.60292977535826,5.793077024349662,6.12,0.0771937112558527,0.0692430881314951,2024-09-02 10:00:00+00:00,0
0.1520000000000003,150641.58,0.1050000100000004,290260.002,0.0001029577722505,0.0110000000000001,5.793077024349662,0.0300000000000002,6.004,6.079,88.44035561316524,5.822666754436374,6.109,0.0837862972677623,0.0361823160986212,2024-09-02 11:00:00+00:00,0
0.1556000000000002,198705.94,0.08000001,296984.56200000003,0.000102562012428,0.0060000000000002,5.822666754436374,0.0489999999999994,5.983,6.014,82.4803035952337,5.844844520511524,6.063,0.0822452682665781,0.0206367370739659,2024-09-02 12:00:00+00:00,1
0.1038000000000002,187091.68,0.0660000099999998,206718.21,0.0001027823067305,0.0350000000000001,5.844844520511524,0.024,5.945,5.987,80.97086278065947,5.862865251109987,6.011,0.0774520904735895,0.0132275528054748,2024-09-02 13:00:00+00:00,1
0.1054000000000002,238423.88,0.1310000100000002,205960.44,0.0001030769493318,0.056,5.862865251109987,0.0170000000000003,5.926,5.982,81.6479293719943,5.886483217628656,6.057,0.0787547885590269,0.0249206646041058,2024-09-02 14:00:00+00:00,0
0.1025999999999999,171238.99,0.1310000099999993,189220.414,0.000105008730228,0.0169999999999994,5.886483217628656,0.0059999999999993,6.022,6.039,74.6769890765136,5.921218788611502,6.153,0.0894597160292596,0.0454404984530789,2024-09-02 15:00:00+00:00,0
0.0995999999999998,192885.63,0.0900000099999998,197669.224,0.0001050475619161,0.0189999999999992,5.921218788611502,0.0520000000000004,6.11,6.148,68.5636726301975,5.948922950129968,6.2,0.0913359283506034,0.0295803738398099,2024-09-02 16:00:00+00:00,0
0.0985999999999998,98815.64,0.0750000100000001,177691.164,0.0001051030342989,0.0039999999999995,5.948922950129968,0.0499999999999998,6.125,6.129,61.84209102320269,5.975733223445973,6.2,0.0919609354144554,0.0274352803798567,2024-09-02 17:00:00+00:00,0
0.0949999999999999,60158.63,0.04800001,152304.55399999995,0.0001057688838749,0.0100000000000006,5.975733223445973,0.0019999999999997,6.14,6.15,80.86640555722606,6.003768793653176,6.188,0.0935018254921455,0.0295764602848933,2024-09-02 18:00:00+00:00,0
0.0827999999999999,62565.78,0.0700000100000002,117132.934,0.0001050992650751,0.0130000000000007,6.003768793653176,0.0119999999999995,6.129,6.187,75.9321853720239,6.022199621166086,6.199,0.0862533431929053,0.0111823452136698,2024-09-02 19:00:00+00:00,0
0.0746000000000002,69474.1,0.0900000100000007,96779.956,0.0001048955790615,0.0190000000000001,6.022199621166086,0.0260000000000006,6.124,6.143,81.32528405792195,6.044306338343941,6.214,0.0840333849253021,0.0198867589102516,2024-09-02 20:00:00+00:00,0
0.0722000000000003,60591.95,0.0780000100000002,70321.22,0.0001040527037783,0.0140000000000002,6.044306338343941,0.0190000000000001,6.13,6.189,66.4556814813364,6.05759882656475,6.208,0.0746559658871834,0.0039150691826899,2024-09-02 21:00:00+00:00,0
0.0696000000000003,43124.94,0.0620000100000002,59183.08,0.0001039090318296,0.0030000000000001,6.05759882656475,0.0380000000000002,6.143,6.146,54.31032844084911,6.07218564968945,6.205,0.0687554446495006,0.0086863018870175,2024-09-02 22:00:00+00:00,0
0.0756000000000003,64070.3,0.0780000100000002,59965.414,0.0001032095410735,0.0069999999999996,6.07218564968945,0.0050000000000007,6.096,6.169,45.32372959474437,6.076294229730857,6.174,0.0551615910233564,-0.0094852735847368,2024-09-02 23:00:00+00:00,0
0.0692000000000003,38122.85,0.0380000100000002,55076.828,0.0001035303424905,0.0060000000000002,6.076294229730857,0.0010000000000003,6.098,6.104,47.40483280851788,6.084121665766743,6.136,0.0482201997989175,0.0008860448114464,2024-09-03 00:00:00+00:00,0
0.0634000000000002,42551.44,0.0610000099999999,49692.296,0.0001032700034906,0.0460000000000002,6.084121665766743,0.0129999999999999,6.087,6.135,39.60783226451657,6.090638776997843,6.148,0.0418676221764018,0.0001645336085847,2024-09-03 01:00:00+00:00,0
