volume_ma_5,volume,alt_btc_ratio,candle_range,atr_5,ema_14_prev,ema_divergence,rsi_7_prev,upper_wick,rsi_7,body_size,lower_wick,low,close,ema_7_slope,timestamp,binary_label
10430.8219,10510.6857,0.0430537321107207,15.620000009999892,19.395999999999912,2493.093930126059,12.513616426442695,70.87369505350162,8.200000000000273,46.49385172391856,1.2300000000000182,6.1899999999996,2505.78,2511.97,1.2818813769908957,2024-09-02 16:00:00+00:00,0
9841.92152,5948.2734,0.0431141191656493,13.25000001,19.22999999999993,2495.610739442585,12.55495938486365,46.49385172391856,2.2199999999998,48.38916487598608,10.820000000000164,0.2100000000000363,2511.75,2522.78,3.663911032743272,2024-09-02 17:00:00+00:00,0
8905.82042,5845.3272,0.0431532258740167,15.370000009999892,18.54599999999992,2499.233307516907,12.2893336616753,48.38916487598608,7.059999999999945,57.38667638067419,1.0700000000001637,7.239999999999782,2515.55,2523.86,3.017933274557436,2024-09-02 18:00:00+00:00,0
7641.86022,7611.8138,0.0431938814500139,7.430000009999836,12.941999999999917,2502.516866514653,11.752532486213568,57.38667638067419,2.3899999999998727,53.46693379273175,0.3899999999998726,4.650000000000091,2519.21,2524.25,2.360949955917931,2024-09-02 19:00:00+00:00,0
8988.8045,15027.9224,0.0432963791700569,42.61000001000013,18.85599999999995,2505.4146176460326,14.499027305956131,53.46693379273175,10.690000000000056,88.1015417198702,29.87999999999965,2.0400000000004184,2522.22,2554.14,9.24321246693853,2024-09-02 20:00:00+00:00,0
8469.419,7913.7582,0.0430966856910596,26.370000010000343,21.00600000000004,2511.9113352932286,14.703114695256772,88.1015417198702,8.940000000000055,71.2090509121134,9.400000000000093,8.0300000000002,2536.7,2544.73,4.579909350203707,2024-09-02 21:00:00+00:00,0
8227.48686,4738.6127,0.0428835792558684,7.580000009999927,19.872000000000025,2516.287157254132,14.39350100846059,71.2090509121134,3.6100000000001273,80.00751586620599,0.4099999999998545,3.559999999999945,2541.17,2545.14,3.537432012652971,2024-09-02 22:00:00+00:00,0
7903.184759999999,4223.8167,0.0429209974340515,13.290000009999964,19.45600000000004,2520.134202953581,12.880635411760975,80.00751586620599,2.590000000000145,72.0230039742629,7.129999999999654,3.570000000000164,2534.44,2538.01,0.870574009489701,2024-09-02 23:00:00+00:00,0
7581.8102,6004.941,0.042773134897083,12.270000009999984,20.42400000000007,2522.51764255977,11.075918260180517,72.0230039742629,2.349999999999909,61.486355635687225,3.349999999999909,6.570000000000164,2528.08,2534.65,-0.1870694928829834,2024-09-03 00:00:00+00:00,0
5634.4809000000005,5291.2759,0.04269464492917,16.020000009999983,15.10600000000004,2524.135290218468,9.63865483631389,61.486355635687225,8.099999999999909,61.351718696939024,0.900000000000091,7.019999999999982,2527.63,2535.55,0.0846978803378988,2024-09-03 01:00:00+00:00,0
6066.01692,10071.4383,0.0426413240981733,25.310000009999943,14.89399999999996,2525.657251522672,7.630645116257256,61.351718696939024,18.049999999999727,54.21372712780253,6.450000000000273,0.8099999999999454,2528.29,2529.1,-1.5489765897464167,2024-09-03 02:00:00+00:00,0
6390.795039999999,6362.5033,0.0425639969826254,15.070000010000165,16.392000000000007,2526.1162846529824,4.542750627677833,54.21372712780253,0.7000000000002728,3.2139352250986235,13.099999999999907,1.2699999999999818,2514.73,2516.0,-4.436732442310131,2024-09-03 03:00:00+00:00,0
6624.5864,5392.7735,0.0426127273536392,8.60000000999991,15.453999999999995,2524.767446699252,2.6606941891786846,3.2139352250986235,3.619999999999891,10.913404485054784,2.369999999999891,2.610000000000128,2513.39,2518.37,-2.735049331732625,2024-09-03 04:00:00+00:00,0
6139.50708,3579.5444,0.0426137938025884,10.1900000099996,15.03799999999992,2523.914453806018,1.7885010311820224,10.913404485054784,3.059999999999945,18.98597623168768,3.769999999999982,3.3599999999996726,2515.01,2522.14,-1.1087869987991326,2024-09-03 05:00:00+00:00,0
6111.38008,5150.6409,0.04267256456844,9.680000009999835,13.769999999999891,2523.677859965216,0.0991254441119053,18.98597623168768,0.0,18.02355347512413,9.109999999999673,0.5700000000001637,2512.46,2513.03,-3.109090249099154,2024-09-03 06:00:00+00:00,0
5149.1369,5260.2224,0.0426233252131546,10.580000009999928,10.82599999999984,2522.2581453031867,-0.2416062022880396,18.02355347512413,4.069999999999709,32.11747981411126,6.510000000000218,0.0,2513.04,2519.55,-0.7018176868245973,2024-09-03 07:00:00+00:00,0
5553.67278,8385.1827,0.0425261383843445,26.300000010000183,13.071999999999845,2521.897059262762,-2.7276948990379424,32.11747981411126,0.9899999999997816,20.822368397079373,19.48000000000001,5.830000000000382,2494.24,2500.07,-5.3963632651184525,2024-09-03 08:00:00+00:00,0
5470.60636,4977.4414,0.0425349050514658,10.800000010000185,13.511999999999896,2518.986784694393,-3.77089605529136,20.822368397079373,4.7400000000002365,28.71067028027069,4.129999999999654,1.930000000000291,2498.14,2504.2,-3.014772448839267,2024-09-03 09:00:00+00:00,0
5659.76622,4525.3437,0.0424059741085402,13.60000000999991,14.19399999999996,2517.015213401808,-4.194946938345765,28.71067028027069,7.699999999999818,38.489672919658496,1.1000000000003638,4.799999999999727,2499.4,2505.3,-1.9860793366287908,2024-09-03 10:00:00+00:00,0
5192.9381,2816.5003,0.04248357936078,9.240000010000236,14.10600000000004,2515.453184948233,-3.830248447719896,38.489672919658496,1.25,40.929752006919976,4.25,3.740000000000237,2501.6,2509.59,-0.4170595024716022,2024-09-03 11:00:00+00:00,0
5308.58698,5838.4668,0.0424574207394232,12.98000001000002,14.584000000000106,2514.671426955136,-3.3336861472221244,40.929752006919976,8.400000000000091,37.52185308945494,1.1299999999996544,3.450000000000273,2506.14,2510.72,-0.0302946268539017,2024-09-03 12:00:00+00:00,0
8686.150140000002,25272.9985,0.0422113464633549,58.810000009999946,21.08600000000006,2514.144570027784,-8.222131113657724,37.52185308945494,7.210000000000036,20.870305075228515,45.61999999999989,5.980000000000018,2459.12,2465.1,-11.4277209701404,2024-09-03 13:00:00+00:00,0
13934.755480000002,31220.4681,0.0424161529066368,26.14000000999988,24.154,2507.60529402408,-13.323549304719563,20.870305075228515,4.259999999999764,11.259118291699266,18.829999999999927,3.050000000000182,2443.21,2446.26,-13.280790727605565,2024-09-03 14:00:00+00:00,0
16867.000099999997,19186.5668,0.0423388479861411,20.580000009999928,25.55,2499.425921487536,-16.45785281875169,11.259118291699266,10.099999999999907,13.766804537697752,2.2599999999997635,8.220000000000255,2435.79,2444.01,-10.523093045703718,2024-09-03 15:00:00+00:00,0
18596.68306,11464.9151,0.0422878976918278,11.620000009999892,26.02599999999993,2492.037131955864,-18.37355500891499,13.766804537697752,5.009999999999764,8.479646240166787,3.660000000000309,2.949999999999818,2437.4,2440.35,-8.807319784278206,2024-09-03 16:00:00+00:00,0
19130.26342,8506.3686,0.0423290235363444,25.48000001000002,28.52599999999993,2485.145514361749,-18.778809598889893,8.479646240166787,21.69999999999981,9.48031900355504,2.019999999999982,1.7600000000002185,2438.52,2442.3,-6.117989838208359,2024-09-03 17:00:00+00:00,0
16202.93674,10636.3651,0.0423333218243966,21.17000001000008,20.997999999999955,2479.432779113516,-17.26126476241143,9.48031900355504,4.800000000000182,15.572885409836388,9.899999999999636,6.470000000000255,2435.83,2452.2,-2.113492378656701,2024-09-03 18:00:00+00:00,0
12142.93998,10920.4843,0.0421665575577989,23.62000000999989,20.49399999999996,2475.8017418983804,-16.23615179328681,15.572885409836388,17.670000000000073,13.648928807239912,4.599999999999909,1.349999999999909,2446.25,2447.6,-2.7351192839923897,2024-09-03 19:00:00+00:00,0
9637.43542,6659.044,0.0423097135398777,18.040000009999964,19.98599999999997,2472.0415096452634,-13.160789970245787,13.648928807239912,1.8599999999996728,48.69778004878809,16.01000000000022,0.1700000000000727,2447.43,2463.61,1.9511605370057623,2024-09-03 20:00:00+00:00,0
8982.22604,8188.8682,0.0424014197394632,20.96000001000004,21.854,2470.917308359228,-10.562111786261084,48.69778004878809,5.580000000000382,73.55974829813323,1.3699999999998909,14.009999999999764,2449.61,2464.99,1.8083704027544627,2024-09-03 21:00:00+00:00,0
8015.7629,3674.0529,0.0424019701028255,12.380000009999655,19.233999999999924,2470.127000577998,-9.850900573796023,73.55974829813323,0.9699999999998,59.79550093689806,11.409999999999854,0.0,2453.59,2453.59,-1.493722197934403,2024-09-03 22:00:00+00:00,0
8969.834619999998,15406.7237,0.0421879590653518,43.88000001000011,23.77599999999993,2467.9220671675985,-12.361916599900267,59.79550093689806,1.400000000000091,39.7606744250306,28.309999999999945,14.170000000000073,2411.12,2425.29,-8.19529164845062,2024-09-03 23:00:00+00:00,0
11585.19564,23997.2894,0.0419369821711648,60.02000000999998,31.055999999999948,2462.237791545252,-16.966513130204476,39.7606744250306,23.9399999999996,27.12723656164087,29.0,7.080000000000382,2389.2,2396.28,-13.398968736337793,2024-09-04 00:00:00+00:00,0
29379.0308,95628.2198,0.0416685964939777,90.4700000099998,45.54199999999992,2453.4434193392185,-22.91378377056208,27.12723656164087,0.8399999999996908,14.387358310522714,30.17000000000008,59.46000000000004,2306.65,2366.11,-17.591726552253476,2024-09-04 01:00:00+00:00,0
30353.27842,13060.1063,0.0417391537672726,15.670000010000074,44.48399999999992,2441.798963427322,-26.21055022777591,14.387358310522714,5.289999999999964,14.744785475393073,1.6700000000000728,8.710000000000036,2355.73,2364.44,-13.61129491419024,2024-09-04 02:00:00+00:00,0
31954.730059999994,11681.3111,0.0418858480904607,18.41000000999985,45.68999999999996,2431.4844349703462,-26.481096750705547,14.744785475393073,9.480000000000018,8.996289251246495,8.559999999999945,0.3699999999998908,2364.07,2373.0,-8.068471185642466,2024-09-04 03:00:00+00:00,0
30149.23978,6379.2723,0.0419550569725191,13.98000001000002,39.70999999999994,2423.6865103076334,-25.12091543225324,8.996289251246495,1.5,12.344172252950033,5.610000000000127,6.869999999999891,2366.12,2378.6,-4.651353389232099,2024-09-04 04:00:00+00:00,0
27976.70308,13134.6059,0.0420472086241896,17.890000009999873,31.283999999999924,2417.674975599949,-24.958100394184385,12.344172252950033,2.8599999999996726,12.13679608425825,13.350000000000364,1.6799999999998363,2363.56,2365.24,-6.82851504192422,2024-09-04 05:00:00+00:00,0
10712.883019999996,9309.1195,0.0421578975425129,18.70000001000028,16.930000000000017,2410.683645519956,-23.17100060629992,12.13679608425825,11.420000000000073,22.415054871207005,7.2800000000002,0.0,2365.24,2372.52,-3.301386281442774,2024-09-04 06:00:00+00:00,0
11480.132179999997,16896.3521,0.0423205159835054,44.11000001000013,22.61800000000003,2405.5951594506287,-17.8536857239651,22.415054871207005,13.190000000000056,52.73943952643484,29.009999999999764,1.9100000000003088,2370.6,2401.52,4.773960288917806,2024-09-04 07:00:00+00:00,0
11235.387,10457.5852,0.0422908190319604,15.23000001000002,21.982000000000063,2405.051804857212,-13.816308192981978,52.73943952643484,9.309999999999944,76.90196668115348,0.1199999999998908,5.800000000000182,2395.6,2401.4,3.5504702166881543,2024-09-04 08:00:00+00:00,0
12149.304339999995,10948.859,0.0422884679909656,12.400000010000092,21.666000000000075,2404.5648975429167,-11.664802524743209,76.90196668115348,3.590000000000145,70.13348157801246,8.009999999999764,0.8000000000001819,2392.6,2393.4,0.6628526625163431,2024-09-04 09:00:00+00:00,0
11176.669579999998,8271.4321,0.0423182824991652,16.25000001,21.3380000000001,2403.0762445371943,-10.374497089563649,70.13348157801246,10.0,61.93433888885812,4.260000000000218,1.9899999999997813,2387.15,2389.14,-0.5678605031130246,2024-09-04 10:00:00+00:00,0
10703.397399999998,6942.7586,0.0424013221854948,14.300000009999728,20.45799999999999,2401.2180785989017,-8.066481987044881,61.93433888885812,4.429999999999836,64.07536630167091,9.63000000000011,0.2399999999997817,2388.9,2398.77,1.9816046226656,2024-09-04 11:00:00+00:00,0
10597.722639999996,16367.9783,0.0424590181023,18.760000009999764,15.38799999999992,2400.8916681190485,-5.782889437506128,64.07536630167091,10.63000000000011,80.25518332347897,4.409999999999855,3.7199999999998,2395.05,2403.18,2.58870346699905,2024-09-04 12:00:00+00:00,1
11632.867099999998,15633.3075,0.0425735528412108,15.23000001000002,15.38799999999992,2401.196779036509,-3.895791299055873,80.25518332347897,5.019999999999982,78.36420822290283,1.800000000000182,8.409999999999854,2394.77,2404.98,2.3915276002494466,2024-09-04 13:00:00+00:00,1
16434.649319999997,34957.7701,0.0424003366306678,57.52000000999998,24.4119999999999,2401.701208498308,1.3701822009052194,78.36420822290283,12.190000000000056,79.94492134138741,33.50999999999976,11.820000000000164,2393.16,2438.49,10.171145700187026,2024-09-04 14:00:00+00:00,0
19636.55512,24280.9611,0.0422369009529707,32.070000010000165,27.57599999999993,2406.606380698534,6.720225569183185,79.94492134138741,3.1700000000000728,84.38614358243703,16.91000000000031,11.989999999999782,2426.5,2455.4,11.85585927514012,2024-09-04 15:00:00+00:00,0
23155.646799999995,24538.217,0.0424120301194721,40.00000001,32.71599999999999,2413.112196605396,12.507746239591595,84.38614358243703,12.88000000000011,95.3816131106165,21.73000000000001,5.389999999999873,2450.0,2477.12,14.321894456355494,2024-09-04 16:00:00+00:00,0
22428.26528,12731.0707,0.0423216075192646,30.15000001000009,34.99400000000005,2421.646570391343,12.629209800703393,95.3816131106165,0.8400000000001455,76.10068328581389,27.63000000000011,1.6799999999998363,2447.81,2449.49,3.833920842266252,2024-09-04 17:00:00+00:00,0
20679.94696,6891.7159,0.0423408497432824,17.960000010000037,35.540000000000056,2425.3590276724976,11.45885412206917,76.10068328581389,7.670000000000073,69.28723023655722,7.099999999999909,3.1900000000000546,2439.2,2442.39,1.100440631699712,2024-09-04 18:00:00+00:00,0
14500.549319999996,4060.7819,0.0422363770304907,14.820000010000165,27.00000000000009,2427.629823982832,11.455994460221518,69.28723023655722,3.160000000000309,70.67713606089666,9.769999999999982,1.889999999999873,2440.5,2452.16,3.2678304737746657,2024-09-04 19:00:00+00:00,0
10773.495239999998,5645.6907,0.04229912446611,13.590000009999692,23.303999999999995,2430.900514118454,11.447935864679494,70.67713606089666,4.2199999999998,71.02452857524015,3.230000000000018,6.139999999999873,2446.01,2455.38,3.255872855330836,2024-09-04 20:00:00+00:00,0
6431.852199999997,2830.0018,0.0423946643717728,14.35000000999991,18.17399999999997,2434.1644455693267,11.965266582088589,71.02452857524015,2.5,63.09245478834792,7.7400000000002365,4.109999999999673,2451.28,2463.13,4.379404641498695,2024-09-04 21:00:00+00:00,0
4845.6639799999975,4800.1296,0.0423648384450359,10.940000010000055,14.33199999999997,2438.0265194934163,11.8536893290011,63.09245478834792,6.420000000000073,54.70944460984842,0.4200000000000727,4.099999999999909,2458.61,2462.71,3.1795534811235484,2024-09-04 22:00:00+00:00,0
4414.290699999998,4734.8495,0.0422748309927912,21.300000009999728,14.99999999999991,2441.3176502276274,9.986041136860877,54.70944460984842,1.9099999999998545,30.54941814496324,12.0,7.389999999999873,2443.32,2450.71,-0.6153348891571113,2024-09-04 23:00:00+00:00,0
5413.046859999997,9054.5627,0.0423249177769827,15.180000009999835,15.071999999999845,2442.5699635306105,8.910535107407668,30.54941814496324,7.599999999999909,55.93679449400528,4.039999999999964,3.539999999999964,2447.17,2454.75,0.5484988331322711,2024-09-05 00:00:00+00:00,0
5444.6150199999975,5803.5315,0.0423694533744878,14.10000000999991,15.173999999999888,2444.193968393196,8.33560501801594,55.93679449400528,7.639999999999873,69.56628265450539,3.6200000000003456,2.8399999999996908,2451.9,2458.36,1.3138741248490078,2024-09-05 01:00:00+00:00,0
7070.989539999998,10961.8744,0.0423978719078349,17.170000010000074,15.73799999999992,2446.0827726074367,6.249046959310817,69.56628265450539,1.9299999999998363,42.96262106581969,12.300000000000182,2.9400000000000546,2443.12,2446.06,-2.089594406363176,2024-09-05 02:00:00+00:00,0
11183.398599999997,25362.1749,0.0421026046539957,41.78000000999975,21.905999999999857,2446.0797362597787,-0.0416840108246105,42.96262106581969,0.0,19.09959070647448,40.50999999999976,1.2699999999999818,2404.28,2405.55,-11.694695804772437,2024-09-05 03:00:00+00:00,0
12573.025559999998,11682.9843,0.0421994741847066,16.70000000999982,20.98599999999988,2440.6757714251416,-3.134103007718295,19.09959070647448,4.389999999999873,19.87470824970835,8.519999999999982,3.789999999999964,2401.77,2414.08,-6.638521853579277,2024-09-05 04:00:00+00:00,0
11973.04566,6054.6632,0.0421302635073456,12.710000010000035,20.49199999999992,2437.129668568456,-5.5577052554417605,19.87470824970835,0.849999999999909,18.939482601828672,4.440000000000055,7.420000000000073,2402.22,2409.64,-6.088891390184472,2024-09-05 05:00:00+00:00,0
13989.270959999998,15884.658,0.0421520114291718,33.51000001000022,24.373999999999977,2433.464379425995,-8.184456541281179,18.939482601828672,0.5900000000001455,19.25502795016228,10.599999999999907,22.320000000000164,2376.72,2399.04,-7.216668542638672,2024-09-05 06:00:00+00:00,0
13500.129519999997,8516.1672,0.0422079569452244,19.60000000999991,24.859999999999943,2428.874462169196,-8.060362992366663,19.25502795016228,4.799999999999727,27.316550595477707,13.36999999999989,1.430000000000291,2397.6,2412.4,-2.072501406978517,2024-09-05 07:00:00+00:00,0
9741.7165,6570.1098,0.042222826468318,17.890000009999873,20.08199999999997,2426.6778672133028,-8.35619008582762,27.316550595477707,3.940000000000055,22.97680275418928,5.539999999999964,8.409999999999854,2398.46,2406.87,-2.936876055234279,2024-09-05 08:00:00+00:00,0
9105.951579999995,8504.1597,0.0421185978132647,21.35000000999991,21.01199999999999,2424.036818251529,-9.980271360382176,22.97680275418928,0.1300000000001091,22.421386852714303,14.659999999999854,6.559999999999945,2385.65,2392.21,-5.867657041425446,2024-09-05 09:00:00+00:00,0
9140.029519999996,6225.0529,0.0421118176533793,12.75000001,21.019999999999985,2419.7932424846585,-10.875915143496968,22.421386852714303,3.710000000000037,37.354948760838646,1.4699999999998,7.570000000000164,2383.16,2390.73,-4.7707427810692025,2024-09-05 10:00:00+00:00,0
7392.880859999997,7148.9147,0.0421450417748347,8.710000010000037,16.059999999999945,2415.918143486704,-11.234386431071924,37.354948760838646,4.910000000000309,26.06320714349556,1.199999999999818,2.599999999999909,2386.94,2389.54,-3.875557085802029,2024-09-05 11:00:00+00:00,0
8659.787919999997,14850.7025,0.0421862976951043,21.990000009999783,16.53799999999992,2412.401057688477,-10.99724655362661,26.06320714349556,8.639999999999873,29.764903398750548,0.8299999999999272,12.519999999999982,2377.01,2390.36,-2.701667814351368,2024-09-05 12:00:00+00:00,0
10113.124799999998,13836.7942,0.0421248138215513,28.830000009999928,18.72599999999993,2409.4622499966804,-9.081197414832786,29.764903398750548,12.259999999999764,53.34693869930047,11.960000000000036,4.610000000000127,2385.75,2402.32,0.96374913923637,2024-09-05 13:00:00+00:00,0
14224.538439999998,29061.2279,0.042031358599781,51.470000010000255,24.75,2408.509949997123,-10.46255889412214,53.34693869930047,12.820000000000164,21.037037012797,25.11999999999989,13.5300000000002,2363.68,2377.21,-5.554688145572527,2024-09-05 14:00:00+00:00,0
18518.99058,27697.3136,0.0423651131976001,29.65000000999964,28.129999999999928,2404.33662333084,-11.686025225856156,21.037037012797,8.25,20.9508196480894,5.769999999999982,15.629999999999654,2355.8,2371.43,-5.611016109179218,2024-09-05 15:00:00+00:00,0
18977.52922,9441.6079,0.0421620662110588,11.290000009999964,28.645999999999912,2399.9490735533946,-11.6519108339553,20.9508196480894,3.430000000000291,33.02733980618808,3.769999999999982,4.089999999999691,2367.34,2375.2,-3.2657620818849864,2024-09-05 16:00:00+00:00,0
17988.524939999996,9905.6811,0.0422910521157981,22.19000001000005,28.685999999999968,2396.6491970796087,-9.0713394514205,33.02733980618808,0.0,52.28320684724352,18.600000000000364,3.5899999999996908,2371.61,2393.8,2.200678438586692,2024-09-05 17:00:00+00:00,0
16238.18774,5085.1082,0.0422562807929902,8.710000009999582,24.6619999999999,2396.2693041356606,-7.5874234043922115,52.28320684724352,2.1899999999996,50.00711333759444,4.25,2.269999999999982,2387.28,2389.55,0.5880088289400192,2024-09-05 18:00:00+00:00,0
14177.422179999998,18757.4001,0.0421685618678983,42.220000010000255,22.81199999999989,2395.3733969175723,-9.354297193677668,50.00711333759444,0.7100000000000364,36.117832693022095,25.580000000000386,15.929999999999836,2348.04,2363.97,-5.9539933782953085,2024-09-05 19:00:00+00:00,0
10086.061919999996,7240.5123,0.0422111099226298,15.7200000099998,20.02599999999993,2391.1862773285625,-9.745288583590536,36.117832693022095,10.539999999999964,30.134621998511,3.820000000000164,1.3599999999996726,2362.61,2367.79,-3.5104950337213268,2024-09-05 20:00:00+00:00,0
10131.976619999996,9671.1814,0.0422406884343177,27.14000000999988,23.19599999999992,2388.066773684754,-9.202090034247703,30.134621998511,5.299999999999727,45.92255120403086,4.050000000000182,17.789999999999964,2350.0,2371.84,-1.620371275290836,2024-09-05 21:00:00+00:00,0
9603.822139999997,7264.9087,0.0422722913985662,19.770000009999983,22.711999999999897,2385.9032038601204,-8.562107976033076,45.92255120403086,3.320000000000164,50.199203128918775,0.1799999999998363,16.269999999999982,2355.4,2371.67,-1.2577784564682588,2024-09-05 22:00:00+00:00,0
9380.361639999996,3967.8057,0.0421646493414026,9.070000010000165,22.784000000000013,2384.005443345437,-8.194382705659336,50.199203128918775,1.5,44.614865951069824,2.860000000000128,4.710000000000036,2364.1,2368.81,-1.6583338423511125,2024-09-05 23:00:00+00:00,0
6984.506139999998,6778.1226,0.0422243779146345,18.98000001000002,18.135999999999967,2381.9793842327126,-7.280881856394444,44.614865951069824,4.329999999999927,25.60561463001181,3.4400000000000546,11.210000000000036,2357.6,2372.25,-0.3837503817630932,2024-09-06 00:00:00+00:00,0
7673.646299999996,10686.2131,0.0422818724308903,36.570000010000165,22.30600000000004,2380.6821330016846,-4.207910242492289,25.60561463001181,9.059999999999944,51.58233197477119,19.19000000000005,8.320000000000164,2363.91,2391.42,4.504687213677244,2024-09-06 01:00:00+00:00,0
7833.369879999997,10469.7993,0.042342345517995,18.98000001000002,20.67400000000007,2382.11384860146,-0.7868816853733733,51.58233197477119,5.980000000000018,93.1925408554596,10.990000000000236,2.0099999999997635,2389.42,2402.42,6.128515410257933,2024-09-06 02:00:00+00:00,0
7389.665119999998,5046.3849,0.0422815791333851,11.150000009999635,18.95,2384.8213354545987,0.3208495996004785,93.1925408554596,0.5299999999997453,74.60380338307705,9.789999999999964,0.8299999999999272,2391.8,2392.63,2.1488865576939133,2024-09-06 03:00:00+00:00,0
7735.552939999999,5697.2448,0.042160514790618,12.35000000999991,19.60599999999995,2385.862490727319,0.2636799481792877,74.60380338307705,4.7199999999998,63.41509425586655,6.570000000000164,1.0599999999999454,2385.0,2386.06,-0.0308350817299469,2024-09-06 04:00:00+00:00,0
7828.865019999997,7244.683,0.0422061846654892,14.030000009999746,18.615999999999893,2385.88882529701,0.0088970098167919,63.41509425586655,3.2399999999997817,61.534236464529386,1.800000000000182,8.989999999999782,2375.28,2384.27,-0.4706263112971101,2024-09-06 05:00:00+00:00,0
6846.421479999997,5773.9954,0.0421669250102915,12.890000009999872,13.879999999999836,2385.6729819240754,-0.7158418004464693,61.534236464529386,1.7999999999997272,59.43412901573144,4.7800000000002,6.309999999999945,2373.17,2379.48,-1.5504697334731643,2024-09-06 06:00:00+00:00,0
12438.027279999998,38427.8283,0.0420120030198395,58.62000000999989,21.80799999999981,2384.847251000865,-5.249893967102253,59.43412901573144,0.349999999999909,34.22963464492763,35.0300000000002,23.23999999999978,2321.21,2344.45,-9.920352300104696,2024-09-06 07:00:00+00:00,0
14024.933579999995,12980.9164,0.0421300320653188,18.990000009999783,23.37599999999984,2379.4609508674166,-7.358198076525241,34.22963464492763,7.420000000000073,22.354674503551703,5.699999999999818,5.869999999999891,2338.57,2350.14,-6.017764225078736,2024-09-06 08:00:00+00:00,0
14450.205019999998,7823.602,0.042195847332593,13.520000009999984,23.609999999999854,2375.551490751761,-7.528989145099786,22.354674503551703,1.0399999999999636,19.306792854239248,8.170000000000073,4.309999999999945,2345.84,2358.32,-2.4683231688090927,2024-09-06 09:00:00+00:00,0
14851.033979999997,9248.8278,0.0421435362341955,21.19000001000005,25.04199999999992,2373.2539586515263,-6.313370368169672,19.306792854239248,9.860000000000127,32.39792335810503,9.2199999999998,2.110000000000128,2356.21,2367.54,0.4537576233933578,2024-09-06 10:00:00+00:00,0
15668.207659999996,9859.8638,0.0423747957332878,13.990000010000236,25.26199999999999,2372.4920974979896,-4.681605817559557,32.39792335810503,6.450000000000273,40.65040646347833,5.399999999999636,2.1400000000003274,2365.41,2372.95,1.6928182175452091,2024-09-06 11:00:00+00:00,0
14991.720819999997,35045.3941,0.042194507542024,52.99000000999978,24.135999999999967,2372.5531511649247,-0.3359053324111301,40.65040646347833,9.059999999999944,58.145890224193664,26.809999999999945,17.11999999999989,2355.84,2399.77,7.974613663158834,2024-09-06 12:00:00+00:00,0
17318.222819999995,24613.4264,0.0422785096825336,45.89000001000033,29.51600000000008,2376.182064342935,-1.766503172650573,58.145890224193664,1.5199999999999818,43.58651116411075,36.5600000000004,7.809999999999945,2355.39,2363.2,-3.161539752630688,2024-09-06 13:00:00+00:00,0
