timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-09-01 00:00:00,0.10128000,0.10153000,0.10101000,0.10112000,6273131.00000000,1725152399999,635034.61010000,6374,3495238.00000000,353940.92456000,0
2024-09-01 01:00:00,0.10111000,0.10125000,0.10035000,0.10042000,6887026.00000000,1725155999999,693394.59900000,9008,2268408.00000000,228529.87585000,0
2024-09-01 02:00:00,0.10043000,0.10054000,0.09974000,0.10053000,14337391.00000000,1725159599999,1435426.60439000,20146,5810180.00000000,581672.40263000,0
2024-09-01 03:00:00,0.10054000,0.10070000,0.10027000,0.10028000,3433114.00000000,1725163199999,344888.73312000,5844,1142456.00000000,114805.70033000,0
2024-09-01 04:00:00,0.10027000,0.10028000,0.09981000,0.10000000,11985982.00000000,1725166799999,1199229.17766000,8718,3745112.00000000,374582.10736000,0
2024-09-01 05:00:00,0.10000000,0.10010000,0.09850000,0.09870000,26074641.00000000,1725170399999,2591036.25359000,20938,9856360.00000000,979505.90894000,0
2024-09-01 06:00:00,0.09870000,0.09950000,0.09861000,0.09926000,9727993.00000000,1725173999999,964854.87550000,10528,4541366.00000000,450504.63806000,0
2024-09-01 07:00:00,0.09925000,0.09975000,0.09905000,0.09975000,9776065.00000000,1725177599999,971572.98589000,9017,5379783.00000000,534756.57286000,0
2024-09-01 08:00:00,0.09974000,0.09985000,0.09943000,0.09951000,7052879.00000000,1725181199999,702644.36867000,6180,2715563.00000000,270535.68432000,0
2024-09-01 09:00:00,0.09951000,0.09978000,0.09931000,0.09940000,6560159.00000000,1725184799999,652872.71159000,6882,2621259.00000000,260806.86439000,0
2024-09-01 10:00:00,0.09940000,0.09940000,0.09866000,0.09887000,10809302.00000000,1725188399999,1069937.43874000,10737,4129869.00000000,408983.78317000,0
2024-09-01 11:00:00,0.09888000,0.09939000,0.09863000,0.09936000,8074874.00000000,1725191999999,799877.71769000,8301,3472650.00000000,344100.57897000,0
2024-09-01 12:00:00,0.09936000,0.09944000,0.09858000,0.09874000,9515176.00000000,1725195599999,941648.28391000,8778,3761868.00000000,372694.47947000,0
2024-09-01 13:00:00,0.09875000,0.09922000,0.09807000,0.09870000,19926876.00000000,1725199199999,1967901.99201000,17775,9947550.00000000,983504.90763000,0
2024-09-01 14:00:00,0.09870000,0.09872000,0.09726000,0.09795000,49340633.00000000,1725202799999,4826056.99394000,36586,22162470.00000000,2168257.25096000,0
2024-09-01 15:00:00,0.09794000,0.09896000,0.09740000,0.09856000,34591450.00000000,1725206399999,3394264.88803000,21731,14795430.00000000,1453487.35693000,0
2024-09-01 16:00:00,0.09856000,0.09887000,0.09750000,0.09771000,20788335.00000000,1725209999999,2038722.47168000,18701,8555321.00000000,838932.05578000,0
2024-09-01 17:00:00,0.09771000,0.09801000,0.09680000,0.09742000,26848464.00000000,1725213599999,2611054.75249000,25631,12754031.00000000,1240459.91691000,0
2024-09-01 18:00:00,0.09741000,0.09888000,0.09728000,0.09848000,13960333.00000000,1725217199999,1373084.91627000,19561,6976039.00000000,686021.75438000,0
2024-09-01 19:00:00,0.09850000,0.09934000,0.09850000,0.09913000,23204627.00000000,1725220799999,2296900.26755000,18451,15700816.00000000,1554234.16768000,0
2024-09-01 20:00:00,0.09912000,0.09952000,0.09876000,0.09887000,6110062.00000000,1725224399999,606164.93750000,10373,2407055.00000000,238852.64334000,0
2024-09-01 21:00:00,0.09888000,0.09891000,0.09780000,0.09819000,6201166.00000000,1725227999999,608820.86160000,7140,2041696.00000000,200446.91395000,0
2024-09-01 22:00:00,0.09819000,0.09829000,0.09388000,0.09441000,70728971.00000000,1725231599999,6766219.93357000,67897,28140516.00000000,2690699.72669000,0
2024-09-01 23:00:00,0.09440000,0.09570000,0.09422000,0.09509000,38335975.00000000,1725235199999,3650352.80730000,35145,18868535.00000000,1796449.95254000,0
2024-09-02 00:00:00,0.09508000,0.09590000,0.09495000,0.09558000,25965805.00000000,1725238799999,2475345.17227000,24450,13480853.00000000,1285429.45447000,0
2024-09-02 01:00:00,0.09559000,0.09606000,0.09531000,0.09548000,18135465.00000000,1725242399999,1734123.85966000,15072,8011416.00000000,766403.35648000,0
2024-09-02 02:00:00,0.09548000,0.09593000,0.09489000,0.09496000,18264676.00000000,1725245999999,1741867.27600000,13806,8167971.00000000,778800.55425000,0
2024-09-02 03:00:00,0.09496000,0.09552000,0.09468000,0.09522000,34339782.00000000,1725249599999,3263476.79126000,21477,14333017.00000000,1362508.24732000,0
2024-09-02 04:00:00,0.09521000,0.09537000,0.09410000,0.09413000,17123377.00000000,1725253199999,1621674.78157000,17070,6338347.00000000,600021.03674000,0
2024-09-02 05:00:00,0.09413000,0.09571000,0.09412000,0.09525000,18274049.00000000,1725256799999,1735439.94676000,16149,7759262.00000000,736016.42987000,0
2024-09-02 06:00:00,0.09526000,0.09560000,0.09508000,0.09521000,10665080.00000000,1725260399999,1016586.71672000,9911,3722139.00000000,354759.43218000,0
2024-09-02 07:00:00,0.09521000,0.09547000,0.09409000,0.09453000,22474006.00000000,1725263999999,2127691.26592000,17151,9323779.00000000,882501.19307000,0
2024-09-02 08:00:00,0.09452000,0.09636000,0.09441000,0.09595000,26774599.00000000,1725267599999,2565715.50778000,29204,12077237.00000000,1157265.70708000,0
2024-09-02 09:00:00,0.09596000,0.09759000,0.09578000,0.09739000,21281819.00000000,1725271199999,2055007.55063000,23178,11346653.00000000,1096726.12951000,0
2024-09-02 10:00:00,0.09737000,0.09802000,0.09711000,0.09748000,25826094.00000000,1725274799999,2518125.85066000,27489,12691215.00000000,1237548.67623000,0
2024-09-02 11:00:00,0.09747000,0.09776000,0.09704000,0.09730000,17073440.00000000,1725278399999,1663242.53929000,13735,8116032.00000000,790710.45072000,0
